ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
84	"ENSG00000179222.17"	"MAGED1"	chrX	+	51901552	51902354	51901552	51901938	51902145	51902354
85	"ENSG00000158352.15"	"SHROOM4"	chrX	-	50591646	50596964	50591646	50592144	50595697	50596964
86	"ENSG00000012211.13"	"PRICKLE3"	chrX	-	49177992	49178475	49177992	49178179	49178271	49178475
87	"ENSG00000269313.5"	"MAGIX"	chrX	+	49164706	49165090	49164706	49164789	49164862	49165090
88	"ENSG00000269313.5"	"MAGIX"	chrX	+	49164706	49165090	49164706	49164789	49164907	49165090
89	"ENSG00000068308.13"	"OTUD5"	chrX	-	48934463	48934867	48934463	48934612	48934695	48934867
90	"ENSG00000068308.13"	"OTUD5"	chrX	-	48934463	48934867	48934463	48934612	48934710	48934867
91	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48893899	48894225	48893899	48894010	48894096	48894225
92	"ENSG00000102103.16"	"PQBP1"	chrX	+	48902232	48902795	48902232	48902384	48902731	48902795
93	"ENSG00000102103.16"	"PQBP1"	chrX	+	48902232	48902795	48902232	48902517	48902731	48902795
94	"ENSG00000102103.16"	"PQBP1"	chrX	+	48902232	48903084	48902232	48902795	48902927	48903084
95	"ENSG00000101940.18"	"WDR13"	chrX	+	48597491	48598037	48597491	48597614	48597957	48598037
96	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48576083	48575560	48575667	48575814	48576083
97	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48576083	48575560	48575667	48575921	48576083
98	"ENSG00000017483.15"	"SLC38A5"	chrX	-	48458538	48459034	48458538	48458955	48458956	48459034
99	"ENSG00000126759.13"	"CFP"	chrX	-	47628101	47629674	47628101	47628277	47629523	47629674
100	"ENSG00000078061.13"	"ARAF"	chrX	+	47571322	47571908	47571322	47571406	47571520	47571908
101	"ENSG00000102226.9"	"USP11"	chrX	+	47239350	47239907	47239350	47239481	47239789	47239907
102	"ENSG00000102226.9"	"USP11"	chrX	+	47247071	47247419	47247071	47247221	47247303	47247419
103	"ENSG00000102226.9"	"USP11"	chrX	+	47247303	47247699	47247303	47247419	47247610	47247699
104	"ENSG00000102225.16"	"CDK16"	chrX	+	47223551	47223759	47223551	47223604	47223748	47223759
105	"ENSG00000102225.16"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703
106	"ENSG00000102225.16"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227159	47227223
107	"ENSG00000102225.16"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227180	47227223
108	"ENSG00000102225.16"	"CDK16"	chrX	+	47228566	47228990	47228566	47228644	47228730	47228990
109	"ENSG00000130988.13"	"RGN"	chrX	+	47080316	47081307	47080316	47080936	47081129	47081307
110	"ENSG00000156313.14"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041
111	"ENSG00000156313.14"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287864	38288041
112	"ENSG00000102054.17"	"RBBP7"	chrX	-	16845827	16849301	16845827	16845938	16849243	16849301
113	"ENSG00000165195.15"	"PIGA"	chrX	-	15324664	15325152	15324664	15324871	15325019	15325152
114	"ENSG00000165195.15"	"PIGA"	chrX	-	15331215	15331992	15331215	15331299	15331873	15331992
115	"ENSG00000226985.7"	"LINC01203"	chrX	+	13335029	13335545	13335029	13335088	13335481	13335545
116	"ENSG00000005302.19"	"MSL3"	chrX	+	11759633	11759875	11759633	11759712	11759792	11759875
117	"ENSG00000005302.19"	"MSL3"	chrX	+	11760836	11762252	11760836	11760937	11762129	11762252
118	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765466	11765729
119	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765469	11765729
120	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765521	11765729
121	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11765729	11768572	11768682
122	"ENSG00000005302.19"	"MSL3"	chrX	+	11766960	11768682	11766960	11767169	11768621	11768682
123	"ENSG00000100299.18"	"ARSA"	chr22	-	50626590	50627406	50626590	50626760	50627165	50627406
124	"ENSG00000100299.18"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170
125	"ENSG00000205560.12"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539
126	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476
127	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476
128	"ENSG00000025770.19"	"NCAPH2"	chr22	+	50523016	50523472	50523016	50523166	50523234	50523472
129	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50277852	50278013	50277852	50277959	50277960	50278013
130	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50277852	50278013	50277852	50277964	50277966	50278013
131	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50278116	50278271	50278116	50278264	50278265	50278271
132	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50278434	50278519	50278434	50278437	50278439	50278519
133	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50278595	50278696	50278595	50278665	50278666	50278696
134	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50278854	50279011	50278854	50278881	50278882	50279011
135	"ENSG00000196576.15"	"PLXNB2"	chr22	-	50281359	50281742	50281359	50281499	50281565	50281742
136	"ENSG00000188130.14"	"MAPK12"	chr22	-	50255614	50256199	50255614	50255694	50256084	50256199
137	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50217917	50218402	50217917	50218117	50218188	50218402
138	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219287	50219791	50219287	50219456	50219643	50219791
139	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50220191	50221874
140	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50220250	50221874
141	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50221274	50221874
142	"ENSG00000281732.1"	"Z84468.1"	chr22	-	48546512	48547012	48546512	48546603	48546692	48547012
143	"ENSG00000186654.21"	"PRR5"	chr22	+	44702217	44702608	44702217	44702409	44702491	44702608
144	"ENSG00000172250.16"	"SERHL"	chr22	+	42502350	42502768	42502350	42502392	42502748	42502768
145	"ENSG00000172250.16"	"SERHL"	chr22	+	42510630	42511927	42510630	42510724	42511815	42511927
146	"ENSG00000205702.11"	"CYP2D7"	chr22	-	42141151	42141396	42141151	42141367	42141370	42141396
147	"ENSG00000205702.11"	"CYP2D7"	chr22	-	42144283	42144577	42144283	42144328	42144329	42144577
148	"ENSG00000237037.9"	"NDUFA6-DT"	chr22	+	42124046	42124562	42124046	42124130	42124476	42124562
149	"ENSG00000237037.9"	"NDUFA6-DT"	chr22	+	42124046	42124562	42124046	42124130	42124519	42124562
150	"ENSG00000237037.9"	"NDUFA6-DT"	chr22	+	42136198	42136714	42136198	42136282	42136671	42136714
151	"ENSG00000184208.12"	"C22orf46"	chr22	+	41693462	41698136	41693462	41693851	41693937	41698136
152	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536
153	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869
154	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328
155	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568
156	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40408932	40409372
157	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409249	40409372
158	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409339	40409372
159	"ENSG00000128272.14"	"ATF4"	chr22	+	39520563	39521671	39520563	39520751	39521353	39521671
160	"ENSG00000100316.16"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310
161	"ENSG00000100316.16"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208
162	"ENSG00000100201.21"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38492055	38492115
163	"ENSG00000128298.17"	"BAIAP2L2"	chr22	-	38086241	38086449	38086241	38086347	38086389	38086449
164	"ENSG00000100097.12"	"LGALS1"	chr22	+	37678375	37678654	37678375	37678392	37678482	37678654
165	"ENSG00000100055.21"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174
166	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094
167	"ENSG00000100365.16"	"NCF4"	chr22	+	36875652	36876094	36875652	36875787	36876028	36876094
168	"ENSG00000100360.15"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036
169	"ENSG00000100360.15"	"IFT27"	chr22	-	36775673	36776125	36775673	36775794	36776030	36776125
170	"ENSG00000100353.18"	"EIF3D"	chr22	-	36525663	36526131	36525663	36525709	36525998	36526131
171	"ENSG00000100336.17"	"APOL4"	chr22	-	36201699	36202055	36201699	36201796	36201992	36202055
172	"ENSG00000100336.17"	"APOL4"	chr22	-	36201699	36202055	36201699	36201841	36201992	36202055
173	"ENSG00000100336.17"	"APOL4"	chr22	-	36201699	36202055	36201699	36201888	36201992	36202055
174	"ENSG00000100225.18"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281
175	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430
176	"ENSG00000198089.16"	"SFI1"	chr22	+	31618114	31618547	31618114	31618226	31618313	31618547
177	"ENSG00000138942.16"	"RNF185"	chr22	+	31204488	31207013	31204488	31204966	31205376	31207013
178	"ENSG00000185133.14"	"INPP5J"	chr22	+	31124844	31126010	31124844	31124906	31125832	31126010
179	"ENSG00000185133.14"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532
180	"ENSG00000185133.14"	"INPP5J"	chr22	+	31133609	31134696	31133609	31133714	31133912	31134696
181	"ENSG00000198832.10"	"SELENOM"	chr22	-	31105929	31105965	31105929	31105950	31105953	31105965
182	"ENSG00000198832.10"	"SELENOM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533
183	"ENSG00000183963.18"	"SMTN"	chr22	+	31080449	31080754	31080449	31080569	31080675	31080754
184	"ENSG00000183963.18"	"SMTN"	chr22	+	31096997	31097338	31096997	31097060	31097268	31097338
185	"ENSG00000183963.18"	"SMTN"	chr22	+	31099061	31099896	31099061	31099179	31099744	31099896
186	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30415947	30416087
187	"ENSG00000099999.15"	"RNF215"	chr22	-	30379481	30379780	30379481	30379622	30379710	30379780
188	"ENSG00000187860.10"	"CCDC157"	chr22	+	30370325	30371727	30370325	30370950	30371649	30371727
189	"ENSG00000099992.15"	"TBC1D10A"	chr22	-	30293650	30294110	30293650	30293805	30293920	30294110
190	"ENSG00000100325.15"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676
191	"ENSG00000186575.18"	"NF2"	chr22	+	29683019	29683915	29683019	29683064	29683700	29683915
192	"ENSG00000100296.13"	"THOC5"	chr22	-	29528273	29528466	29528273	29528359	29528425	29528466
193	"ENSG00000100296.13"	"THOC5"	chr22	-	29544459	29544603	29544459	29544508	29544579	29544603
194	"ENSG00000100276.10"	"RASL10A"	chr22	-	29312932	29313987	29312932	29313568	29313862	29313987
195	"ENSG00000235954.7"	"TTC28-AS1"	chr22	+	27997410	27998152	27997410	27997739	27997985	27998152
196	"ENSG00000235954.7"	"TTC28-AS1"	chr22	+	27997410	27998152	27997410	27997739	27998071	27998152
197	"ENSG00000235954.7"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27997739	27998603	27998838
198	"ENSG00000235954.7"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27998152	27998603	27998838
199	"ENSG00000235954.7"	"TTC28-AS1"	chr22	+	27999429	28001658	27999429	28000437	28000895	28001658
200	"ENSG00000197077.13"	"KIAA1671"	chr22	+	25174239	25177522	25174239	25174489	25177347	25177522
201	"ENSG00000100031.19"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610413	24610531
202	"ENSG00000100031.19"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610454	24610531
203	"ENSG00000100031.19"	"GGT1"	chr22	+	24628080	24628388	24628080	24628136	24628238	24628388
204	"ENSG00000100031.19"	"GGT1"	chr22	+	24628080	24628388	24628080	24628193	24628274	24628388
205	"ENSG00000099994.11"	"SUSD2"	chr22	+	24183494	24184303	24183494	24183646	24184135	24184303
206	"ENSG00000131002.12"	"TXLNGY"	chrY	+	19588369	19589612	19588369	19588650	19589526	19589612
207	"ENSG00000131002.12"	"TXLNGY"	chrY	+	19593398	19597665	19593398	19593593	19597590	19597665
208	"ENSG00000100121.13"	"GGTLC2"	chr22	+	22646982	22647290	22646982	22647038	22647140	22647290
209	"ENSG00000100121.13"	"GGTLC2"	chr22	+	22646982	22647290	22646982	22647095	22647176	22647290
210	"ENSG00000185686.18"	"PRAME"	chr22	-	22556811	22557580	22556811	22556909	22557544	22557580
211	"ENSG00000185686.18"	"PRAME"	chr22	-	22556811	22557580	22556811	22556930	22557544	22557580
212	"ENSG00000185686.18"	"PRAME"	chr22	-	22556811	22557580	22556811	22556977	22557544	22557580
213	"ENSG00000185686.18"	"PRAME"	chr22	-	22556811	22557580	22556811	22557086	22557544	22557580
214	"ENSG00000100034.14"	"PPM1F"	chr22	-	21924875	21925662	21924875	21925028	21925568	21925662
215	"ENSG00000100023.19"	"PPIL2"	chr22	+	21694936	21695496	21694936	21695070	21695393	21695496
216	"ENSG00000100023.19"	"PPIL2"	chr22	+	21694936	21695496	21694936	21695070	21695397	21695496
217	"ENSG00000183506.17"	"PI4KAP2"	chr22	-	21475210	21476764	21475210	21475300	21476001	21476764
218	"ENSG00000183506.17"	"PI4KAP2"	chr22	-	21477996	21478694	21477996	21478101	21478584	21478694
219	"ENSG00000183506.17"	"PI4KAP2"	chr22	-	21477996	21478694	21477996	21478161	21478584	21478694
220	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21467893	21468202	21467893	21468017	21468151	21468202
221	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21467893	21468431	21467893	21468017	21468314	21468431
222	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21467893	21468431	21467893	21468202	21468314	21468431
223	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21467893	21468431	21467893	21468017	21468353	21468431
224	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21468943	21469346	21468943	21469003	21469273	21469346
225	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21468943	21469346	21468943	21469062	21469273	21469346
226	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21469273	21469534	21469273	21469346	21469493	21469534
227	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21469493	21469933	21469493	21469534	21469616	21469933
228	"ENSG00000187905.10"	"LRRC74B"	chr22	+	21047883	21049157	21047883	21048016	21048950	21049157
229	"ENSG00000099957.16"	"P2RX6"	chr22	+	21026010	21026329	21026010	21026076	21026251	21026329
230	"ENSG00000099957.16"	"P2RX6"	chr22	+	21026419	21028008	21026419	21026957	21027507	21028008
231	"ENSG00000184436.12"	"THAP7"	chr22	-	21000646	21001411	21000646	21000787	21001255	21001411
232	"ENSG00000099942.13"	"CRKL"	chr22	+	20949710	20953747	20949710	20949927	20953205	20953747
233	"ENSG00000241973.11"	"PI4KA"	chr22	-	20712692	20713390	20712692	20712797	20713280	20713390
234	"ENSG00000241973.11"	"PI4KA"	chr22	-	20733735	20734194	20733735	20733843	20734042	20734194
235	"ENSG00000226287.8"	"TMEM191A"	chr22	+	20703632	20704040	20703632	20703692	20703967	20704040
236	"ENSG00000226287.8"	"TMEM191A"	chr22	+	20703632	20704040	20703632	20703751	20703967	20704040
237	"ENSG00000099917.17"	"MED15"	chr22	+	20554935	20555148	20554935	20554995	20555076	20555148
238	"ENSG00000099901.17"	"RANBP1"	chr22	+	20126302	20127181	20126302	20126368	20126951	20127181
239	"ENSG00000128191.16"	"DGCR8"	chr22	+	20089668	20090258	20089668	20089811	20089975	20090258
240	"ENSG00000184702.20"	"SEPTIN5"	chr22	+	19721821	19722339	19721821	19721957	19722236	19722339
241	"ENSG00000184702.20"	"SEPTIN5"	chr22	+	19722236	19723319	19722236	19722339	19722427	19723319
242	"ENSG00000070010.19"	"UFD1"	chr22	-	19450620	19454830	19450620	19450744	19454801	19454830
243	"ENSG00000070371.16"	"CLTCL1"	chr22	-	19196265	19196656	19196265	19196415	19196488	19196656
244	"ENSG00000100033.16"	"PRODH"	chr22	-	18919705	18922404	18919705	18919798	18921341	18922404
245	"ENSG00000100033.16"	"PRODH"	chr22	-	18921341	18922404	18921341	18921423	18922324	18922404
246	"ENSG00000100033.16"	"PRODH"	chr22	-	18922816	18923179	18922816	18922933	18923114	18923179
247	"ENSG00000100033.16"	"PRODH"	chr22	-	18936014	18936553	18936014	18936327	18936389	18936553
248	"ENSG00000100167.20"	"SEPTIN3"	chr22	+	41994620	41998221	41994620	41994714	41996901	41998221
249	"ENSG00000015475.18"	"BID"	chr22	-	17739348	17740176	17739348	17739488	17740081	17740176
250	"ENSG00000283633.1"	"AP000547.3"	chr22	+	16614076	16615111	16614076	16614178	16614698	16615111
251	"ENSG00000160310.18"	"PRMT2"	chr21	+	46648457	46648619	46648457	46648538	46648539	46648619
252	"ENSG00000160310.18"	"PRMT2"	chr21	+	46658744	46659430	46658744	46658798	46658799	46659430
253	"ENSG00000160310.18"	"PRMT2"	chr21	+	46660832	46661936	46660832	46660962	46661799	46661936
254	"ENSG00000160298.17"	"C21orf58"	chr21	-	46301129	46302154	46301129	46301713	46301996	46302154
255	"ENSG00000160298.17"	"C21orf58"	chr21	-	46314870	46315547	46314870	46315049	46315473	46315547
256	"ENSG00000160294.11"	"MCM3AP"	chr21	-	46246306	46246886	46246306	46246404	46246627	46246886
257	"ENSG00000186866.16"	"POFUT2"	chr21	-	45263927	45267713	45263927	45265635	45267589	45267713
258	"ENSG00000182586.9"	"LINC00334"	chr21	+	45258450	45259285	45258450	45258713	45259049	45259285
259	"ENSG00000197381.16"	"ADARB1"	chr21	+	45222017	45226560	45222017	45222107	45225546	45226560
260	"ENSG00000197381.16"	"ADARB1"	chr21	+	45222017	45226560	45222017	45223577	45225546	45226560
261	"ENSG00000142185.16"	"TRPM2"	chr21	+	44391271	44391625	44391271	44391442	44391502	44391625
