ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
888	"ENSG00000167880.7"	"EVPL"	chr17	-	76017738	76018600	76017738	76017911	76018445	76018600
925	"ENSG00000223705.9"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415770	75416102	75416191
926	"ENSG00000223705.9"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415778	75416102	75416191
936	"ENSG00000187193.9"	"MT1X"	chr16	+	56682469	56684196	56682469	56682568	56683957	56684196
938	"ENSG00000214279.13"	"SCART1"	chr10	+	133457278	133459326	133457278	133457575	133459020	133459326
967	"ENSG00000278053.5"	"DDX52"	chr17	-	37619767	37621277	37619767	37619839	37621126	37621277
968	"ENSG00000278053.5"	"DDX52"	chr17	-	37620872	37621520	37620872	37620948	37621397	37621520
1017	"ENSG00000102901.13"	"CENPT"	chr16	-	67829764	67831358	67829764	67830088	67831215	67831358
1084	"ENSG00000184584.13"	"TMEM173"	chr5	-	139480789	139481704	139480789	139480898	139481477	139481704
1131	"ENSG00000103245.14"	"CIAO3"	chr16	-	730842	732900	730842	731000	732300	732900
1158	"ENSG00000113597.18"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664236	65664384
1206	"ENSG00000089009.15"	"RPL6"	chr12	-	112406746	112408656	112406746	112406890	112408419	112408656
1270	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521701	146521832	146522053
1321	"ENSG00000101310.17"	"SEC23B"	chr20	+	18507939	18508297	18507939	18507972	18508090	18508297
1335	"ENSG00000105373.19"	"NOP53"	chr19	+	47752511	47754891	47752511	47752544	47754708	47754891
1336	"ENSG00000105373.19"	"NOP53"	chr19	+	47752511	47754891	47752511	47752559	47754708	47754891
1353	"ENSG00000092094.11"	"OSGEP"	chr14	-	20447614	20448171	20447614	20447690	20448105	20448171
1367	"ENSG00000175054.16"	"ATR"	chr3	-	142465096	142468068	142465096	142465240	142467933	142468068
1458	"ENSG00000053900.10"	"ANAPC4"	chr4	+	25413644	25414504	25413644	25413742	25414465	25414504
1459	"ENSG00000053900.10"	"ANAPC4"	chr4	+	25415465	25417739	25415465	25415540	25417615	25417739
1475	"ENSG00000104957.14"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13759110	13759272
1485	"ENSG00000240065.8"	"PSMB9"	chr6	+	32856137	32858134	32856137	32856205	32858004	32858134
1512	"ENSG00000198677.11"	"TTC37"	chr5	-	95516524	95517060	95516524	95516586	95516915	95517060
1579	"ENSG00000255717.7"	"SNHG1"	chr11	-	62853800	62855837	62853800	62854551	62855423	62855837
1600	"ENSG00000105426.16"	"PTPRS"	chr19	-	5218419	5219467	5218419	5218532	5219309	5219467
1674	"ENSG00000146205.13"	"ANO7"	chr2	+	241223185	241223955	241223185	241223276	241223904	241223955
1703	"ENSG00000132199.20"	"ENOSF1"	chr18	-	690548	691276	690548	690631	691203	691276
1714	"ENSG00000142910.16"	"TINAGL1"	chr1	+	31585439	31586755	31585439	31585485	31586709	31586755
1720	"ENSG00000131899.11"	"LLGL1"	chr17	+	18240577	18241999	18240577	18240873	18241884	18241999
1733	"ENSG00000198830.11"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473527	26474084	26474135
1762	"ENSG00000162772.17"	"ATF3"	chr1	+	212615021	212615261	212615021	212615060	212615151	212615261
1811	"ENSG00000168291.13"	"PDHB"	chr3	-	58430656	58431793	58430656	58430942	58431730	58431793
1909	"ENSG00000188257.11"	"PLA2G2A"	chr1	-	19978014	19978879	19978014	19978121	19978733	19978879
1968	"ENSG00000205593.12"	"DENND6B"	chr22	-	50316024	50316475	50316024	50316087	50316369	50316475
1978	"ENSG00000160818.16"	"GPATCH4"	chr1	-	156596080	156598121	156596080	156596131	156598034	156598121
2023	"ENSG00000132781.18"	"MUTYH"	chr1	-	45332762	45333170	45332762	45332834	45333096	45333170
2027	"ENSG00000143549.21"	"TPM3"	chr1	-	154170648	154172978	154170648	154170711	154172907	154172978
2058	"ENSG00000233058.2"	"LINC00884"	chr3	+	194487145	194488726	194487145	194487172	194487455	194488726
2148	"ENSG00000089195.15"	"TRMT6"	chr20	-	5941052	5942036	5941052	5941139	5941950	5942036
2176	"ENSG00000143126.8"	"CELSR2"	chr1	+	109269932	109271039	109269932	109270133	109270926	109271039
2202	"ENSG00000188493.15"	"C19orf54"	chr19	-	40740855	40742770	40740855	40741439	40742398	40742770
2203	"ENSG00000188493.15"	"C19orf54"	chr19	-	40740855	40742770	40740855	40741439	40742514	40742770
2204	"ENSG00000188493.15"	"C19orf54"	chr19	-	40740855	40742770	40740855	40741439	40742576	40742770
2208	"ENSG00000158411.11"	"MITD1"	chr2	-	99171342	99174016	99171342	99171429	99173914	99174016
2213	"ENSG00000106462.10"	"EZH2"	chr7	-	148816683	148818117	148816683	148816778	148817876	148818117
2225	"ENSG00000184307.15"	"ZDHHC23"	chr3	+	113958362	113962978	113958362	113958538	113961051	113962978
2245	"ENSG00000167962.14"	"ZNF598"	chr16	-	2002520	2003728	2002520	2002732	2003615	2003728
2263	"ENSG00000114626.18"	"ABTB1"	chr3	+	127676535	127677286	127676535	127676581	127677167	127677286
2325	"ENSG00000171772.16"	"SYCE1"	chr10	-	133558876	133560153	133558876	133558951	133560090	133560153
2343	"ENSG00000265241.6"	"RBM8A"	chr1	-	145926481	145927077	145926481	145926618	145927017	145927077
2399	"ENSG00000140043.11"	"PTGR2"	chr14	+	73876997	73880176	73876997	73877168	73880054	73880176
2426	"ENSG00000140279.12"	"DUOX2"	chr15	-	45111110	45111955	45111110	45111277	45111767	45111955
2498	"ENSG00000115446.11"	"UNC50"	chr2	+	98608578	98610039	98608578	98608726	98609642	98610039
2503	"ENSG00000265972.6"	"TXNIP"	chr1	-	145994280	145995031	145994280	145994437	145994928	145995031
2563	"ENSG00000133313.15"	"CNDP2"	chr18	+	74516227	74519096	74516227	74516392	74518948	74519096
2570	"ENSG00000182944.17"	"EWSR1"	chr22	+	29298732	29299851	29298732	29298895	29299598	29299851
2615	"ENSG00000231500.7"	"RPS18"	chr6	+	33275964	33276510	33275964	33276066	33276390	33276510
2623	"ENSG00000103266.11"	"STUB1"	chr16	+	681792	682076	681792	681903	682058	682076
2643	"ENSG00000005884.18"	"ITGA3"	chr17	+	50076583	50077447	50076583	50076681	50077378	50077447
2678	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6467824	6468586	6467824	6467893	6468098	6468586
2688	"ENSG00000197989.14"	"SNHG12"	chr1	-	28579911	28581229	28579911	28579981	28581110	28581229
2742	"ENSG00000162927.14"	"PUS10"	chr2	-	60965057	60967613	60965057	60965103	60967501	60967613
2778	"ENSG00000143624.14"	"INTS3"	chr1	+	153746956	153748755	153746956	153747070	153748688	153748755
2833	"ENSG00000132024.17"	"CC2D1A"	chr19	+	13926977	13928030	13926977	13927077	13927892	13928030
2843	"ENSG00000100888.13"	"CHD8"	chr14	-	21394911	21395892	21394911	21395119	21395816	21395892
2860	"ENSG00000112739.17"	"PRPF4B"	chr6	+	4060412	4062299	4060412	4060686	4061654	4062299
2861	"ENSG00000112739.17"	"PRPF4B"	chr6	+	4060412	4062299	4060412	4061147	4062212	4062299
2900	"ENSG00000171824.14"	"EXOSC10"	chr1	-	11076841	11077651	11076841	11076948	11077600	11077651
2949	"ENSG00000204713.11"	"TRIM27"	chr6	-	28903001	28908840	28903001	28904665	28908807	28908840
2988	"ENSG00000085998.14"	"POMGNT1"	chr1	-	46193304	46193925	46193304	46193388	46193854	46193925
3027	"ENSG00000082068.9"	"WDR70"	chr5	+	37721114	37725050	37721114	37721215	37724933	37725050
3029	"ENSG00000176444.19"	"CLK2"	chr1	-	155263949	155264550	155263949	155264040	155264467	155264550
3206	"ENSG00000115282.20"	"TTC31"	chr2	+	74490243	74491184	74490243	74490473	74491127	74491184
3268	"ENSG00000143303.12"	"RRNAD1"	chr1	+	156731990	156732473	156731990	156732115	156732365	156732473
3573	"ENSG00000226067.7"	"LINC00623"	chr1	+	120952438	120953460	120952438	120952785	120953222	120953460
3586	"ENSG00000079134.12"	"THOC1"	chr18	-	224923	225403	224923	224994	225336	225403
3620	"ENSG00000163516.14"	"ANKZF1"	chr2	+	219234132	219235875	219234132	219234288	219235707	219235875
3621	"ENSG00000163516.14"	"ANKZF1"	chr2	+	219234132	219235875	219234132	219235312	219235707	219235875
3636	"ENSG00000145191.15"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143142	184144098	184144224
3682	"ENSG00000142327.13"	"RNPEPL1"	chr2	+	240573774	240574628	240573774	240573891	240574514	240574628
3688	"ENSG00000135476.11"	"ESPL1"	chr12	+	53289403	53290469	53289403	53289594	53290346	53290469
3747	"ENSG00000136450.13"	"SRSF1"	chr17	-	58004922	58005973	58004922	58005041	58005800	58005973
3841	"ENSG00000111684.11"	"LPCAT3"	chr12	-	6977366	6978507	6977366	6977525	6978340	6978507
3899	"ENSG00000148337.21"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179372	128179415
3921	"ENSG00000175455.15"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795
3922	"ENSG00000175455.15"	"CCDC14"	chr3	-	123955842	123956795	123955842	123956115	123956739	123956795
3944	"ENSG00000233184.7"	"AC093157.1"	chr1	+	101080388	101083574	101080388	101080613	101080886	101083574
3965	"ENSG00000185404.16"	"SP140L"	chr2	+	230400126	230401443	230400126	230400242	230401365	230401443
3991	"ENSG00000140650.12"	"PMM2"	chr16	+	8802080	8802389	8802080	8802145	8802260	8802389
4042	"ENSG00000090539.15"	"CHRD"	chr3	+	184386045	184386938	184386045	184386159	184386844	184386938
4090	"ENSG00000284770.2"	"TBCE"	chr1	+	235435744	235436608	235435744	235435840	235436543	235436608
4180	"ENSG00000185803.10"	"SLC52A2"	chr8	+	144359622	144360493	144359622	144359747	144360114	144360493
4205	"ENSG00000160948.14"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426179	144426208
4228	"ENSG00000100650.16"	"SRSF5"	chr14	+	69768797	69770540	69768797	69768896	69770466	69770540
4265	"ENSG00000213930.11"	"GALT"	chr9	+	34647491	34647961	34647491	34647567	34647831	34647961
4381	"ENSG00000126522.17"	"ASL"	chr7	+	66086743	66087791	66086743	66086821	66087728	66087791
4448	"ENSG00000082512.15"	"TRAF5"	chr1	+	211356366	211360779	211356366	211356468	211360701	211360779
4476	"ENSG00000148362.11"	"PAXX"	chr9	+	136992639	136993243	136992639	136992700	136993052	136993243
4512	"ENSG00000009830.11"	"POMT2"	chr14	-	77279536	77279928	77279536	77279586	77279822	77279928
4527	"ENSG00000148444.16"	"COMMD3"	chr10	+	22318805	22320306	22318805	22318862	22319938	22320306
4559	"ENSG00000122952.17"	"ZWINT"	chr10	-	56359686	56360383	56359686	56359853	56360292	56360383
4569	"ENSG00000143793.13"	"C1orf35"	chr1	-	228101338	228102560	228101338	228101473	228102477	228102560
4577	"ENSG00000096746.17"	"HNRNPH3"	chr10	+	68341173	68341851	68341173	68341309	68341758	68341851
4600	"ENSG00000129317.14"	"PUS7L"	chr12	-	43754335	43755261	43754335	43754442	43755216	43755261
4627	"ENSG00000166394.15"	"CYB5R2"	chr11	-	7668477	7672523	7668477	7668561	7672450	7672523
4638	"ENSG00000110330.8"	"BIRC2"	chr11	+	102348597	102350749	102348597	102348719	102349877	102350749
4661	"ENSG00000142102.16"	"PGGHG"	chr11	+	292885	293502	292885	292997	293365	293502
4671	"ENSG00000203875.12"	"SNHG5"	chr6	-	85677423	85678188	85677423	85677875	85678135	85678188
4680	"ENSG00000185101.13"	"ANO9"	chr11	-	419581	420860	419581	419729	420717	420860
4738	"ENSG00000179532.12"	"DNHD1"	chr11	+	6565694	6566765	6565694	6565991	6566586	6566765
4747	"ENSG00000166340.17"	"TPP1"	chr11	-	6615441	6616859	6615441	6615562	6616314	6616859
4785	"ENSG00000133816.15"	"MICAL2"	chr11	+	12259794	12263785	12259794	12259897	12263559	12263785
4813	"ENSG00000041357.16"	"PSMA4"	chr15	+	78540443	78542645	78540443	78540539	78542482	78542645
4879	"ENSG00000196323.14"	"ZBTB44"	chr11	-	130226676	130231715	130226676	130228356	130231638	130231715
4889	"ENSG00000184056.14"	"VPS33B"	chr15	-	91006371	91007046	91006371	91006445	91006949	91007046
5030	"ENSG00000084207.17"	"GSTP1"	chr11	+	67584133	67585241	67584133	67584169	67585137	67585241
5046	"ENSG00000104886.11"	"PLEKHJ1"	chr19	-	2234149	2235990	2234149	2234240	2235922	2235990
5049	"ENSG00000168010.11"	"ATG16L2"	chr11	+	72822477	72824842	72822477	72822543	72824733	72824842
5076	"ENSG00000110172.12"	"CHORDC1"	chr11	-	90210535	90214175	90210535	90210594	90214017	90214175
5095	"ENSG00000131469.14"	"RPL27"	chr17	+	42998418	43000102	42998418	42998471	42999932	43000102
5102	"ENSG00000196954.14"	"CASP4"	chr11	-	104947082	104949777	104947082	104947192	104949542	104949777
5120	"ENSG00000163703.17"	"CRELD1"	chr3	+	9943076	9943515	9943076	9943253	9943380	9943515
5161	"ENSG00000109971.14"	"HSPA8"	chr11	-	123058251	123059261	123058251	123058484	123059058	123059261
5210	"ENSG00000063177.13"	"RPL18"	chr19	-	48616078	48617423	48616078	48616202	48617315	48617423
5262	"ENSG00000170445.15"	"HARS"	chr5	-	140677654	140679127	140677654	140677753	140679001	140679127
5306	"ENSG00000156345.17"	"CDK20"	chr9	-	87969193	87970897	87969193	87969349	87970567	87970897
5377	"ENSG00000126456.16"	"IRF3"	chr19	-	49664673	49665857	49664673	49664950	49665483	49665857
5396	"ENSG00000065357.20"	"DGKA"	chr12	+	55951622	55952431	55951622	55951783	55952340	55952431
5423	"ENSG00000111602.12"	"TIMELESS"	chr12	-	56420962	56421809	56420962	56421134	56421726	56421809
5489	"ENSG00000105677.12"	"TMEM147"	chr19	+	35546671	35547240	35546671	35546808	35547118	35547240
5542	"ENSG00000089157.16"	"RPLP0"	chr12	-	120199309	120201110	120199309	120199485	120201082	120201110
5554	"ENSG00000089094.19"	"KDM2B"	chr12	-	121442156	121443793	121442156	121442836	121443679	121443793
5565	"ENSG00000111011.18"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519051	122521384	122521428
5568	"ENSG00000111325.16"	"OGFOD2"	chr12	+	122975810	122976767	122975810	122975867	122976583	122976767
5653	"ENSG00000064932.16"	"SBNO2"	chr19	-	1109134	1109598	1109134	1109211	1109505	1109598
5666	"ENSG00000136155.17"	"SCEL"	chr13	+	77602064	77603135	77602064	77602124	77603075	77603135
5702	"ENSG00000160695.14"	"VPS11"	chr11	+	119078172	119078997	119078172	119078334	119078794	119078997
5731	"ENSG00000196873.15"	"CBWD3"	chr9	+	68297751	68299965	68297751	68297817	68299480	68299965
5754	"ENSG00000100911.16"	"PSME2"	chr14	-	24144399	24145273	24144399	24144468	24145242	24145273
5757	"ENSG00000100911.16"	"PSME2"	chr14	-	24145378	24146240	24145378	24145465	24146207	24146240
5815	"ENSG00000165525.18"	"NEMF"	chr14	-	49784924	49785320	49784924	49785004	49785219	49785320
5841	"ENSG00000072210.19"	"ALDH3A2"	chr17	+	19648780	19649124	19648780	19648843	19648962	19649124
5868	"ENSG00000140365.16"	"COMMD4"	chr15	+	75338984	75339878	75338984	75339104	75339701	75339878
6001	"ENSG00000110844.13"	"PRPF40B"	chr12	+	49631859	49632880	49631859	49631925	49632854	49632880
6110	"ENSG00000140521.15"	"POLG"	chr15	-	89317375	89318749	89317375	89317476	89317938	89318749
6142	"ENSG00000007384.15"	"RHBDF1"	chr16	-	63586	65039	63586	63800	64898	65039
6162	"ENSG00000140983.14"	"RHOT2"	chr16	+	668487	668699	668487	668569	668658	668699
6190	"ENSG00000103024.7"	"NME3"	chr16	-	1770880	1771410	1770880	1770993	1771279	1771410
6193	"ENSG00000103024.7"	"NME3"	chr16	-	1771069	1771410	1771069	1771171	1771304	1771410
6330	"ENSG00000051108.15"	"HERPUD1"	chr16	+	56939894	56940245	56939894	56940088	56940176	56940245
6365	"ENSG00000215301.10"	"DDX3X"	chrX	+	41342736	41344128	41342736	41342836	41344029	41344128
6399	"ENSG00000102977.16"	"ACD"	chr16	-	67658927	67659613	67658927	67659079	67659536	67659613
6417	"ENSG00000215126.10"	"CBWD6"	chr9	-	41131355	41133570	41131355	41131840	41133504	41133570
6434	"ENSG00000131143.9"	"COX4I1"	chr16	+	85804936	85807002	85804936	85805104	85806737	85807002
6455	"ENSG00000197912.15"	"SPG7"	chr16	+	89540943	89542279	89540943	89540977	89541201	89542279
6470	"ENSG00000185324.22"	"CDK10"	chr16	+	89693273	89694232	89693273	89693326	89694172	89694232
6478	"ENSG00000064687.12"	"ABCA7"	chr19	+	1041509	1042176	1041509	1041603	1042063	1042176
6517	"ENSG00000170037.14"	"CNTROB"	chr17	+	7948486	7949578	7948486	7948619	7949384	7949578
6544	"ENSG00000108591.10"	"DRG2"	chr17	+	18099016	18100435	18099016	18099077	18100362	18100435
6545	"ENSG00000108591.10"	"DRG2"	chr17	+	18099016	18100435	18099016	18099093	18100362	18100435
6587	"ENSG00000160602.14"	"NEK8"	chr17	+	28737305	28737736	28737305	28737579	28737674	28737736
6621	"ENSG00000131748.16"	"STARD3"	chr17	+	39659460	39660526	39659460	39659553	39660430	39660526
6627	"ENSG00000073584.20"	"SMARCE1"	chr17	-	40630713	40632367	40630713	40630924	40632194	40632367
6641	"ENSG00000131470.14"	"PSMC3IP"	chr17	-	42573477	42574210	42573477	42573587	42574195	42574210
6644	"ENSG00000126581.13"	"BECN1"	chr17	-	42818543	42819609	42818543	42818680	42819547	42819609
6681	"ENSG00000188878.19"	"FBF1"	chr17	-	75914121	75914932	75914121	75914292	75914746	75914932
6685	"ENSG00000188878.19"	"FBF1"	chr17	-	75914121	75914932	75914121	75914295	75914829	75914932
6696	"ENSG00000006282.21"	"SPATA20"	chr17	+	50550997	50552180	50550997	50551190	50551968	50552180
6706	"ENSG00000088205.13"	"DDX18"	chr2	+	117826268	117829466	117826268	117826382	117829288	117829466
6771	"ENSG00000187531.14"	"SIRT7"	chr17	-	81914293	81915512	81914293	81914530	81915439	81915512
6888	"ENSG00000099622.14"	"CIRBP"	chr19	+	1271139	1271632	1271139	1271246	1271550	1271632
6953	"ENSG00000198258.10"	"UBL5"	chr19	+	9828326	9828675	9828326	9828389	9828591	9828675
7088	"ENSG00000187994.14"	"RINL"	chr19	-	38871077	38871870	38871077	38871227	38871797	38871870
7152	"ENSG00000142541.17"	"RPL13A"	chr19	+	49489849	49491547	49489849	49489922	49491424	49491547
7156	"ENSG00000142534.7"	"RPS11"	chr19	+	49497193	49498046	49497193	49497282	49497519	49498046
7170	"ENSG00000213024.11"	"NUP62"	chr19	-	49927693	49929504	49927693	49927815	49929416	49929504
7171	"ENSG00000213024.11"	"NUP62"	chr19	-	49927693	49929504	49927693	49927848	49929416	49929504
