ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
119	"ENSG00000198947.15"	"DMD"	chrX	-	31173538	31173604	31177931	31177970	31172347	31172413	31178668	31178805
120	"ENSG00000184831.14"	"APOO"	chrX	-	23868592	23868688	23874402	23874457	23858641	23858733	23878914	23879034
121	"ENSG00000130066.16"	"SAT1"	chrX	+	23783799	23783883	23785327	23785429	23783657	23783709	23785519	23785560
122	"ENSG00000123130.17"	"ACOT9"	chrX	-	23730815	23730986	23733171	23733217	23730526	23730564	23743124	23743250
123	"ENSG00000147010.18"	"SH3KBP1"	chrX	-	19645399	19645475	19683822	19684028	19631863	19631958	19695611	19695741
124	"ENSG00000147010.18"	"SH3KBP1"	chrX	-	19706880	19706984	19746317	19746441	19695611	19695741	19836124	19836282
125	"ENSG00000147010.18"	"SH3KBP1"	chrX	-	19746317	19746441	19836124	19836282	19706880	19706984	19887306	19887459
127	"ENSG00000169895.6"	"SYAP1"	chrX	+	16754944	16755093	16756662	16756721	16743700	16743840	16757161	16757309
130	"ENSG00000046651.15"	"OFD1"	chrX	+	13751248	13751368	13752703	13753441	13749426	13749533	13755150	13755242
131	"ENSG00000046651.15"	"OFD1"	chrX	+	13751248	13751368	13753367	13753441	13749426	13749533	13755150	13755242
132	"ENSG00000046651.15"	"OFD1"	chrX	+	13763744	13763855	13767126	13767284	13762343	13762444	13768053	13768224
133	"ENSG00000004961.15"	"HCCS"	chrX	+	11112018	11112160	11114834	11114986	11111300	11111460	11117266	11117415
134	"ENSG00000004961.15"	"HCCS"	chrX	+	11112018	11112160	11114834	11114986	11111331	11111518	11117266	11117415
135	"ENSG00000146950.13"	"SHROOM2"	chrX	+	9898189	9898290	9932174	9932870	9894357	9896698	9937133	9937685
136	"ENSG00000146950.13"	"SHROOM2"	chrX	+	9932174	9932870	9937133	9937685	9898189	9898290	9939194	9939366
137	"ENSG00000006757.12"	"PNPLA4"	chrX	-	7922003	7922098	7925939	7926132	7921712	7921848	7927685	7927739
138	"ENSG00000006756.16"	"ARSD"	chrX	-	2910658	2910793	2915555	2915692	2909816	2909979	2917803	2918227
140	"ENSG00000100299.18"	"ARSA"	chr22	-	50626590	50626760	50626833	50627052	50626153	50626278	50627165	50627406
141	"ENSG00000205560.12"	"CPT1B"	chr22	-	50576535	50576637	50576856	50577034	50576197	50576335	50577323	50577463
142	"ENSG00000188130.14"	"MAPK12"	chr22	-	50248365	50248472	50249102	50249454	50248224	50248292	50249634	50249703
149	"ENSG00000054611.14"	"TBC1D22A"	chr22	+	46974289	46974399	46997633	46997709	46912073	46912188	47037070	47037198
150	"ENSG00000054611.14"	"TBC1D22A"	chr22	+	46997633	46997709	47037070	47037198	46974289	46974399	47111507	47111603
152	"ENSG00000248405.10"	"PRR5-ARHGAP8"	chr22	+	44714590	44714671	44725243	44725292	44702232	44702608	44726576	44726634
153	"ENSG00000248405.10"	"PRR5-ARHGAP8"	chr22	+	44802076	44802164	44808306	44808438	44786456	44786606	44814671	44814758
154	"ENSG00000186654.21"	"PRR5"	chr22	+	44702491	44702608	44714590	44714671	44668546	44668805	44725243	44725292
157	"ENSG00000100266.19"	"PACSIN2"	chr22	-	42884385	42884561	42888642	42888798	42882183	42882304	42890946	42891182
158	"ENSG00000100266.19"	"PACSIN2"	chr22	-	42888642	42888798	42890946	42891182	42884385	42884561	42893456	42893613
159	"ENSG00000198911.12"	"SREBF2"	chr22	+	41866830	41867280	41868610	41868792	41833078	41833358	41870888	41871035
160	"ENSG00000198911.12"	"SREBF2"	chr22	+	41877941	41878123	41878658	41878758	41877228	41877421	41880715	41880992
161	"ENSG00000198911.12"	"SREBF2"	chr22	+	41899236	41899553	41900019	41900122	41898648	41898781	41900329	41900498
162	"ENSG00000100418.8"	"DESI1"	chr22	-	41607261	41607331	41607839	41607861	41604043	41604153	41620751	41621043
163	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41213850	41214026	41219418	41219536	41209695	41209933	41220733	41220868
164	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41213892	41214026	41219418	41219536	41209695	41209933	41220733	41220868
165	"ENSG00000100387.9"	"RBX1"	chr22	+	40953554	40953633	40964046	40964117	40951377	40951476	40967798	40967884
166	"ENSG00000100387.9"	"RBX1"	chr22	+	40964046	40964117	40967798	40967884	40953554	40953633	40972475	40973309
167	"ENSG00000100380.14"	"ST13"	chr22	-	40832568	40832671	40844838	40844909	40830839	40830956	40856430	40856616
168	"ENSG00000100380.14"	"ST13"	chr22	-	40832568	40832671	40850822	40850880	40830839	40830956	40856430	40856639
171	"ENSG00000100372.15"	"SLC25A17"	chr22	-	40792524	40792676	40797283	40797336	40779008	40779125	40799022	40799083
172	"ENSG00000100372.15"	"SLC25A17"	chr22	-	40794513	40794580	40797283	40797336	40779008	40779125	40799022	40799083
173	"ENSG00000196588.17"	"MRTFA"	chr22	-	40423535	40423685	40424205	40424381	40420846	40421100	40429605	40429767
174	"ENSG00000196588.17"	"MRTFA"	chr22	-	40463220	40463286	40552105	40552367	40435498	40435554	40594673	40594735
175	"ENSG00000239900.12"	"ADSL"	chr22	+	40349831	40350035	40353072	40353117	40346499	40346711	40354247	40354327
178	"ENSG00000100316.16"	"RPL3"	chr22	-	39313633	39313729	39314106	39314208	39313190	39313310	39314685	39314846
179	"ENSG00000100211.10"	"CBY1"	chr22	+	38656955	38657143	38665545	38665685	38656675	38656750	38668016	38668132
181	"ENSG00000100211.10"	"CBY1"	chr22	+	38665545	38665685	38668016	38668132	38656955	38657143	38670883	38670989
182	"ENSG00000100201.21"	"DDX17"	chr22	-	38494885	38495046	38495795	38495937	38494629	38494802	38498084	38498150
183	"ENSG00000100201.21"	"DDX17"	chr22	-	38495795	38495937	38498084	38498150	38494885	38495046	38498439	38498573
185	"ENSG00000128346.11"	"C22orf23"	chr22	-	37945041	37945173	37951459	37951522	37944416	37944517	37953046	37953158
186	"ENSG00000128346.11"	"C22orf23"	chr22	-	37947280	37947463	37951459	37951522	37945041	37945173	37953046	37953158
187	"ENSG00000100129.18"	"EIF3L"	chr22	+	37877673	37878171	37886764	37886845	37875840	37876011	37888425	37888479
188	"ENSG00000114374.13"	"USP9Y"	chrY	+	12664639	12664686	12686512	12686606	12662367	12662706	12702009	12702055
189	"ENSG00000114374.13"	"USP9Y"	chrY	+	12837910	12838052	12839863	12840614	12833687	12833861	12841009	12841133
190	"ENSG00000133466.14"	"C1QTNF6"	chr22	-	37191671	37191737	37195380	37195458	37190864	37190928	37197602	37197748
191	"ENSG00000133466.14"	"C1QTNF6"	chr22	-	37191671	37191737	37195380	37195512	37190864	37190928	37197602	37197841
192	"ENSG00000100345.21"	"MYH9"	chr22	-	36288251	36288413	36289084	36289297	36286717	36286846	36291985	36292234
194	"ENSG00000100320.23"	"RBFOX2"	chr22	-	35768256	35768349	35778024	35778078	35765422	35765483	35781599	35781743
201	"ENSG00000133424.20"	"LARGE1"	chr22	-	33316084	33316248	33337645	33337801	33304228	33304507	33381918	33382044
202	"ENSG00000198089.16"	"SFI1"	chr22	+	31508254	31508376	31546860	31546971	31496138	31496637	31550253	31550348
203	"ENSG00000198089.16"	"SFI1"	chr22	+	31508258	31508376	31546860	31546971	31496537	31496637	31550253	31550348
204	"ENSG00000198089.16"	"SFI1"	chr22	+	31528689	31528863	31531057	31531129	31508254	31508376	31546860	31546971
205	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31556941	31557059	31508254	31508376	31561289	31561392
206	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31550253	31550348	31508258	31508376	31556941	31557059
207	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31550253	31550348	31528689	31528863	31556941	31557059
208	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31550253	31550348	31531057	31531129	31556941	31557059
209	"ENSG00000198089.16"	"SFI1"	chr22	+	31550253	31550348	31556941	31557059	31546860	31546971	31561289	31561392
210	"ENSG00000198089.16"	"SFI1"	chr22	+	31550253	31550348	31561289	31561392	31546860	31546971	31573057	31573214
211	"ENSG00000198089.16"	"SFI1"	chr22	+	31556941	31557059	31561289	31561392	31550253	31550348	31573057	31573214
212	"ENSG00000198089.16"	"SFI1"	chr22	+	31602211	31602293	31603743	31603819	31589446	31589577	31604308	31604404
213	"ENSG00000198089.16"	"SFI1"	chr22	+	31602211	31602293	31603743	31603819	31589446	31589577	31604868	31604945
214	"ENSG00000198089.16"	"SFI1"	chr22	+	31602211	31602293	31606327	31606430	31589446	31589577	31607936	31608033
215	"ENSG00000198089.16"	"SFI1"	chr22	+	31602606	31602785	31604868	31606430	31602211	31602293	31607936	31608033
216	"ENSG00000198089.16"	"SFI1"	chr22	+	31602606	31602785	31606327	31606430	31602211	31602293	31607936	31608033
217	"ENSG00000198089.16"	"SFI1"	chr22	+	31604308	31604404	31604868	31604945	31603743	31603819	31606327	31606430
218	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31604945	31606327	31606430	31604308	31604404	31607936	31608033
219	"ENSG00000184708.18"	"EIF4ENIF1"	chr22	-	31468174	31468302	31471843	31471917	31463680	31463967	31488622	31488745
220	"ENSG00000182541.18"	"LIMK2"	chr22	+	31268143	31268200	31271135	31271201	31267775	31267907	31272529	31272704
221	"ENSG00000138942.16"	"RNF185"	chr22	+	31192683	31192702	31196935	31196990	31187046	31187270	31201497	31201615
222	"ENSG00000138942.16"	"RNF185"	chr22	+	31192683	31192702	31196935	31197158	31187046	31187270	31201497	31201615
223	"ENSG00000185133.14"	"INPP5J"	chr22	+	31124844	31124906	31125832	31126010	31122993	31123119	31126375	31126489
224	"ENSG00000100029.18"	"PES1"	chr22	-	30579750	30579935	30580052	30580178	30579136	30579303	30580570	30580686
225	"ENSG00000100029.18"	"PES1"	chr22	-	30581011	30581101	30581333	30581408	30580570	30580701	30581527	30581644
226	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30415865	30415947	30416087	30410595	30410679	30416233	30416403
228	"ENSG00000100325.15"	"ASCC2"	chr22	-	29827476	29827600	29832244	29832342	29825621	29825780	29834488	29834550
229	"ENSG00000100325.15"	"ASCC2"	chr22	-	29827476	29827600	29833540	29833614	29825621	29825780	29834488	29834550
232	"ENSG00000186575.18"	"NF2"	chr22	+	29658188	29658264	29661204	29661339	29655593	29655676	29664989	29665064
233	"ENSG00000186575.18"	"NF2"	chr22	+	29661204	29661339	29664989	29665064	29658188	29658264	29668332	29668446
234	"ENSG00000186575.18"	"NF2"	chr22	+	29664989	29665064	29668332	29668446	29661204	29661339	29671825	29671948
235	"ENSG00000186575.18"	"NF2"	chr22	+	29668332	29668446	29671825	29671948	29664989	29665064	29673268	29673486
236	"ENSG00000186575.18"	"NF2"	chr22	+	29678195	29678323	29681438	29681601	29674835	29674941	29694751	29694945
237	"ENSG00000100296.13"	"THOC5"	chr22	-	29539329	29539476	29542858	29542956	29535793	29536738	29543428	29543542
238	"ENSG00000100280.16"	"AP1B1"	chr22	-	29363000	29363106	29367206	29367267	29359672	29359959	29388423	29388529
239	"ENSG00000100280.16"	"AP1B1"	chr22	-	29363000	29363106	29367206	29367270	29359823	29359959	29388423	29388583
241	"ENSG00000183762.12"	"KREMEN1"	chr22	+	29094257	29094420	29098861	29098953	29073077	29073227	29121356	29121481
242	"ENSG00000183762.12"	"KREMEN1"	chr22	+	29098861	29098953	29121356	29121481	29094257	29094420	29125262	29125416
243	"ENSG00000226471.6"	"Z93930.2"	chr22	+	28821971	28822179	28844126	28844199	28800682	28800737	28848390	28848559
245	"ENSG00000180957.18"	"PITPNB"	chr22	-	27873737	27873815	27894554	27894638	27860130	27860241	27896551	27896626
246	"ENSG00000180957.18"	"PITPNB"	chr22	-	27894554	27894638	27896551	27896626	27873737	27873815	27897129	27897137
247	"ENSG00000180957.18"	"PITPNB"	chr22	-	27894554	27894638	27896551	27896634	27873737	27873815	27897800	27897892
248	"ENSG00000180957.18"	"PITPNB"	chr22	-	27896551	27896626	27897129	27897137	27894554	27894638	27897800	27897892
249	"ENSG00000180957.18"	"PITPNB"	chr22	-	27896551	27896626	27897800	27897892	27894554	27894638	27910963	27911109
250	"ENSG00000180957.18"	"PITPNB"	chr22	-	27896551	27896634	27897129	27897137	27894554	27894638	27897800	27897892
252	"ENSG00000244625.7"	"MIATNB"	chr22	+	26718139	26718231	26726643	26726720	26717252	26717459	26774155	26774217
253	"ENSG00000169249.12"	"ZRSR2"	chrX	+	15799871	15799953	15803687	15803796	15790933	15791013	15804110	15804197
254	"ENSG00000169249.12"	"ZRSR2"	chrX	+	15803687	15803796	15804110	15804197	15799871	15799953	15808232	15808271
255	"ENSG00000169249.12"	"ZRSR2"	chrX	+	15803687	15803796	15808232	15808271	15799871	15799953	15809199	15809318
256	"ENSG00000169249.12"	"ZRSR2"	chrX	+	15804110	15804197	15808232	15808271	15803687	15803796	15809199	15809318
257	"ENSG00000100109.17"	"TFIP11"	chr22	-	26506774	26506928	26510063	26510281	26506302	26506459	26512098	26512175
258	"ENSG00000100109.17"	"TFIP11"	chr22	-	26510063	26510281	26512098	26512175	26506672	26506928	26512393	26512505
260	"ENSG00000100077.15"	"GRK3"	chr22	+	25644591	25644665	25661575	25661677	25604376	25604453	25663629	25663704
261	"ENSG00000100077.15"	"GRK3"	chr22	+	25644591	25644665	25667738	25667800	25604376	25604453	25672295	25672347
262	"ENSG00000100031.19"	"GGT1"	chr22	+	24607953	24608023	24609961	24610033	24603197	24603321	24610249	24610531
263	"ENSG00000100031.19"	"GGT1"	chr22	+	24608989	24609231	24609961	24610033	24607953	24608023	24610357	24610531
264	"ENSG00000100031.19"	"GGT1"	chr22	+	24608989	24609231	24609964	24610033	24607953	24608023	24610357	24610531
265	"ENSG00000286070.1"	"GGT1"	chr22	+	24557656	24557800	24567983	24568176	24556006	24556071	24571915	24572017
266	"ENSG00000099991.18"	"CABIN1"	chr22	+	24050824	24050974	24054872	24055159	24049090	24049220	24056191	24056360
268	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23659864	23660000	23683724	23683867	23638486	23638942	23690235	23690356
269	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23659864	23660000	23695172	23695517	23638486	23638942	23705428	23705541
270	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23659864	23660000	23686837	23686995	23653183	23653352	23690235	23695512
271	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23686830	23686995	23690231	23690356	23683724	23683867	23694118	23695517
272	"ENSG00000228315.12"	"GUSBP11"	chr22	-	23686830	23686995	23690235	23690356	23683724	23683867	23694118	23695517
274	"ENSG00000211683.3"	"AP000346.1"	chr22	-	23632787	23632910	23635935	23636083	23631815	23631973	23637682	23637804
275	"ENSG00000131002.12"	"TXLNGY"	chrY	+	19587209	19587507	19589520	19589612	19567381	19567482	19590082	19590423
276	"ENSG00000131002.12"	"TXLNGY"	chrY	+	19587209	19587507	19589520	19589612	19567381	19567482	19591779	19591959
277	"ENSG00000131002.12"	"TXLNGY"	chrY	+	19599738	19599831	19602215	19602311	19593398	19597665	19603796	19606274
278	"ENSG00000131002.12"	"TXLNGY"	chrY	+	19599738	19599831	19602215	19602311	19598551	19598639	19603796	19604051
279	"ENSG00000275004.4"	"ZNF280B"	chr22	-	22494062	22494180	22507809	22507870	22484420	22489466	22508658	22508742
280	"ENSG00000286129.1"	"AC245060.7"	chr22	+	22307532	22307591	22308696	22308819	22307105	22307245	22309735	22309883
281	"ENSG00000241973.11"	"PI4KA"	chr22	-	20807361	20807458	20810966	20811032	20804973	20805165	20813357	20813506
283	"ENSG00000099917.17"	"MED15"	chr22	+	20575112	20575232	20582610	20582747	20568520	20568631	20582839	20582967
284	"ENSG00000099899.15"	"TRMT2A"	chr22	-	20115265	20115447	20115671	20115780	20114964	20115079	20116037	20116612
285	"ENSG00000128191.16"	"DGCR8"	chr22	+	20092808	20092907	20094712	20094795	20091868	20091970	20106176	20106277
286	"ENSG00000128191.16"	"DGCR8"	chr22	+	20094712	20094795	20106176	20106277	20092808	20092907	20106591	20106685
287	"ENSG00000183597.16"	"TANGO2"	chr22	+	20052464	20052584	20055942	20056013	20043354	20043443	20061529	20061683
288	"ENSG00000183597.16"	"TANGO2"	chr22	+	20052464	20052584	20055942	20056013	20043354	20043443	20063337	20063442
293	"ENSG00000015475.18"	"BID"	chr22	-	17740081	17740176	17743802	17744013	17739348	17739488	17750104	17750174
296	"ENSG00000182362.14"	"YBEY"	chr21	+	46286869	46286988	46291333	46291462	46286383	46286415	46296161	46296230
297	"ENSG00000160294.11"	"MCM3AP"	chr21	-	46246306	46246886	46251528	46251682	46244806	46245197	46254391	46254526
298	"ENSG00000160294.11"	"MCM3AP"	chr21	-	46251528	46251682	46254391	46254526	46246306	46246886	46254775	46254844
299	"ENSG00000184900.15"	"SUMO3"	chr21	-	44808996	44809118	44813975	44814104	44805616	44807040	44817947	44818051
300	"ENSG00000184900.15"	"SUMO3"	chr21	-	44809046	44809118	44813975	44814104	44805616	44807040	44817947	44818129
301	"ENSG00000160216.19"	"AGPAT3"	chr21	+	43903956	43904019	43959633	43959859	43865222	43865345	43967945	43968115
302	"ENSG00000160214.13"	"RRP1"	chr21	+	43800516	43800614	43800861	43800881	43799569	43799649	43802273	43802387
306	"ENSG00000160199.15"	"PKNOX1"	chr21	+	43007490	43007618	43010052	43010224	43004325	43004432	43013067	43013238
310	"ENSG00000160191.18"	"PDE9A"	chr21	+	42687916	42687994	42698967	42699011	42686191	42686262	42732069	42732124
312	"ENSG00000160191.18"	"PDE9A"	chr21	+	42698967	42699011	42733355	42733426	42653778	42653883	42743775	42743860
313	"ENSG00000160191.18"	"PDE9A"	chr21	+	42698967	42699011	42732069	42732124	42687916	42687994	42733355	42733426
314	"ENSG00000160191.18"	"PDE9A"	chr21	+	42698967	42699011	42733355	42733426	42687916	42687994	42743775	42743860
317	"ENSG00000160191.18"	"PDE9A"	chr21	+	42733355	42733426	42743775	42743860	42698967	42699011	42751115	42751197
318	"ENSG00000141956.13"	"PRDM15"	chr21	-	41823317	41823449	41825959	41826054	41821902	41822037	41828165	41828333
322	"ENSG00000285815.1"	"WRB-SH3BGR"	chr21	+	39475134	39475215	39499822	39499915	39462374	39462560	39508997	39509027
323	"ENSG00000285815.1"	"WRB-SH3BGR"	chr21	+	39499822	39499915	39508997	39509027	39475134	39475215	39511679	39511809
329	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345829	39345958	39347915	39347952	39345145	39345274	39348291	39348339
332	"ENSG00000205581.11"	"HMGN1"	chr21	-	39347246	39347292	39347915	39347952	39345145	39345274	39348291	39348339
333	"ENSG00000205581.11"	"HMGN1"	chr21	-	39347378	39347478	39347915	39347952	39345145	39345274	39348291	39348339
334	"ENSG00000205581.11"	"HMGN1"	chr21	-	39347378	39347478	39347915	39347952	39345829	39345958	39348291	39348339
335	"ENSG00000205581.11"	"HMGN1"	chr21	-	39347378	39347483	39347915	39347952	39345145	39345274	39348291	39348339
336	"ENSG00000205581.11"	"HMGN1"	chr21	-	39347378	39347483	39347915	39347952	39345829	39345958	39348291	39348339
337	"ENSG00000205581.11"	"HMGN1"	chr21	-	39348291	39348339	39348421	39348451	39345145	39345274	39348544	39348577
338	"ENSG00000205581.11"	"HMGN1"	chr21	-	39348291	39348339	39348544	39348577	39345145	39345274	39348902	39349053
339	"ENSG00000205581.11"	"HMGN1"	chr21	-	39348291	39348339	39348421	39348577	39345145	39345274	39348902	39349054
340	"ENSG00000185658.13"	"BRWD1"	chr21	-	39238478	39238573	39247700	39247832	39236718	39236784	39250795	39250889
341	"ENSG00000205622.11"	"AP001042.1"	chr21	-	38919317	38919516	38923425	38923513	38917299	38917400	38923637	38923693
342	"ENSG00000157540.21"	"DYRK1A"	chr21	+	37421773	37421866	37428866	37428908	37420311	37420384	37430268	37430400
343	"ENSG00000157540.21"	"DYRK1A"	chr21	+	37425689	37425781	37428866	37428908	37421773	37421866	37430268	37430400
344	"ENSG00000157538.14"	"VPS26C"	chr21	-	37233361	37233442	37240495	37240639	37232376	37232451	37267237	37267334
347	"ENSG00000182670.13"	"TTC3"	chr21	+	37182773	37182913	37185705	37185774	37172594	37172744	37187048	37187145
348	"ENSG00000185808.13"	"PIGP"	chr21	-	37067261	37067380	37069551	37069624	37065373	37065712	37072144	37072310
349	"ENSG00000185808.13"	"PIGP"	chr21	-	37067261	37067380	37069551	37069624	37065373	37065712	37072433	37072537
350	"ENSG00000185808.13"	"PIGP"	chr21	-	37067261	37067380	37072144	37072310	37065373	37065712	37072433	37072537
351	"ENSG00000185808.13"	"PIGP"	chr21	-	37069551	37069624	37072144	37072310	37065373	37065712	37072433	37072537
352	"ENSG00000185808.13"	"PIGP"	chr21	-	37069551	37069624	37072144	37072310	37067261	37067380	37072433	37072537
355	"ENSG00000159259.8"	"CHAF1B"	chr21	+	36386059	36386262	36387597	36387730	36385391	36385451	36391550	36391668
