ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
351	"ENSG00000131002.12"	"TXLNGY"	chrY	+	19591779	19591959	19591919	19591959	19587209	19587507
353	"ENSG00000131002.12"	"TXLNGY"	chrY	+	19591779	19591959	19591919	19591959	19590752	19590772
366	"ENSG00000206140.11"	"TMEM191C"	chr22	+	21468314	21468431	21468353	21468431	21467893	21468017
398	"ENSG00000015475.18"	"BID"	chr22	-	17739348	17740176	17739348	17739488	17750104	17750174
402	"ENSG00000160298.17"	"C21orf58"	chr21	-	46301129	46302154	46301129	46301713	46302484	46302576
412	"ENSG00000186866.16"	"POFUT2"	chr21	-	45263927	45267713	45263927	45265635	45269838	45270019
413	"ENSG00000197381.16"	"ADARB1"	chr21	+	45120793	45120959	45120899	45120959	45118563	45118619
423	"ENSG00000160191.18"	"PDE9A"	chr21	+	42698912	42699011	42698967	42699011	42697414	42697490
436	"ENSG00000205581.11"	"HMGN1"	chr21	-	39347378	39347483	39347378	39347478	39347915	39347952
438	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348421	39348451
439	"ENSG00000205581.11"	"HMGN1"	chr21	-	39348421	39348577	39348421	39348451	39348902	39349054
441	"ENSG00000205622.11"	"AP001042.1"	chr21	-	38923637	38923784	38923637	38923693	38926024	38926305
449	"ENSG00000185917.13"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36059821	36060242
455	"ENSG00000205726.15"	"ITSN1"	chr21	+	33772038	33772323	33772060	33772323	33765874	33766012
462	"ENSG00000205758.12"	"CRYZL1"	chr21	-	33599149	33599285	33599149	33599248	33613537	33613606
465	"ENSG00000159131.17"	"GART"	chr21	-	33539170	33539356	33539170	33539323	33542547	33542820
466	"ENSG00000159131.17"	"GART"	chr21	-	33539170	33539356	33539170	33539323	33542586	33542842
519	"ENSG00000254995.4"	"STX16-NPEPL1"	chr20	+	58673630	58673711	58673637	58673711	58671153	58671297
533	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50098881	50098981	50098881	50098964	50115484	50115959
585	"ENSG00000149636.15"	"DSN1"	chr20	-	36770872	36771024	36770872	36770977	36771424	36771473
587	"ENSG00000149636.15"	"DSN1"	chr20	-	36770872	36771193	36770872	36771024	36771424	36771473
595	"ENSG00000244462.8"	"RBM12"	chr20	-	35658929	35659014	35658929	35658982	35664801	35664889
600	"ENSG00000214078.12"	"CPNE1"	chr20	-	35630438	35631034	35630438	35630490	35631113	35631173
602	"ENSG00000214078.12"	"CPNE1"	chr20	-	35658929	35659014	35658929	35658982	35664358	35664900
603	"ENSG00000214078.12"	"CPNE1"	chr20	-	35658929	35659014	35658929	35658982	35664878	35664932
614	"ENSG00000078699.21"	"CBFA2T2"	chr20	+	33640340	33640531	33640343	33640531	33636639	33636708
617	"ENSG00000149600.11"	"COMMD7"	chr20	-	32728088	32728142	32728088	32728139	32742475	32742565
619	"ENSG00000101337.16"	"TM9SF4"	chr20	+	32141496	32141665	32141540	32141665	32133012	32133126
623	"ENSG00000101294.17"	"HM13"	chr20	+	31548638	31549114	31548964	31549114	31547447	31547692
624	"ENSG00000101294.17"	"HM13"	chr20	+	31548638	31549114	31549028	31549114	31547447	31547692
625	"ENSG00000101294.17"	"HM13"	chr20	+	31548964	31549114	31549028	31549114	31547447	31547692
668	"ENSG00000125846.15"	"ZNF133"	chr20	+	18305667	18305807	18305680	18305807	18288282	18288604
669	"ENSG00000125846.15"	"ZNF133"	chr20	+	18315068	18316994	18315071	18316994	18288282	18288604
670	"ENSG00000125846.15"	"ZNF133"	chr20	+	18305667	18305807	18305680	18305807	18289898	18290074
672	"ENSG00000125846.15"	"ZNF133"	chr20	+	18305667	18305807	18305680	18305807	18305084	18305178
679	"ENSG00000089006.16"	"SNX5"	chr20	-	17953995	17954223	17953995	17954117	17956932	17957037
693	"ENSG00000089057.15"	"SLC23A2"	chr20	-	4970792	4970919	4970792	4970915	5001405	5001510
694	"ENSG00000088826.18"	"SMOX"	chr20	+	4182088	4182848	4182482	4182848	4181802	4181976
696	"ENSG00000101224.17"	"CDC25B"	chr20	+	3797621	3797749	3797663	3797749	3786771	3787139
697	"ENSG00000101224.17"	"CDC25B"	chr20	+	3797621	3797749	3797663	3797749	3795738	3795879
712	"ENSG00000101298.15"	"SNPH"	chr20	+	1295775	1296421	1296324	1296421	1266653	1266760
715	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	500030	500171	500030	500115	503064	503281
717	"ENSG00000101266.19"	"CSNK2A1"	chr20	-	500030	500171	500030	500115	505117	505229
724	"ENSG00000268895.6"	"A1BG-AS1"	chr19	+	58353320	58353474	58353378	58353474	58351969	58353044
728	"ENSG00000142396.10"	"ERVK3-1"	chr19	+	58312165	58312462	58312196	58312462	58312020	58312061
747	"ENSG00000063244.12"	"U2AF2"	chr19	+	55662501	55662618	55662504	55662618	55661770	55661834
748	"ENSG00000173581.7"	"CCDC106"	chr19	+	55648945	55649077	55649001	55649077	55641061	55641183
751	"ENSG00000063241.8"	"ISOC2"	chr19	-	55455259	55455378	55455259	55455330	55456348	55456489
787	"ENSG00000088038.19"	"CNOT3"	chr19	+	54144236	54144332	54144263	54144332	54144005	54144134
806	"ENSG00000213793.5"	"ZNF888"	chr19	-	52917858	52917997	52917858	52917931	52918818	52918937
812	"ENSG00000129451.12"	"KLK10"	chr19	-	51019042	51019142	51019042	51019139	51019626	51019709
813	"ENSG00000129451.12"	"KLK10"	chr19	-	51019042	51019142	51019042	51019139	51019819	51020026
814	"ENSG00000129451.12"	"KLK10"	chr19	-	51019042	51019142	51019042	51019139	51020067	51020175
822	"ENSG00000161677.11"	"JOSD2"	chr19	-	50510285	50510448	50510285	50510445	50511074	50511159
831	"ENSG00000076984.17"	"MAP2K7"	chr19	+	7910062	7910373	7910259	7910373	7909754	7909896
841	"ENSG00000132382.14"	"MYBBP1A"	chr17	-	4545025	4545345	4545025	4545175	4545609	4545761
843	"ENSG00000108592.17"	"FTSJ3"	chr17	-	63820838	63821115	63820838	63820938	63821353	63821643
844	"ENSG00000108592.17"	"FTSJ3"	chr17	-	63826257	63826672	63826257	63826304	63826835	63826928
848	"ENSG00000107929.14"	"LARP4B"	chr10	-	806913	813213	806913	808272	814741	814850
872	"ENSG00000120992.18"	"LYPLA1"	chr8	-	54051011	54051188	54051011	54051146	54055059	54055133
873	"ENSG00000120992.18"	"LYPLA1"	chr8	-	54051011	54051188	54051011	54051146	54062253	54062324
897	"ENSG00000167380.16"	"ZNF226"	chr19	+	44165587	44165807	44165756	44165807	44165163	44165246
899	"ENSG00000167380.16"	"ZNF226"	chr19	+	44170034	44170095	44170039	44170095	44166704	44166882
900	"ENSG00000167380.16"	"ZNF226"	chr19	+	44170034	44170095	44170039	44170095	44169564	44169628
908	"ENSG00000155229.21"	"MMS19"	chr10	-	97467504	97467603	97467504	97467583	97469645	97469723
914	"ENSG00000137817.17"	"PARP6"	chr15	-	72271022	72271287	72271022	72271281	72272280	72272571
923	"ENSG00000076201.15"	"PTPN23"	chr3	+	47405914	47406046	47405944	47406046	47405004	47405081
928	"ENSG00000116251.11"	"RPL22"	chr1	-	6200488	6200750	6200488	6200727	6203366	6203494
933	"ENSG00000147457.14"	"CHMP7"	chr8	+	23258032	23258081	23258075	23258081	23255246	23255432
949	"ENSG00000167766.18"	"ZNF83"	chr19	-	52616717	52616841	52616717	52616815	52617245	52617335
950	"ENSG00000167766.18"	"ZNF83"	chr19	-	52616717	52616841	52616717	52616815	52618935	52619062
951	"ENSG00000167766.18"	"ZNF83"	chr19	-	52616717	52616875	52616717	52616815	52618935	52619062
953	"ENSG00000167766.18"	"ZNF83"	chr19	-	52635065	52635204	52635065	52635153	52655560	52655687
976	"ENSG00000039650.12"	"PNKP"	chr19	-	49865126	49865426	49865126	49865242	49867053	49867217
978	"ENSG00000119979.18"	"DENND10"	chr10	+	119107947	119108164	119107967	119108164	119104763	119105006
995	"ENSG00000170260.9"	"ZNF212"	chr7	+	149250158	149250548	149250163	149250548	149239650	149239802
1002	"ENSG00000179364.13"	"PACS2"	chr14	+	105392618	105392845	105392760	105392845	105391206	105391249
1011	"ENSG00000146243.14"	"IRAK1BP1"	chr6	+	78898063	78903102	78902618	78903102	78897828	78897959
1036	"ENSG00000184640.18"	"SEPTIN9"	chr17	+	77487423	77487552	77487481	77487552	77482143	77482335
1037	"ENSG00000004059.11"	"ARF5"	chr7	+	127589484	127590137	127590065	127590137	127589082	127589163
1039	"ENSG00000170540.15"	"ARL6IP1"	chr16	-	18797924	18798044	18797924	18797952	18798722	18798834
1048	"ENSG00000091140.14"	"DLD"	chr7	+	107904862	107905058	107904957	107905058	107904662	107904746
1052	"ENSG00000105879.12"	"CBLL1"	chr7	+	107753410	107753511	107753413	107753511	107752544	107752617
1062	"ENSG00000078487.17"	"ZCWPW1"	chr7	-	100415974	100416097	100415974	100416094	100425029	100425136
1063	"ENSG00000121716.20"	"PILRB"	chr7	+	100353372	100354012	100353894	100354012	100352996	100353123
1067	"ENSG00000121716.20"	"PILRB"	chr7	+	100358219	100358366	100358263	100358366	100356749	100356938
1078	"ENSG00000168090.10"	"COPS6"	chr7	+	100089289	100089415	100089292	100089415	100088974	100089053
1088	"ENSG00000136891.14"	"TEX10"	chr9	-	100349183	100349372	100349183	100349369	100352771	100352942
1089	"ENSG00000131051.24"	"RBM39"	chr20	-	35709223	35709309	35709223	35709274	35710282	35710566
1093	"ENSG00000131051.24"	"RBM39"	chr20	-	35709223	35709274	35709223	35709256	35714184	35714389
1097	"ENSG00000131051.24"	"RBM39"	chr20	-	35738967	35740887	35738967	35739017	35741940	35742236
1100	"ENSG00000105854.13"	"PON2"	chr7	-	95406118	95406272	95406118	95406247	95409900	95410101
1103	"ENSG00000105854.13"	"PON2"	chr7	-	95412311	95412477	95412311	95412461	95416241	95416297
1106	"ENSG00000127980.16"	"PEX1"	chr7	-	92501506	92502079	92501506	92501673	92503040	92503195
1116	"ENSG00000135164.18"	"DMTF1"	chr7	+	87182055	87182337	87182227	87182337	87179544	87179702
1126	"ENSG00000153956.16"	"CACNA2D1"	chr7	-	81997178	81997250	81997178	81997235	82005422	82005497
1143	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73596638	73596789	73596638	73596786	73597181	73597713
1146	"ENSG00000106610.15"	"STAG3L4"	chr7	+	67308576	67309139	67308934	67309139	67302658	67302885
1148	"ENSG00000267040.6"	"AC027097.1"	chr18	+	57641558	57642052	57641913	57642052	57630349	57630518
1149	"ENSG00000229180.7"	"AC006001.3"	chr7	-	66576754	66576932	66576754	66576929	66578528	66578727
1150	"ENSG00000229180.7"	"AC006001.3"	chr7	-	66576754	66576932	66576754	66576929	66588511	66588580
1153	"ENSG00000197956.10"	"S100A6"	chr1	-	153535201	153535375	153535201	153535360	153535788	153535991
1155	"ENSG00000117543.21"	"DPH5"	chr1	-	101001466	101001587	101001466	101001544	101013709	101013818
1165	"ENSG00000240344.9"	"PPIL3"	chr2	-	200882341	200882435	200882341	200882382	200885261	200885367
1172	"ENSG00000183696.14"	"UPP1"	chr7	+	48090187	48090364	48090249	48090364	48089508	48089636
1180	"ENSG00000158604.15"	"TMED4"	chr7	-	44581722	44581823	44581722	44581806	44582046	44582287
1181	"ENSG00000158604.15"	"TMED4"	chr7	-	44581722	44581823	44581722	44581806	44582053	44582241
1191	"ENSG00000168894.10"	"RNF181"	chr2	+	85596952	85597178	85597103	85597178	85596518	85596649
1195	"ENSG00000203739.4"	"AL645568.1"	chr1	-	173441918	173442097	173441918	173442048	173442418	173442596
1197	"ENSG00000122545.20"	"SEPTIN7"	chr7	+	35832797	35832900	35832803	35832900	35831491	35831496
1207	"ENSG00000172765.17"	"TMCC1"	chr3	-	129880308	129880562	129880308	129880559	129888981	129889104
1208	"ENSG00000172765.17"	"TMCC1"	chr3	-	129880308	129880562	129880308	129880559	129893181	129893419
1227	"ENSG00000109111.15"	"SUPT6H"	chr17	+	28700345	28701128	28700940	28701128	28700172	28700250
1235	"ENSG00000214087.8"	"ARL16"	chr17	-	81682033	81683126	81682033	81682675	81683535	81683594
1243	"ENSG00000106415.13"	"GLCCI1"	chr7	+	8055432	8055549	8055435	8055549	8024714	8024814
1250	"ENSG00000011009.11"	"LYPLA2"	chr1	+	23792551	23792760	23792656	23792760	23791220	23791250
1259	"ENSG00000130023.16"	"ERMARD"	chr6	+	169753863	169754032	169753943	169754032	169753037	169753181
1260	"ENSG00000130023.16"	"ERMARD"	chr6	+	169753863	169754032	169753943	169754032	169753316	169753372
1269	"ENSG00000130396.20"	"AFDN"	chr6	+	167962432	167962567	167962438	167962567	167925004	167925091
1275	"ENSG00000078269.15"	"SYNJ2"	chr6	+	158061991	158062164	158062054	158062164	158059256	158059353
1276	"ENSG00000078269.15"	"SYNJ2"	chr6	+	158061991	158062164	158062054	158062164	158059256	158059537
1278	"ENSG00000073792.15"	"IGF2BP2"	chr3	-	185692698	185692780	185692698	185692762	185693176	185693228
1287	"ENSG00000164520.11"	"RAET1E"	chr6	-	149889884	149890145	149889884	149890041	149890816	149891034
1288	"ENSG00000104695.13"	"PPP2CB"	chr8	-	30799545	30799755	30799545	30799648	30812319	30812818
1325	"ENSG00000225177.6"	"AL590617.2"	chr6	+	138696596	138697288	138696902	138697288	138692547	138692617
1338	"ENSG00000112303.14"	"VNN2"	chr6	-	132751144	132751518	132751144	132751278	132753417	132753491
1343	"ENSG00000055130.17"	"CUL1"	chr7	+	148766560	148766723	148766564	148766723	148760332	148760496
1353	"ENSG00000113810.16"	"SMC4"	chr3	+	160404327	160404504	160404377	160404504	160399668	160399749
1355	"ENSG00000113810.16"	"SMC4"	chr3	+	160404327	160404504	160404377	160404504	160400821	160400965
1358	"ENSG00000137522.18"	"RNF121"	chr11	+	71982760	71982915	71982806	71982915	71962151	71962289
1359	"ENSG00000137522.18"	"RNF121"	chr11	+	71982760	71982915	71982806	71982915	71978085	71978235
1360	"ENSG00000137522.18"	"RNF121"	chr11	+	71995439	71995551	71995449	71995551	71990596	71990717
1375	"ENSG00000092531.10"	"SNAP23"	chr15	+	42492753	42492945	42492860	42492945	42491232	42491295
1376	"ENSG00000092531.10"	"SNAP23"	chr15	+	42512954	42513447	42513398	42513447	42511832	42511903
1391	"ENSG00000197165.11"	"SULT1A2"	chr16	-	28592262	28592481	28592262	28592443	28596996	28597050
1392	"ENSG00000134253.10"	"TRIM45"	chr1	-	117120713	117120964	117120713	117120901	117121798	117122587
1397	"ENSG00000183010.17"	"PYCR1"	chr17	-	81934925	81935147	81934925	81935144	81935336	81935516
1398	"ENSG00000183010.17"	"PYCR1"	chr17	-	81934925	81935147	81934925	81935144	81936122	81936193
1411	"ENSG00000132424.16"	"PNISR"	chr6	-	99414571	99414690	99414571	99414686	99415635	99415747
1412	"ENSG00000132424.16"	"PNISR"	chr6	-	99414571	99414690	99414571	99414686	99416348	99416428
1413	"ENSG00000092010.15"	"PSME1"	chr14	+	24136984	24137431	24137320	24137431	24136196	24136301
1414	"ENSG00000092010.15"	"PSME1"	chr14	+	24138048	24138263	24138195	24138263	24137699	24137797
1423	"ENSG00000161939.19"	"RNASEK-C17orf49"	chr17	+	7017256	7017520	7017260	7017520	7016494	7016685
1426	"ENSG00000131626.18"	"PPFIA1"	chr11	+	70372211	70372390	70372214	70372390	70362287	70362488
1430	"ENSG00000130429.15"	"ARPC1B"	chr7	+	99377337	99377455	99377357	99377455	99376443	99376574
1443	"ENSG00000082269.16"	"FAM135A"	chr6	+	70475409	70475549	70475458	70475549	70452491	70452571
1445	"ENSG00000082269.16"	"FAM135A"	chr6	+	70524342	70526698	70524930	70526698	70522512	70522586
1447	"ENSG00000082269.16"	"FAM135A"	chr6	+	70524342	70526698	70525863	70526698	70523966	70524121
1448	"ENSG00000082269.16"	"FAM135A"	chr6	+	70524930	70526698	70525863	70526698	70523966	70524121
1454	"ENSG00000001084.13"	"GCLC"	chr6	-	53514438	53514532	53514438	53514497	53516108	53516240
1458	"ENSG00000001084.13"	"GCLC"	chr6	-	53516108	53516222	53516108	53516217	53544495	53545101
1459	"ENSG00000149292.16"	"TTC12"	chr11	+	113315950	113316315	113316242	113316315	113315063	113315200
1472	"ENSG00000229212.8"	"AC044860.1"	chr15	-	85207467	85207618	85207467	85207605	85209024	85209115
1495	"ENSG00000146192.15"	"FGD2"	chr6	+	37022238	37025938	37025791	37025938	37021511	37021604
1499	"ENSG00000096070.19"	"BRPF3"	chr6	+	36225266	36225364	36225270	36225364	36217916	36218010
1502	"ENSG00000142330.20"	"CAPN10"	chr2	+	240596680	240596942	240596849	240596942	240595023	240595304
1510	"ENSG00000198755.11"	"RPL10A"	chr6	+	35468946	35469529	35469380	35469529	35468798	35468873
1523	"ENSG00000062716.13"	"VMP1"	chr17	+	59764970	59765138	59765051	59765138	59735337	59735473
1525	"ENSG00000062716.13"	"VMP1"	chr17	+	59838294	59838397	59838311	59838397	59837854	59838212
1532	"ENSG00000238105.7"	"GOLGA2P5"	chr12	-	100166330	100166663	100166330	100166636	100167053	100167141
1538	"ENSG00000204348.10"	"DXO"	chr6	-	31970342	31970478	31970342	31970378	31970605	31972252
1559	"ENSG00000213719.8"	"CLIC1"	chr6	-	31736261	31736412	31736261	31736350	31736544	31736572
1561	"ENSG00000204427.12"	"ABHD16A"	chr6	-	31688040	31688305	31688040	31688103	31688722	31688786
1571	"ENSG00000198563.14"	"DDX39B"	chr6	-	31540321	31540664	31540321	31540534	31541832	31541937
1576	"ENSG00000095906.17"	"NUBP2"	chr16	+	1786536	1787831	1787676	1787831	1782931	1783036
1590	"ENSG00000133142.17"	"TCEAL4"	chrX	+	103585969	103586291	103586218	103586291	103585562	103585624
1591	"ENSG00000133142.17"	"TCEAL4"	chrX	+	103585858	103586291	103586218	103586291	103585614	103585683
1611	"ENSG00000205937.12"	"RNPS1"	chr16	-	2263095	2263287	2263095	2263161	2264572	2264760
1615	"ENSG00000223705.9"	"NSUN5P1"	chr7	+	75415980	75416191	75416102	75416191	75415591	75415770
1616	"ENSG00000223705.9"	"NSUN5P1"	chr7	+	75415980	75416191	75416102	75416191	75415591	75415778
1633	"ENSG00000105726.17"	"ATP13A1"	chr19	-	19656659	19656916	19656659	19656766	19656993	19657149
1638	"ENSG00000103253.18"	"HAGHL"	chr16	+	728315	728604	728503	728604	728115	728233
1646	"ENSG00000149474.13"	"KAT14"	chr20	+	18161819	18162239	18161822	18162239	18150820	18150942
1661	"ENSG00000146904.9"	"EPHA1"	chr7	-	143398320	143398945	143398320	143398448	143399257	143399413
1666	"ENSG00000204220.11"	"PFDN6"	chr6	+	33289769	33289920	33289774	33289920	33289301	33289620
1670	"ENSG00000286011.1"	"AC062037.3"	chr2	+	85422429	85422490	85422436	85422490	85419028	85419244
1679	"ENSG00000196569.12"	"LAMA2"	chr6	+	129445660	129445821	129445666	129445821	129440815	129440998
1680	"ENSG00000196569.12"	"LAMA2"	chr6	+	129445663	129445821	129445666	129445821	129440815	129440998
1692	"ENSG00000146067.16"	"FAM193B"	chr5	-	177538904	177539147	177538904	177539042	177547167	177547228
1693	"ENSG00000146067.16"	"FAM193B"	chr5	-	177538904	177539147	177538904	177539042	177554248	177554563
1697	"ENSG00000050748.17"	"MAPK9"	chr5	-	180233593	180236531	180233593	180236526	180239923	180239987
1701	"ENSG00000169045.17"	"HNRNPH1"	chr5	-	179616125	179617110	179616125	179616218	179617513	179617649
1703	"ENSG00000169045.17"	"HNRNPH1"	chr5	-	179623036	179623187	179623036	179623164	179623594	179623710
1705	"ENSG00000169045.17"	"HNRNPH1"	chr5	-	179623036	179623187	179623036	179623164	179624096	179624584
1733	"ENSG00000161618.10"	"ALDH16A1"	chr19	+	49461618	49462036	49461883	49462036	49460821	49460899
1736	"ENSG00000100288.19"	"CHKB"	chr22	-	50579726	50579830	50579726	50579802	50580189	50580271
1740	"ENSG00000105576.15"	"TNPO2"	chr19	-	12705681	12705830	12705681	12705768	12706009	12706109
1743	"ENSG00000105576.15"	"TNPO2"	chr19	-	12723248	12723365	12723248	12723360	12723772	12723932
1755	"ENSG00000102901.13"	"CENPT"	chr16	-	67829764	67830548	67829764	67830088	67831215	67831358
1771	"ENSG00000113328.19"	"CCNG1"	chr5	+	163441077	163441331	163441210	163441331	163439256	163439346
1774	"ENSG00000004838.14"	"ZMYND10"	chr3	-	50342396	50342655	50342396	50342569	50342917	50343018
1779	"ENSG00000160949.17"	"TONSL"	chr8	-	144432284	144433759	144432284	144432460	144433977	144434279
1793	"ENSG00000100242.15"	"SUN2"	chr22	-	38739341	38739426	38739341	38739423	38739721	38739943
1795	"ENSG00000100242.15"	"SUN2"	chr22	-	38754641	38754706	38754641	38754690	38755762	38756000
1804	"ENSG00000263072.7"	"ZNF213-AS1"	chr16	-	3132849	3133367	3132849	3132945	3134508	3134835
1813	"ENSG00000156256.15"	"USP16"	chr21	+	29042471	29043599	29043422	29043599	29042012	29042104
1819	"ENSG00000012171.20"	"SEMA3B"	chr3	+	50273912	50274057	50273915	50274057	50273534	50273646
1840	"ENSG00000184584.13"	"TMEM173"	chr5	-	139480789	139481704	139480789	139480898	139482209	139482302
1844	"ENSG00000120725.13"	"SIL1"	chr5	-	139121034	139121173	139121034	139121170	139198268	139198368
1856	"ENSG00000169696.16"	"ASPSCR1"	chr17	+	82012083	82012283	82012155	82012283	82011542	82011605
1857	"ENSG00000169696.16"	"ASPSCR1"	chr17	+	82012083	82012283	82012230	82012283	82011542	82011605
1859	"ENSG00000213585.11"	"VDAC1"	chr5	-	133992945	133993018	133992945	133993015	134004486	134004635
1860	"ENSG00000213585.11"	"VDAC1"	chr5	-	133992945	133993018	133992945	133993015	134004894	134004975
1871	"ENSG00000135249.8"	"RINT1"	chr7	+	105542407	105542649	105542491	105542649	105536657	105536749
1872	"ENSG00000245937.8"	"LINC01184"	chr5	-	128081972	128082194	128081972	128082191	128082969	128083097
1873	"ENSG00000153291.16"	"SLC25A27"	chr6	+	46676382	46678190	46676646	46678190	46668708	46668793
1892	"ENSG00000131378.14"	"RFTN1"	chr3	-	16493724	16493880	16493724	16493877	16513441	16513699
1895	"ENSG00000197119.13"	"SLC25A29"	chr14	-	100295625	100295697	100295625	100295656	100298841	100298885
1896	"ENSG00000197119.13"	"SLC25A29"	chr14	-	100295625	100295993	100295625	100295656	100298841	100298885
1919	"ENSG00000160014.17"	"CALM3"	chr19	+	46608481	46608981	46608923	46608981	46608196	46608327
1921	"ENSG00000159023.21"	"EPB41"	chr1	+	28987430	28987905	28987447	28987905	28893740	28893837
1922	"ENSG00000159023.21"	"EPB41"	chr1	+	28987430	28987905	28987447	28987905	28914568	28914773
1923	"ENSG00000159023.21"	"EPB41"	chr1	+	28987430	28987905	28987447	28987905	28914625	28914768
1933	"ENSG00000197343.11"	"ZNF655"	chr7	+	99561887	99562494	99562367	99562494	99560532	99560695
1951	"ENSG00000100417.12"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584526	41584603
1969	"ENSG00000144199.11"	"FAHD2B"	chr2	-	97085698	97086198	97085698	97085861	97090108	97090325
1974	"ENSG00000198056.15"	"PRIM1"	chr12	-	56746780	56747032	56746780	56746854	56751037	56751195
1979	"ENSG00000131844.16"	"MCCC2"	chr5	+	71643770	71643895	71643818	71643895	71641002	71641075
