ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
67	"ENSG00000184900"	"SUMO3"	chr21	-	44808996	44809118	44813975	44814104	44805616	44807040	44817947	44818051
68	"ENSG00000184900"	"SUMO3"	chr21	-	44809046	44809118	44813975	44814104	44805616	44807040	44817947	44818062
69	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31666448	31666518	31659692	31659841	31667257	31667375
70	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31667257	31667375	31659692	31659841	31668470	31668931
71	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31666448	31666518	31659708	31660708	31667257	31667375
76	"ENSG00000160299"	"PCNT"	chr21	+	46421969	46422124	46425830	46425971	46418203	46418306	46427621	46427795
77	"ENSG00000160305"	"DIP2A"	chr21	+	46484756	46484828	46490599	46490719	46458890	46459222	46496987	46497107
79	"ENSG00000160294"	"MCM3AP"	chr21	-	46261279	46261411	46264116	46264217	46260792	46260906	46265320	46265523
80	"ENSG00000205622"	NA	chr21	-	38919317	38919516	38923425	38923513	38917299	38917400	38923637	38923693
81	"ENSG00000157538"	"VPS26C"	chr21	-	37233361	37233442	37240495	37240639	37232376	37232451	37267237	37267334
82	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33906500	33907340	33907453	33903934	33904021	33909081	33909211
83	"ENSG00000205726"	"ITSN1"	chr21	+	33781460	33781548	33781993	33782133	33774967	33775108	33794340	33794468
84	"ENSG00000205726"	"ITSN1"	chr21	+	33781993	33782133	33794340	33794468	33781460	33781548	33797378	33797608
88	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6492197	6495992	6496080	6487362	6487412	6499128	6499202
90	"ENSG00000142192"	"APP"	chr21	-	25897572	25897673	25905023	25905077	25891721	25891868	25911740	25911962
92	"ENSG00000142192"	"APP"	chr21	-	26021839	26022042	26089942	26090072	25982343	25982477	26170563	26170747
93	"ENSG00000142192"	"APP"	chr21	-	26053235	26053348	26111978	26112146	26050999	26051193	26170563	26170667
95	"ENSG00000159147"	"DONSON"	chr21	-	33582164	33582246	33583487	33583666	33581950	33582055	33584589	33584768
97	"ENSG00000156265"	"MAP3K7CL"	chr21	+	29133305	29133414	29149188	29149250	29092438	29092581	29159940	29160056
98	"ENSG00000156265"	"MAP3K7CL"	chr21	+	29149188	29149250	29159940	29160056	29109131	29109183	29174711	29175888
99	"ENSG00000156265"	"MAP3K7CL"	chr21	+	29149188	29149250	29159940	29160056	29133305	29133414	29174711	29174745
114	"ENSG00000286129"	NA	chr22	+	22307532	22307591	22308696	22308819	22307105	22307245	22309735	22309883
115	"ENSG00000100038"	"TOP3B"	chr22	-	21968618	21968775	21970209	21970406	21967602	21967716	21970979	21971061
116	"ENSG00000100038"	"TOP3B"	chr22	-	21968618	21968775	21970209	21970406	21967602	21967716	21971876	21971951
117	"ENSG00000100038"	"TOP3B"	chr22	-	21968618	21968775	21972611	21972718	21967602	21967716	21974356	21974488
118	"ENSG00000100038"	"TOP3B"	chr22	-	21970209	21970406	21970979	21971061	21968618	21968775	21971876	21971951
119	"ENSG00000100038"	"TOP3B"	chr22	-	21970209	21970406	21971876	21971951	21968618	21968775	21972611	21972718
120	"ENSG00000184949"	"FAM227A"	chr22	-	38628237	38628342	38628833	38628935	38626179	38626303	38636450	38636551
121	"ENSG00000205560"	"CPT1B"	chr22	-	50573807	50573921	50574334	50574419	50573519	50573715	50574492	50574600
122	"ENSG00000205560"	"CPT1B"	chr22	-	50576535	50576637	50576856	50577034	50576197	50576335	50577323	50577463
123	"ENSG00000100258"	"LMF2"	chr22	-	50506284	50506502	50506637	50506666	50506034	50506213	50506781	50507035
124	"ENSG00000100258"	"LMF2"	chr22	-	50506637	50506666	50506781	50507120	50506284	50506502	50507581	50507684
125	"ENSG00000100258"	"LMF2"	chr22	-	50506637	50506666	50506781	50507035	50506284	50506502	50507581	50507702
126	"ENSG00000100207"	"TCF20"	chr22	-	42169846	42169896	42179608	42179702	42161055	42161358	42209650	42215440
127	"ENSG00000100207"	"TCF20"	chr22	-	42179608	42179702	42209650	42215341	42169846	42169896	42270338	42270653
128	"ENSG00000285314"	NA	chr22	+	20985840	20985897	20987503	20987583	20983026	20983089	20988009	20988118
129	"ENSG00000099940"	"SNAP29"	chr22	+	20870336	20870533	20881048	20881134	20859006	20859347	20883470	20883569
130	"ENSG00000099940"	"SNAP29"	chr22	+	20881048	20881134	20883470	20883569	20870336	20870533	20887678	20887819
135	"ENSG00000100412"	"ACO2"	chr22	+	41526261	41526453	41527287	41527420	41525192	41525348	41527900	41528022
136	"ENSG00000239900"	"ADSL"	chr22	+	40349831	40350035	40353072	40353117	40346499	40346711	40354247	40354327
139	"ENSG00000184979"	"USP18"	chr22	+	18170752	18170920	18173149	18173281	18169843	18169939	18173792	18173842
140	"ENSG00000133460"	"SLC2A11"	chr22	+	23883771	23883873	23883873	23884024	23882758	23882869	23884301	23884429
141	"ENSG00000133460"	"SLC2A11"	chr22	+	23883771	23883873	23883948	23884024	23882758	23882869	23884301	23884429
142	"ENSG00000100029"	"PES1"	chr22	-	30579750	30579935	30580052	30580178	30579136	30579303	30580570	30580686
143	"ENSG00000100003"	"SEC14L2"	chr22	+	30415758	30415865	30415947	30416087	30410595	30410679	30416233	30416403
145	"ENSG00000186575"	"NF2"	chr22	+	29658188	29658264	29661204	29661339	29655593	29655676	29664989	29665064
146	"ENSG00000186575"	"NF2"	chr22	+	29661204	29661339	29664989	29665064	29658188	29658264	29668332	29668446
147	"ENSG00000186575"	"NF2"	chr22	+	29661204	29661339	29664989	29665064	29658188	29658264	29671825	29671948
148	"ENSG00000186575"	"NF2"	chr22	+	29664989	29665064	29668332	29668446	29661204	29661339	29671825	29671948
149	"ENSG00000186575"	"NF2"	chr22	+	29678195	29678323	29681438	29681601	29674835	29674941	29694751	29694945
150	"ENSG00000184117"	"NIPSNAP1"	chr22	-	29569192	29569287	29570161	29570207	29561791	29561862	29570404	29570532
151	"ENSG00000182944"	"EWSR1"	chr22	+	29273737	29273864	29278130	29278216	29272379	29272431	29282389	29282557
152	"ENSG00000182944"	"EWSR1"	chr22	+	29273740	29273864	29278130	29278216	29272379	29272431	29282389	29282557
153	"ENSG00000182944"	"EWSR1"	chr22	+	29278029	29278216	29282389	29282557	29273740	29273864	29286922	29287134
155	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29291564	29291599	29286922	29287134	29292136	29292169
157	"ENSG00000196588"	"MRTFA"	chr22	-	40423535	40423685	40424205	40424381	40420846	40421100	40429605	40429767
158	"ENSG00000196588"	"MRTFA"	chr22	-	40463220	40463286	40552105	40552367	40435498	40435554	40594673	40594735
159	"ENSG00000100151"	"PICK1"	chr22	+	38057752	38057850	38059233	38059345	38057403	38057587	38065001	38065130
160	"ENSG00000128346"	"C22orf23"	chr22	-	37947280	37947463	37951459	37951522	37945041	37945173	37953046	37953158
162	"ENSG00000183963"	"SMTN"	chr22	+	31080449	31080754	31083178	31083309	31064117	31064187	31087964	31088024
167	"ENSG00000133424"	"LARGE1"	chr22	-	33604434	33604558	33626243	33626326	33564847	33565019	33650366	33650668
169	"ENSG00000198911"	"SREBF2"	chr22	+	41866830	41867280	41868610	41868792	41833078	41833358	41870888	41871035
170	"ENSG00000198911"	"SREBF2"	chr22	+	41868610	41868792	41870888	41871035	41866830	41867280	41873797	41874019
171	"ENSG00000198911"	"SREBF2"	chr22	+	41870888	41871035	41873797	41874019	41868610	41868792	41875336	41875451
172	"ENSG00000198911"	"SREBF2"	chr22	+	41877941	41878123	41878658	41878758	41877228	41877421	41880715	41880992
173	"ENSG00000198911"	"SREBF2"	chr22	+	41899236	41899553	41900019	41900122	41898648	41898781	41900329	41900498
174	"ENSG00000100429"	"HDAC10"	chr22	-	50248365	50248472	50248661	50248751	50248224	50248292	50248830	50248890
175	"ENSG00000100429"	"HDAC10"	chr22	-	50248661	50248751	50249102	50249168	50248224	50248292	50249327	50249454
176	"ENSG00000100429"	"HDAC10"	chr22	-	50248661	50248751	50248830	50248859	50248365	50248472	50249102	50249168
177	"ENSG00000100429"	"HDAC10"	chr22	-	50248661	50248751	50248830	50248890	50248365	50248472	50249102	50249168
178	"ENSG00000100429"	"HDAC10"	chr22	-	50248661	50248751	50249102	50249168	50248365	50248472	50249327	50249454
179	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248859	50249102	50249168	50248661	50248751	50249327	50249454
180	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248890	50249102	50249168	50248661	50248751	50249327	50249454
181	"ENSG00000100429"	"HDAC10"	chr22	-	50249102	50249168	50249327	50249454	50248661	50248751	50249634	50249703
182	"ENSG00000100429"	"HDAC10"	chr22	-	50249102	50249168	50249327	50249516	50248661	50248751	50249634	50249703
183	"ENSG00000100429"	"HDAC10"	chr22	-	50249102	50249168	50249327	50249454	50248830	50248859	50249634	50249703
184	"ENSG00000100429"	"HDAC10"	chr22	-	50249102	50249168	50249327	50249516	50248830	50248859	50249634	50249703
185	"ENSG00000100429"	"HDAC10"	chr22	-	50249102	50249168	50249327	50249454	50248830	50248890	50249634	50249703
186	"ENSG00000185838"	"GNB1L"	chr22	-	19806658	19806757	19812284	19812447	19801998	19802216	19854442	19854816
187	"ENSG00000185838"	"GNB1L"	chr22	-	19812284	19812447	19854442	19854539	19806658	19806757	19854819	19854874
188	"ENSG00000183597"	"TANGO2"	chr22	+	20052464	20052584	20055942	20056013	20043354	20043443	20061529	20061683
189	"ENSG00000183597"	"TANGO2"	chr22	+	20052464	20052584	20055942	20056013	20043354	20043443	20063337	20063442
194	"ENSG00000100410"	"PHF5A"	chr22	-	41467447	41467614	41468123	41468147	41459716	41460487	41468601	41468692
196	"ENSG00000015475"	"BID"	chr22	-	17740081	17740176	17743802	17744013	17739348	17739488	17750104	17750174
198	"ENSG00000100401"	"RANGAP1"	chr22	-	41257947	41258106	41261445	41261580	41256710	41256824	41264663	41264843
199	"ENSG00000100401"	"RANGAP1"	chr22	-	41261445	41261580	41264663	41264843	41257947	41258106	41268096	41268156
200	"ENSG00000099968"	"BCL2L13"	chr22	+	17655661	17655832	17683213	17683321	17638101	17638700	17688985	17689142
201	"ENSG00000099968"	"BCL2L13"	chr22	+	17655661	17655832	17683213	17683321	17638101	17638700	17696140	17696209
202	"ENSG00000099968"	"BCL2L13"	chr22	+	17655661	17655832	17683213	17683321	17638583	17638886	17688985	17689142
203	"ENSG00000099968"	"BCL2L13"	chr22	+	17683213	17683321	17688985	17689142	17655661	17655832	17696140	17696210
204	"ENSG00000099968"	"BCL2L13"	chr22	+	17683213	17683321	17688985	17689142	17655661	17655832	17702242	17702386
205	"ENSG00000099968"	"BCL2L13"	chr22	+	17683213	17683321	17696140	17696210	17655661	17655832	17702242	17702386
207	"ENSG00000099968"	"BCL2L13"	chr22	+	17688985	17689142	17696140	17696210	17655661	17655832	17702242	17702386
211	"ENSG00000100031"	"GGT1"	chr22	+	24607953	24608023	24609961	24610033	24603197	24603321	24610249	24610531
212	"ENSG00000100031"	"GGT1"	chr22	+	24607953	24608023	24610249	24610336	24603234	24603527	24610454	24610531
213	"ENSG00000100031"	"GGT1"	chr22	+	24608989	24609231	24609961	24610033	24607953	24608023	24610357	24610531
214	"ENSG00000100031"	"GGT1"	chr22	+	24608989	24609231	24609964	24610033	24607953	24608023	24610357	24610531
215	"ENSG00000286070"	NA	chr22	+	24567983	24568176	24571915	24572017	24557656	24557800	24583681	24583808
216	"ENSG00000286070"	NA	chr22	+	24567983	24568176	24572017	24572061	24557656	24557800	24583681	24583808
217	"ENSG00000286070"	NA	chr22	+	24571915	24572017	24572017	24572061	24557656	24557800	24583681	24583808
218	"ENSG00000100014"	"SPECC1L"	chr22	+	24330255	24330431	24334409	24334573	24328845	24328919	24338385	24338477
219	"ENSG00000133466"	"C1QTNF6"	chr22	-	37191671	37191737	37195380	37195458	37190864	37190928	37197602	37197748
220	"ENSG00000133466"	"C1QTNF6"	chr22	-	37191671	37191737	37195380	37195512	37190864	37190928	37197602	37197841
221	"ENSG00000100109"	"TFIP11"	chr22	-	26510063	26510281	26512098	26512175	26506672	26506928	26512393	26512505
222	"ENSG00000100220"	"RTCB"	chr22	-	32406661	32406761	32408174	32408242	32401561	32401903	32408754	32408833
227	"ENSG00000183579"	"ZNRF3"	chr22	+	29043298	29043430	29046715	29046883	29042494	29042569	29048388	29048491
228	"ENSG00000100196"	"KDELR3"	chr22	+	38474522	38474623	38479592	38479751	38468077	38468324	38481211	38481635
230	"ENSG00000128408"	"RIBC2"	chr22	+	45417601	45417946	45422289	45422408	45414321	45414403	45425947	45426175
231	"ENSG00000128408"	"RIBC2"	chr22	+	45422289	45422408	45425947	45426175	45417601	45417946	45430899	45431066
232	"ENSG00000128408"	"RIBC2"	chr22	+	45422289	45422408	45425947	45426175	45418006	45418244	45430899	45431016
233	"ENSG00000100271"	"TTLL1"	chr22	-	43068409	43068590	43069635	43069844	43064189	43064324	43075473	43075586
234	"ENSG00000100271"	"TTLL1"	chr22	-	43069603	43069844	43075473	43075590	43068409	43068590	43079901	43079986
235	"ENSG00000100271"	"TTLL1"	chr22	-	43069635	43069844	43075473	43075590	43068409	43068590	43079901	43079986
236	"ENSG00000100271"	"TTLL1"	chr22	-	43075473	43075590	43079901	43079986	43069635	43069844	43089276	43089391
238	"ENSG00000100320"	"RBFOX2"	chr22	-	35809779	35810004	35938846	35938897	35781599	35781746	36028239	36028824
240	"ENSG00000242247"	"ARFGAP3"	chr22	-	42822269	42822409	42823655	42823702	42817728	42817857	42826939	42826999
241	"ENSG00000242247"	"ARFGAP3"	chr22	-	42831548	42831636	42834241	42834325	42826939	42826999	42835361	42835493
242	"ENSG00000242247"	"ARFGAP3"	chr22	-	42831548	42831636	42834241	42834325	42826939	42826999	42840943	42841016
243	"ENSG00000242247"	"ARFGAP3"	chr22	-	42834241	42834325	42835361	42835493	42831548	42831636	42840943	42841016
245	"ENSG00000138942"	"RNF185"	chr22	+	31192683	31192702	31196935	31196990	31187046	31187270	31201497	31201615
246	"ENSG00000138942"	"RNF185"	chr22	+	31192683	31192702	31196935	31197158	31187046	31187270	31201497	31201615
247	"ENSG00000093000"	"NUP50"	chr22	+	45168167	45168246	45170987	45171177	45163999	45164296	45171599	45171683
248	"ENSG00000093000"	"NUP50"	chr22	+	45171599	45171683	45178237	45178900	45170987	45171177	45181285	45181367
249	"ENSG00000093000"	"NUP50"	chr22	+	45181285	45181367	45183401	45183520	45178237	45178900	45184452	45184830
250	"ENSG00000186654"	"PRR5"	chr22	+	44702491	44702608	44714590	44714671	44668546	44668805	44725243	44725292
251	"ENSG00000100304"	"TTLL12"	chr22	-	43180741	43180940	43182979	43183149	43179840	43180000	43186892	43187134
252	"ENSG00000100106"	"TRIOBP"	chr22	+	37713209	37713411	37715762	37715934	37710426	37710566	37723184	37726503
253	"ENSG00000100106"	"TRIOBP"	chr22	+	37769027	37769187	37769261	37769375	37768073	37768176	37771649	37771736
257	"ENSG00000100380"	"ST13"	chr22	-	40832568	40832671	40844838	40844909	40830839	40830956	40856430	40856616
258	"ENSG00000100380"	"ST13"	chr22	-	40832568	40832671	40850822	40850880	40830839	40830956	40856430	40856639
259	"ENSG00000100380"	"ST13"	chr22	-	40835559	40835670	40835802	40835887	40832568	40832671	40840625	40840692
260	"ENSG00000100380"	"ST13"	chr22	-	40848293	40848369	40850822	40850880	40844838	40844909	40856430	40856565
267	"ENSG00000184708"	"EIF4ENIF1"	chr22	-	31468174	31468302	31471843	31471917	31463680	31463967	31488622	31488745
269	"ENSG00000226471"	NA	chr22	+	28821971	28822179	28844126	28844199	28800682	28800737	28848390	28848559
270	"ENSG00000244627"	"TPTEP2"	chr22	-	38369985	38370045	38380369	38380423	38361398	38361560	38380936	38380990
271	"ENSG00000100354"	"TNRC6B"	chr22	+	40117054	40117128	40125771	40125862	40044816	40044998	40156114	40156182
273	"ENSG00000100354"	"TNRC6B"	chr22	+	40264687	40267036	40270121	40270280	40261831	40262173	40277076	40277151
274	"ENSG00000100354"	"TNRC6B"	chr22	+	40264687	40267036	40273424	40273600	40261831	40262173	40277076	40277151
275	"ENSG00000100354"	"TNRC6B"	chr22	+	40270121	40270280	40273424	40273600	40261831	40262173	40277076	40277151
276	"ENSG00000100354"	"TNRC6B"	chr22	+	40270121	40270280	40273424	40273600	40264687	40267036	40277076	40277151
277	"ENSG00000100354"	"TNRC6B"	chr22	+	40273424	40273600	40277076	40277151	40264687	40267036	40277998	40278044
278	"ENSG00000100354"	"TNRC6B"	chr22	+	40273424	40273600	40277076	40277151	40270121	40270280	40277998	40278044
279	"ENSG00000100225"	"FBXO7"	chr22	+	32478980	32479275	32483896	32484124	32475256	32475398	32485067	32485209
280	"ENSG00000100225"	"FBXO7"	chr22	+	32479132	32479275	32483896	32484124	32475236	32475398	32485067	32485209
282	"ENSG00000228315"	"GUSBP11"	chr22	-	23659864	23660000	23683724	23683867	23638486	23638942	23690235	23690356
283	"ENSG00000228315"	"GUSBP11"	chr22	-	23659864	23660000	23683724	23683867	23638486	23638942	23695172	23695517
284	"ENSG00000228315"	"GUSBP11"	chr22	-	23659864	23660000	23686830	23686995	23653168	23653352	23690231	23690356
285	"ENSG00000228315"	"GUSBP11"	chr22	-	23683724	23683867	23694118	23695517	23659864	23660000	23700725	23700845
286	"ENSG00000228315"	"GUSBP11"	chr22	-	23686830	23686995	23690231	23690356	23683724	23683867	23694118	23695517
287	"ENSG00000228315"	"GUSBP11"	chr22	-	23686830	23686995	23690235	23690356	23683724	23683867	23694118	23695517
289	"ENSG00000100325"	"ASCC2"	chr22	-	29822334	29822464	29825086	29825257	29816005	29816073	29838177	29838274
290	"ENSG00000100325"	"ASCC2"	chr22	-	29822334	29822464	29834488	29834550	29816005	29816073	29838177	29838276
291	"ENSG00000100325"	"ASCC2"	chr22	-	29827476	29827600	29832244	29832342	29825621	29825780	29834488	29834550
292	"ENSG00000100325"	"ASCC2"	chr22	-	29827476	29827600	29833540	29833614	29825621	29825780	29834488	29834550
295	"ENSG00000177663"	"IL17RA"	chr22	+	17105590	17105602	17105852	17105954	17104725	17104810	17107726	17107768
297	"ENSG00000067048"	"DDX3Y"	chrY	+	12907536	12907594	12909359	12909407	12904857	12904981	12911838	12911968
298	"ENSG00000067048"	"DDX3Y"	chrY	+	12909359	12909407	12911838	12911968	12907536	12907594	12912726	12912882
299	"ENSG00000067646"	"ZFY"	chrY	+	2975510	2975654	2976669	2976822	2975094	2975244	2977939	2978080
302	"ENSG00000131002"	"TXLNGY"	chrY	+	19587209	19587507	19589520	19589612	19567381	19567482	19590082	19590423
303	"ENSG00000131002"	"TXLNGY"	chrY	+	19587209	19587507	19589520	19589612	19567381	19567482	19591779	19591959
304	"ENSG00000131002"	"TXLNGY"	chrY	+	19599738	19599831	19602215	19602311	19593398	19597665	19603796	19606274
306	"ENSG00000114374"	"USP9Y"	chrY	+	12664639	12664686	12686512	12686606	12662367	12662706	12702009	12702055
307	"ENSG00000114374"	"USP9Y"	chrY	+	12664639	12664686	12702009	12702055	12662367	12662706	12709387	12709543
308	"ENSG00000114374"	"USP9Y"	chrY	+	12686512	12686606	12702009	12702055	12664639	12664686	12709387	12709543
309	"ENSG00000114374"	"USP9Y"	chrY	+	12686512	12686606	12709387	12709543	12664639	12664686	12720588	12720737
310	"ENSG00000114374"	"USP9Y"	chrY	+	12702009	12702055	12709387	12709543	12686512	12686606	12720588	12720737
311	"ENSG00000114374"	"USP9Y"	chrY	+	12810178	12810287	12810671	12810818	12793031	12793201	12811634	12811781
312	"ENSG00000114374"	"USP9Y"	chrY	+	12816123	12816344	12818419	12818610	12812829	12813052	12833687	12833861
313	"ENSG00000114374"	"USP9Y"	chrY	+	12837910	12838052	12839863	12840614	12833687	12833861	12841009	12841133
314	"ENSG00000197782"	"ZNF780A"	chr19	-	40084744	40084798	40090165	40090235	40083110	40083237	40090793	40090888
315	"ENSG00000197782"	"ZNF780A"	chr19	-	40084744	40084798	40090165	40090235	40083110	40083237	40090905	40090938
316	"ENSG00000160336"	"ZNF761"	chr19	+	53445000	53445219	53446226	53446337	53431983	53432028	53447195	53447283
317	"ENSG00000167491"	"GATAD2A"	chr19	+	19492580	19492712	19494293	19494383	19465339	19465614	19495753	19495885
318	"ENSG00000167491"	"GATAD2A"	chr19	+	19494293	19494383	19495753	19495885	19492580	19492712	19496051	19496219
319	"ENSG00000160392"	"C19orf47"	chr19	-	40326333	40326486	40328412	40328550	40324005	40324076	40333850	40333929
320	"ENSG00000160392"	"C19orf47"	chr19	-	40328412	40328550	40333850	40333929	40326333	40326486	40336109	40336224
321	"ENSG00000160392"	"C19orf47"	chr19	-	40336319	40336407	40341838	40341890	40336109	40336224	40348323	40348397
328	"ENSG00000174652"	"ZNF266"	chr19	-	9415653	9415742	9417827	9417908	9412428	9414720	9418504	9418631
329	"ENSG00000174652"	"ZNF266"	chr19	-	9434074	9434235	9434797	9434859	9420064	9420218	9435107	9435193
331	"ENSG00000160216"	"AGPAT3"	chr21	+	43903956	43904019	43959633	43959859	43865222	43865345	43967945	43968115
332	"ENSG00000089356"	"FXYD3"	chr19	+	35117256	35117378	35119167	35119251	35116261	35116359	35119362	35119416
333	"ENSG00000089356"	"FXYD3"	chr19	+	35122677	35122839	35122917	35122954	35121221	35121245	35123270	35123308
334	"ENSG00000089356"	"FXYD3"	chr19	+	35122764	35122839	35122917	35122954	35121221	35121245	35123270	35123308
335	"ENSG00000167384"	"ZNF180"	chr19	-	44484649	44484776	44485035	44485157	44484360	44484435	44497283	44497377
336	"ENSG00000079805"	"DNM2"	chr19	+	10759737	10759811	10772478	10772628	10718054	10718403	10775702	10775906
337	"ENSG00000079805"	"DNM2"	chr19	+	10782959	10783120	10786563	10786706	10777117	10777216	10793719	10793855
338	"ENSG00000079805"	"DNM2"	chr19	+	10786563	10786706	10793719	10793855	10782959	10783120	10795371	10795439
