ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
567	"ENSG00000187994"	"RINL"	chr19	-	38871077	38871870	38871077	38871227	38871797	38871870
589	"ENSG00000188493"	"C19orf54"	chr19	-	40740855	40742770	40740855	40741439	40742398	40742770
590	"ENSG00000188493"	"C19orf54"	chr19	-	40740855	40742770	40740855	40741439	40742514	40742770
591	"ENSG00000188493"	"C19orf54"	chr19	-	40740855	40742770	40740855	40741439	40742576	40742770
642	"ENSG00000105426"	"PTPRS"	chr19	-	5218419	5219467	5218419	5218532	5219309	5219467
654	"ENSG00000064932"	"SBNO2"	chr19	-	1109134	1109598	1109134	1109211	1109505	1109598
660	"ENSG00000099622"	"CIRBP"	chr19	+	1271139	1271632	1271139	1271246	1271550	1271632
703	"ENSG00000124228"	"DDX27"	chr20	+	49233567	49236231	49233567	49233709	49236149	49236231
726	"ENSG00000214078"	"CPNE1"	chr20	-	35630438	35631034	35630438	35630490	35630900	35631034
759	"ENSG00000149636"	"DSN1"	chr20	-	36770872	36771473	36770872	36771024	36771424	36771473
800	"ENSG00000088340"	"FER1L4"	chr20	-	35559340	35560638	35559340	35559627	35560539	35560638
823	"ENSG00000101310"	"SEC23B"	chr20	+	18507939	18508297	18507939	18507972	18508090	18508297
824	"ENSG00000101310"	"SEC23B"	chr20	+	18507939	18508297	18507939	18507990	18508090	18508297
899	"ENSG00000165280"	"VCP"	chr9	-	35059492	35060923	35059492	35059801	35060800	35060923
970	"ENSG00000122952"	"ZWINT"	chr10	-	56359686	56360383	56359686	56359853	56360292	56360383
1019	"ENSG00000079134"	"THOC1"	chr18	-	224923	225403	224923	224994	225336	225403
1078	"ENSG00000102225"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703
1096	"ENSG00000089195"	"TRMT6"	chr20	-	5941052	5942036	5941052	5941139	5941950	5942036
1143	"ENSG00000106462"	"EZH2"	chr7	-	148816683	148818117	148816683	148816778	148817876	148818117
1171	"ENSG00000135317"	"SNX14"	chr6	-	85541984	85545989	85541984	85542043	85543604	85545989
1174	"ENSG00000231500"	"RPS18"	chr6	+	33275964	33276510	33275964	33276066	33276390	33276510
1188	"ENSG00000186088"	"GSAP"	chr7	-	77329332	77330367	77329332	77329391	77330181	77330367
1200	"ENSG00000112739"	"PRPF4B"	chr6	+	4060412	4062299	4060412	4060686	4061654	4062299
1212	"ENSG00000132424"	"PNISR"	chr6	-	99414571	99416428	99414571	99414686	99416348	99416428
1235	"ENSG00000204435"	"CSNK2B"	chr6	+	31666820	31668654	31666820	31666903	31668512	31668654
1248	"ENSG00000204256"	"BRD2"	chr6	+	32978125	32980464	32978125	32978388	32980341	32980464
1260	"ENSG00000188257"	"PLA2G2A"	chr1	-	19978014	19978879	19978014	19978121	19978733	19978879
1289	"ENSG00000259275"	NA	chr15	+	96390283	96395016	96390283	96390461	96394306	96395016
1302	"ENSG00000147133"	"TAF1"	chrX	+	71423116	71424066	71423116	71423264	71424016	71424066
1366	"ENSG00000214087"	"ARL16"	chr17	-	81682033	81683594	81682033	81682675	81683535	81683594
1632	"ENSG00000204713"	"TRIM27"	chr6	-	28903001	28908840	28903001	28904665	28908807	28908840
1738	"ENSG00000198830"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473527	26474084	26474135
1744	"ENSG00000160695"	"VPS11"	chr11	+	119078172	119078997	119078172	119078334	119078794	119078997
1800	"ENSG00000197912"	"SPG7"	chr16	+	89540943	89542279	89540943	89540977	89541201	89542279
1839	"ENSG00000159176"	"CSRP1"	chr1	-	201485282	201488984	201485282	201485376	201488872	201488984
1845	"ENSG00000168765"	"GSTM4"	chr1	+	109656711	109657671	109656711	109656787	109657589	109657671
1849	"ENSG00000100462"	"PRMT5"	chr14	-	22928125	22928615	22928125	22928216	22928496	22928615
1860	"ENSG00000135047"	"CTSL"	chr9	+	87728584	87729735	87728584	87729085	87729576	87729735
1865	"ENSG00000187796"	"CARD9"	chr9	-	136364482	136366845	136364482	136364559	136366799	136366845
1899	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26191421	26192338	26191421	26191650	26192300	26192338
1900	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26189932	26192577	26189932	26190460	26192494	26192577
1905	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26190992	26193694	26190992	26192577	26193574	26193694
1913	"ENSG00000160602"	"NEK8"	chr17	+	28737305	28737736	28737305	28737579	28737674	28737736
1927	"ENSG00000084207"	"GSTP1"	chr11	+	67584133	67585241	67584133	67584169	67585037	67585241
1928	"ENSG00000084207"	"GSTP1"	chr11	+	67584133	67585241	67584133	67584169	67585137	67585241
1981	"ENSG00000135924"	"DNAJB2"	chr2	+	219282836	219283489	219282836	219282929	219283418	219283489
1998	"ENSG00000085998"	"POMGNT1"	chr1	-	46193304	46193925	46193304	46193388	46193854	46193925
2015	"ENSG00000096746"	"HNRNPH3"	chr10	+	68341173	68341851	68341173	68341309	68341758	68341851
2025	"ENSG00000179818"	"PCBP1-AS1"	chr2	-	70085815	70086273	70085815	70085903	70086221	70086273
2057	"ENSG00000076984"	"MAP2K7"	chr19	+	7910259	7910803	7910259	7910373	7910695	7910803
2059	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547240	35546671	35546808	35547118	35547240
2075	"ENSG00000100316"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208
2077	"ENSG00000146063"	"TRIM41"	chr5	+	181234173	181235808	181234173	181234349	181235353	181235808
2099	"ENSG00000185133"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532
2128	"ENSG00000178163"	"ZNF518B"	chr4	-	10450886	10454988	10450886	10453022	10454804	10454988
2136	"ENSG00000103253"	"HAGHL"	chr16	+	728793	729715	728793	728895	729287	729715
2164	"ENSG00000215126"	"CBWD6"	chr9	-	41131355	41133570	41131355	41131840	41133504	41133570
2180	"ENSG00000187193"	"MT1X"	chr16	+	56682469	56684196	56682469	56682568	56683957	56684196
2190	"ENSG00000164610"	"RP9"	chr7	-	33097270	33100561	33097270	33097362	33100530	33100561
2237	"ENSG00000163516"	"ANKZF1"	chr2	+	219234132	219235875	219234132	219234288	219235707	219235875
2238	"ENSG00000163516"	"ANKZF1"	chr2	+	219234132	219235875	219234132	219235312	219235707	219235875
2246	"ENSG00000185404"	"SP140L"	chr2	+	230400126	230401443	230400126	230400242	230401365	230401443
2271	"ENSG00000143303"	"RRNAD1"	chr1	+	156731990	156732473	156731990	156732115	156732365	156732473
2346	"ENSG00000203875"	"SNHG5"	chr6	-	85677423	85678188	85677423	85677875	85678135	85678188
2356	"ENSG00000103266"	"STUB1"	chr16	+	681792	682076	681792	681903	682058	682076
2359	"ENSG00000126456"	"IRF3"	chr19	-	49664673	49665857	49664673	49664950	49665483	49665857
2376	"ENSG00000170144"	"HNRNPA3"	chr2	+	177215977	177216940	177215977	177216188	177216859	177216940
2377	"ENSG00000170144"	"HNRNPA3"	chr2	+	177215977	177216940	177215977	177216592	177216859	177216940
2379	"ENSG00000170144"	"HNRNPA3"	chr2	+	177216675	177216940	177216675	177216762	177216859	177216940
2394	"ENSG00000103024"	"NME3"	chr16	-	1770880	1771410	1770880	1770993	1771279	1771410
2397	"ENSG00000103024"	"NME3"	chr16	-	1771069	1771410	1771069	1771171	1771304	1771410
2399	"ENSG00000240065"	"PSMB9"	chr6	+	32856137	32858134	32856137	32856205	32858004	32858134
2441	"ENSG00000005448"	"WDR54"	chr2	+	74423318	74423982	74423318	74423385	74423854	74423982
2450	"ENSG00000116688"	"MFN2"	chr1	+	11981809	11982114	11981809	11981853	11981973	11982114
2458	"ENSG00000090621"	"PABPC4"	chr1	-	39560815	39562203	39560815	39561122	39562072	39562203
2528	"ENSG00000160818"	"GPATCH4"	chr1	-	156596080	156598121	156596080	156596131	156598034	156598121
2583	"ENSG00000142910"	"TINAGL1"	chr1	+	31585439	31586755	31585439	31585485	31586709	31586755
2682	"ENSG00000117122"	"MFAP2"	chr1	-	16976707	16978314	16976707	16976923	16978236	16978314
2699	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407137	25409087	25409207
2700	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407212	25409087	25409207
2729	"ENSG00000234741"	"GAS5"	chr1	-	173864256	173865282	173864256	173864304	173865228	173865282
2772	"ENSG00000196873"	"CBWD3"	chr9	+	68297751	68299965	68297751	68297817	68299480	68299965
2776	"ENSG00000082512"	"TRAF5"	chr1	+	211356366	211360779	211356366	211356468	211360701	211360779
2842	"ENSG00000136155"	"SCEL"	chr13	+	77602064	77603135	77602064	77602124	77603075	77603135
2844	"ENSG00000135476"	"ESPL1"	chr12	+	53289403	53290469	53289403	53289594	53290346	53290469
2878	"ENSG00000255717"	"SNHG1"	chr11	-	62852810	62854551	62852810	62852839	62854017	62854551
2882	"ENSG00000255717"	"SNHG1"	chr11	-	62852810	62855216	62852810	62853115	62855132	62855216
2885	"ENSG00000255717"	"SNHG1"	chr11	-	62853800	62855837	62853800	62854551	62855423	62855837
2894	"ENSG00000149927"	"DOC2A"	chr16	-	30007030	30009105	30007030	30007090	30008995	30009105
2959	"ENSG00000173540"	"GMPPB"	chr3	-	49722595	49723302	49722595	49722754	49723253	49723302
2996	"ENSG00000178038"	"ALS2CL"	chr3	-	46679209	46681407	46679209	46679287	46681245	46681407
3044	"ENSG00000110172"	"CHORDC1"	chr11	-	90210535	90214175	90210535	90210594	90214017	90214175
3130	"ENSG00000205593"	"DENND6B"	chr22	-	50316024	50316475	50316024	50316087	50316369	50316475
3134	"ENSG00000247596"	"TWF2"	chr3	-	52229660	52230995	52229660	52229782	52230869	52230995
3164	"ENSG00000171772"	"SYCE1"	chr10	-	133558876	133560153	133558876	133558951	133560090	133560153
3172	"ENSG00000178035"	"IMPDH2"	chr3	-	49024494	49025040	49024494	49024578	49024895	49025040
3231	"ENSG00000132781"	"MUTYH"	chr1	-	45332165	45332834	45332165	45332310	45332762	45332834
3233	"ENSG00000132781"	"MUTYH"	chr1	-	45332762	45333170	45332762	45332834	45333096	45333170
3242	"ENSG00000172732"	"MUS81"	chr11	+	65864719	65865323	65864719	65864815	65865219	65865323
3295	"ENSG00000006282"	"SPATA20"	chr17	+	50550997	50552180	50550997	50551190	50551968	50552180
3323	"ENSG00000181163"	"NPM1"	chr5	+	171392709	171392978	171392709	171392816	171392920	171392978
3331	"ENSG00000265241"	"RBM8A"	chr1	-	145926481	145927077	145926481	145926618	145927017	145927077
3358	"ENSG00000113597"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664233	65664384
3359	"ENSG00000113597"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664236	65664384
3389	"ENSG00000162927"	"PUS10"	chr2	-	60965057	60967613	60965057	60965103	60967501	60967613
3392	"ENSG00000126581"	"BECN1"	chr17	-	42818543	42819609	42818543	42818680	42819547	42819609
3403	"ENSG00000115282"	"TTC31"	chr2	+	74490243	74491184	74490243	74490473	74491127	74491184
3471	"ENSG00000090520"	"DNAJB11"	chr3	+	186577667	186582077	186577667	186577800	186581994	186582077
3645	"ENSG00000233058"	"LINC00884"	chr3	+	194487145	194488726	194487145	194487172	194487455	194488726
3712	"ENSG00000108654"	"DDX5"	chr17	-	64500548	64501143	64500548	64500773	64500986	64501143
3715	"ENSG00000108654"	"DDX5"	chr17	-	64500548	64501143	64500548	64500882	64501056	64501143
3716	"ENSG00000108654"	"DDX5"	chr17	-	64500548	64502069	64500548	64500773	64501260	64502069
3722	"ENSG00000108654"	"DDX5"	chr17	-	64502161	64503098	64502161	64502223	64502925	64503098
3725	"ENSG00000108654"	"DDX5"	chr17	-	64503429	64504116	64503429	64503571	64503982	64504116
3735	"ENSG00000115464"	"USP34"	chr2	-	61236025	61236389	61236025	61236073	61236324	61236389
3737	"ENSG00000198677"	"TTC37"	chr5	-	95516524	95517060	95516524	95516586	95516915	95517060
3749	"ENSG00000149532"	"CPSF7"	chr11	-	61415665	61416519	61415665	61415784	61416363	61416519
3757	"ENSG00000108671"	"PSMD11"	chr17	+	32479250	32480197	32479250	32479376	32480145	32480197
3760	"ENSG00000164465"	"DCBLD1"	chr6	+	117538619	117540815	117538619	117538835	117540667	117540815
3767	"ENSG00000162772"	"ATF3"	chr1	+	212615021	212615261	212615021	212615060	212615151	212615261
3788	"ENSG00000265972"	"TXNIP"	chr1	-	145994280	145995031	145994280	145994437	145994928	145995031
3886	"ENSG00000233184"	NA	chr1	+	101080388	101083574	101080388	101080613	101080886	101083574
3918	"ENSG00000184056"	"VPS33B"	chr15	-	91006371	91007046	91006371	91006445	91006949	91007046
3922	"ENSG00000148337"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179372	128179415
3937	"ENSG00000005884"	"ITGA3"	chr17	+	50076583	50077447	50076583	50076681	50077378	50077447
4006	"ENSG00000284770"	"TBCE"	chr1	+	235435744	235436608	235435744	235435840	235436543	235436608
4070	"ENSG00000188313"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521701	146521832	146522053
4082	"ENSG00000132199"	"ENOSF1"	chr18	-	690548	691276	690548	690631	691203	691276
4092	"ENSG00000131748"	"STARD3"	chr17	+	39659460	39660526	39659460	39659553	39660430	39660526
4112	"ENSG00000158411"	"MITD1"	chr2	-	99171342	99174016	99171342	99171429	99173914	99174016
4125	"ENSG00000176444"	"CLK2"	chr1	-	155263949	155264550	155263949	155264040	155264467	155264550
4236	"ENSG00000105373"	"NOP53"	chr19	+	47752511	47754891	47752511	47752544	47754708	47754891
4237	"ENSG00000105373"	"NOP53"	chr19	+	47752511	47754891	47752511	47752559	47754708	47754891
4245	"ENSG00000168291"	"PDHB"	chr3	-	58430656	58431793	58430656	58430942	58431730	58431793
4281	"ENSG00000143549"	"TPM3"	chr1	-	154170648	154172978	154170648	154170711	154172907	154172978
4343	"ENSG00000146205"	"ANO7"	chr2	+	241223185	241223955	241223185	241223276	241223904	241223955
4369	"ENSG00000198707"	"CEP290"	chr12	-	88118482	88120276	88118482	88118570	88120113	88120276
4383	"ENSG00000175054"	"ATR"	chr3	-	142465096	142468068	142465096	142465240	142467933	142468068
4487	"ENSG00000130640"	"TUBGCP2"	chr10	-	133299984	133300547	133299984	133300100	133300451	133300547
4508	"ENSG00000135931"	"ARMC9"	chr2	+	231288659	231290019	231288659	231288721	231289904	231290019
4523	"ENSG00000138002"	"IFT172"	chr2	-	27453629	27454418	27453629	27453739	27454353	27454418
4556	"ENSG00000088205"	"DDX18"	chr2	+	117826268	117829466	117826268	117826382	117829288	117829466
4569	"ENSG00000223705"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415770	75416102	75416191
4573	"ENSG00000169764"	"UGP2"	chr2	+	63885588	63885886	63885588	63885677	63885770	63885886
4579	"ENSG00000143624"	"INTS3"	chr1	+	153746956	153748755	153746956	153747070	153748688	153748755
4695	"ENSG00000115053"	"NCL"	chr2	-	231457000	231459125	231457000	231457124	231458265	231459125
4697	"ENSG00000115053"	"NCL"	chr2	-	231457000	231459125	231457000	231457800	231459000	231459125
4730	"ENSG00000144591"	"GMPPA"	chr2	+	219500120	219502037	219500120	219500149	219501475	219502037
4739	"ENSG00000144591"	"GMPPA"	chr2	+	219504082	219505761	219504082	219504213	219505457	219505761
4745	"ENSG00000144591"	"GMPPA"	chr2	+	219505457	219506072	219505457	219505555	219505979	219506072
4766	"ENSG00000131143"	"COX4I1"	chr16	+	85804936	85807002	85804936	85805104	85806737	85807002
4785	"ENSG00000151967"	"SCHIP1"	chr3	+	159886206	159888943	159886206	159886324	159888819	159888943
4796	"ENSG00000159588"	"CCDC17"	chr1	-	45622954	45623652	45622954	45623117	45623556	45623652
4825	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210389	161209482	161209595	161210303	161210389
4827	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210710	161209482	161210188	161210590	161210710
4869	"ENSG00000114388"	"NPRL2"	chr3	-	50349664	50350022	50349664	50349828	50349912	50350022
4876	"ENSG00000100911"	"PSME2"	chr14	-	24144399	24145273	24144399	24144468	24145242	24145273
4879	"ENSG00000100911"	"PSME2"	chr14	-	24145378	24146240	24145378	24145465	24146207	24146240
4897	"ENSG00000100888"	"CHD8"	chr14	-	21394911	21395892	21394911	21395119	21395816	21395892
4934	"ENSG00000168488"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836176	28836747	28837237
4968	"ENSG00000100299"	"ARSA"	chr22	-	50626590	50627406	50626590	50626760	50627165	50627406
4993	"ENSG00000171824"	"EXOSC10"	chr1	-	11076841	11077651	11076841	11076948	11077600	11077651
5000	"ENSG00000175455"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795
5001	"ENSG00000175455"	"CCDC14"	chr3	-	123955842	123956795	123955842	123956115	123956739	123956795
5033	"ENSG00000184014"	"DENND5A"	chr11	-	9141939	9143485	9141939	9142108	9143402	9143485
5099	"ENSG00000143126"	"CELSR2"	chr1	+	109269932	109271039	109269932	109270133	109270926	109271039
5270	"ENSG00000213689"	"TREX1"	chr3	+	48466629	48467645	48466629	48466641	48467064	48467645
5272	"ENSG00000197102"	"DYNC1H1"	chr14	+	102010275	102012113	102010275	102010459	102011874	102012113
5307	"ENSG00000136450"	"SRSF1"	chr17	-	58004922	58005973	58004922	58005041	58005800	58005973
5311	"ENSG00000226067"	"LINC00623"	chr1	+	120952438	120953460	120952438	120952785	120953222	120953460
5317	"ENSG00000064687"	"ABCA7"	chr19	+	1041509	1042176	1041509	1041603	1042063	1042176
5319	"ENSG00000064687"	"ABCA7"	chr19	+	1056906	1058747	1056906	1057429	1058617	1058747
5385	"ENSG00000140854"	"KATNB1"	chr16	+	57736977	57737283	57736977	57737067	57737225	57737283
5404	"ENSG00000147050"	"KDM6A"	chrX	+	45082575	45083608	45082575	45082640	45083459	45083608
5506	"ENSG00000110844"	"PRPF40B"	chr12	+	49631859	49632880	49631859	49631925	49632854	49632880
5511	"ENSG00000082068"	"WDR70"	chr5	+	37721114	37725050	37721114	37721215	37724933	37725050
5615	"ENSG00000160948"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426179	144426208
5618	"ENSG00000185803"	"SLC52A2"	chr8	+	144359622	144360493	144359622	144359726	144360114	144360493
5637	"ENSG00000185189"	"NRBP2"	chr8	-	143839508	143840030	143839508	143839549	143839928	143840030
5661	"ENSG00000104218"	"CSPP1"	chr8	+	67113804	67115264	67113804	67113862	67115196	67115264
5688	"ENSG00000147813"	"NAPRT"	chr8	-	143574784	143575345	143574784	143574900	143575190	143575345
5723	"ENSG00000165271"	"NOL6"	chr9	-	33469206	33470191	33469206	33469341	33470011	33470191
5776	"ENSG00000092094"	"OSGEP"	chr14	-	20447614	20448171	20447614	20447690	20448105	20448171
5808	"ENSG00000089157"	"RPLP0"	chr12	-	120199309	120201110	120199309	120199485	120201082	120201110
5837	"ENSG00000165802"	"NSMF"	chr9	-	137452735	137453820	137452735	137452819	137453730	137453820
5846	"ENSG00000148362"	"PAXX"	chr9	+	136992639	136993243	136992639	136992700	136993052	136993243
5881	"ENSG00000187531"	"SIRT7"	chr17	-	81914293	81915512	81914293	81914530	81915439	81915512
5908	"ENSG00000162032"	"SPSB3"	chr16	-	1777746	1778612	1777746	1777872	1778133	1778612
5923	"ENSG00000213930"	"GALT"	chr9	+	34647491	34647961	34647491	34647567	34647831	34647961
5935	"ENSG00000147955"	"SIGMAR1"	chr9	-	34636996	34637420	34636996	34637112	34637266	34637420
5938	"ENSG00000160271"	"RALGDS"	chr9	-	133097719	133101762	133097719	133098762	133101519	133101762
6010	"ENSG00000166689"	"PLEKHA7"	chr11	-	16787659	16790915	16787659	16789296	16790797	16790915
6018	"ENSG00000125875"	"TBC1D20"	chr20	-	439107	442043	439107	439295	441587	442043
6039	"ENSG00000111325"	"OGFOD2"	chr12	+	122975810	122976767	122975810	122975867	122976583	122976767
6052	"ENSG00000167996"	"FTH1"	chr11	-	61967311	61967631	61967311	61967371	61967547	61967631
6059	"ENSG00000188833"	"ENTPD8"	chr9	-	137436520	137437309	137436520	137436751	137437158	137437309
6132	"ENSG00000196323"	"ZBTB44"	chr11	-	130226676	130231715	130226676	130228356	130231638	130231715
6137	"ENSG00000109971"	"HSPA8"	chr11	-	123058251	123059261	123058251	123058484	123059058	123059261
6148	"ENSG00000198258"	"UBL5"	chr19	+	9828326	9828675	9828326	9828389	9828591	9828675
6311	"ENSG00000215301"	"DDX3X"	chrX	+	41342736	41344128	41342736	41342836	41344029	41344128
6385	"ENSG00000142102"	"PGGHG"	chr11	+	292885	293502	292885	292997	293365	293502
6386	"ENSG00000142102"	"PGGHG"	chr11	+	293162	293727	293162	293235	293593	293727
6393	"ENSG00000185101"	"ANO9"	chr11	-	419581	420860	419581	419729	420717	420860
6412	"ENSG00000110330"	"BIRC2"	chr11	+	102348597	102350749	102348597	102348719	102349877	102350749
6517	"ENSG00000053900"	"ANAPC4"	chr4	+	25413644	25414504	25413644	25413742	25414465	25414504
6518	"ENSG00000053900"	"ANAPC4"	chr4	+	25415465	25417739	25415465	25415540	25417615	25417739
6543	"ENSG00000133816"	"MICAL2"	chr11	+	12259794	12263785	12259794	12259897	12263559	12263785
6557	"ENSG00000148444"	"COMMD3"	chr10	+	22318805	22320306	22318805	22318862	22319938	22320306
6581	"ENSG00000214279"	"SCART1"	chr10	+	133457278	133459326	133457278	133457575	133459020	133459326
6651	"ENSG00000167880"	"EVPL"	chr17	-	76017738	76018600	76017738	76017911	76018445	76018600
6665	"ENSG00000064703"	"DDX20"	chr1	+	111760705	111761284	111760705	111760848	111761225	111761284
6713	"ENSG00000135473"	"PAN2"	chr12	-	56323806	56324493	56323806	56323913	56324293	56324493
6834	"ENSG00000179532"	"DNHD1"	chr11	+	6565694	6566765	6565694	6565991	6566586	6566765
6836	"ENSG00000179532"	"DNHD1"	chr11	+	6570008	6571423	6570008	6570100	6570617	6571423
6841	"ENSG00000156508"	"EEF1A1"	chr6	-	73517518	73518610	73517518	73517934	73518353	73518610
6884	"ENSG00000188603"	"CLN3"	chr16	-	28482104	28482672	28482104	28482382	28482625	28482672
6897	"ENSG00000161960"	"EIF4A1"	chr17	+	7576523	7577165	7576523	7576690	7577055	7577165
6910	"ENSG00000188878"	"FBF1"	chr17	-	75914121	75914932	75914121	75914292	75914746	75914932
6914	"ENSG00000188878"	"FBF1"	chr17	-	75914121	75914932	75914121	75914295	75914829	75914932
6958	"ENSG00000065361"	"ERBB3"	chr12	+	56094098	56095310	56094098	56094189	56095256	56095310
6973	"ENSG00000089094"	"KDM2B"	chr12	-	121442156	121443793	121442156	121442836	121443679	121443793
7061	"ENSG00000111011"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519051	122521384	122521428
7081	"ENSG00000288663"	NA	chr12	+	53303033	53306861	53303033	53303193	53306679	53306861
7097	"ENSG00000111642"	"CHD4"	chr12	-	6578028	6578546	6578028	6578137	6578337	6578546
7127	"ENSG00000135486"	"HNRNPA1"	chr12	+	54283078	54283234	54283078	54283132	54283213	54283234
7128	"ENSG00000135486"	"HNRNPA1"	chr12	+	54283078	54283234	54283078	54283162	54283213	54283234
7180	"ENSG00000135451"	"TROAP"	chr12	+	49330144	49331407	49330144	49330573	49331213	49331407
7295	"ENSG00000092929"	"UNC13D"	chr17	-	75839838	75840329	75839838	75839942	75840224	75840329
7390	"ENSG00000111602"	"TIMELESS"	chr12	-	56420962	56421809	56420962	56421134	56421726	56421809
7391	"ENSG00000165525"	"NEMF"	chr14	-	49784924	49785320	49784924	49785004	49785219	49785320
7394	"ENSG00000100650"	"SRSF5"	chr14	+	69768797	69770540	69768797	69768896	69770466	69770540
7487	"ENSG00000092010"	"PSME1"	chr14	+	24136984	24137431	24136984	24137017	24137320	24137431
7524	"ENSG00000108479"	"GALK1"	chr17	-	75762703	75763439	75762703	75762885	75763319	75763439
7527	"ENSG00000075413"	"MARK3"	chr14	+	103465556	103466442	103465556	103465793	103466342	103466442
7576	"ENSG00000140043"	"PTGR2"	chr14	+	73876997	73880176	73876997	73877168	73880054	73880176
7584	"ENSG00000188130"	"MAPK12"	chr22	-	50255614	50256199	50255614	50255694	50256084	50256199
7623	"ENSG00000092531"	"SNAP23"	chr15	+	42513173	42513447	42513173	42513209	42513398	42513447
7625	"ENSG00000196954"	"CASP4"	chr11	-	104947082	104949777	104947082	104947192	104949542	104949777
7641	"ENSG00000041357"	"PSMA4"	chr15	+	78540443	78542645	78540443	78540539	78542176	78542645
7642	"ENSG00000041357"	"PSMA4"	chr15	+	78540443	78542645	78540443	78540539	78542482	78542645
7662	"ENSG00000121716"	"PILRB"	chr7	+	100352563	100353123	100352563	100352667	100352996	100353123
7731	"ENSG00000171680"	"PLEKHG5"	chr1	-	6467824	6468586	6467824	6467893	6468098	6468586
7750	"ENSG00000103811"	"CTSH"	chr15	-	78926174	78927781	78926174	78926254	78927712	78927781
7773	"ENSG00000140279"	"DUOX2"	chr15	-	45111110	45111955	45111110	45111277	45111767	45111955
7826	"ENSG00000167962"	"ZNF598"	chr16	-	2002520	2003728	2002520	2002732	2003615	2003728
7832	"ENSG00000140983"	"RHOT2"	chr16	+	668487	668699	668487	668569	668658	668699
