ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
157	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248890	50249102	50249168	50248661	50248751	50249327	50249454
158	"ENSG00000185838"	"GNB1L"	chr22	-	19806658	19806757	19812284	19812447	19801998	19802216	19854442	19854816
159	"ENSG00000128191"	"DGCR8"	chr22	+	20092808	20092907	20094712	20094795	20091868	20091970	20106176	20106277
160	"ENSG00000128191"	"DGCR8"	chr22	+	20094712	20094795	20106176	20106277	20092808	20092907	20106591	20106685
161	"ENSG00000183597"	"TANGO2"	chr22	+	20043354	20043443	20052464	20052584	20036758	20036854	20055942	20056013
162	"ENSG00000183597"	"TANGO2"	chr22	+	20052464	20052584	20055942	20056013	20043354	20043443	20061529	20061683
163	"ENSG00000183597"	"TANGO2"	chr22	+	20052464	20052584	20055942	20056013	20043354	20043443	20063337	20063442
168	"ENSG00000100410"	"PHF5A"	chr22	-	41467447	41467614	41468123	41468147	41459716	41460487	41468601	41468692
169	"ENSG00000100403"	"ZC3H7B"	chr22	+	41325563	41325597	41327205	41327364	41320654	41320713	41330022	41330103
172	"ENSG00000100401"	"RANGAP1"	chr22	-	41256190	41256290	41256710	41256824	41256020	41256105	41257947	41258106
173	"ENSG00000100401"	"RANGAP1"	chr22	-	41256190	41256290	41257947	41258106	41256020	41256105	41261445	41261580
174	"ENSG00000100401"	"RANGAP1"	chr22	-	41257947	41258106	41261445	41261580	41256190	41256290	41264663	41264843
175	"ENSG00000100401"	"RANGAP1"	chr22	-	41261445	41261580	41264663	41264843	41257947	41258106	41268096	41268156
176	"ENSG00000100416"	"TRMU"	chr22	+	46343261	46343368	46346421	46346544	46337778	46337944	46350345	46350463
177	"ENSG00000100416"	"TRMU"	chr22	+	46346421	46346544	46350345	46350463	46337778	46337944	46352120	46352174
178	"ENSG00000100416"	"TRMU"	chr22	+	46346421	46346544	46350349	46350463	46337778	46337944	46352120	46352174
179	"ENSG00000100416"	"TRMU"	chr22	+	46346421	46346544	46350345	46350463	46343261	46343368	46352120	46352174
180	"ENSG00000099968"	"BCL2L13"	chr22	+	17655661	17655832	17683213	17683321	17638583	17638886	17688985	17689142
181	"ENSG00000099968"	"BCL2L13"	chr22	+	17683213	17683321	17688985	17689142	17655661	17655832	17696140	17696210
182	"ENSG00000099968"	"BCL2L13"	chr22	+	17683213	17683321	17688985	17689142	17655661	17655832	17702242	17702386
183	"ENSG00000099968"	"BCL2L13"	chr22	+	17683213	17683321	17696140	17696210	17655661	17655832	17702242	17702386
185	"ENSG00000099968"	"BCL2L13"	chr22	+	17688985	17689142	17696140	17696210	17655661	17655832	17702242	17702386
189	"ENSG00000100031"	"GGT1"	chr22	+	24607953	24608023	24609961	24610033	24603197	24603321	24610249	24610531
190	"ENSG00000100031"	"GGT1"	chr22	+	24607953	24608023	24609961	24610033	24607658	24607732	24610249	24610531
191	"ENSG00000286070"	NA	chr22	+	24557656	24557800	24567983	24568176	24556006	24556071	24571915	24572017
192	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213850	41214026	41219418	41219536	41209695	41209933	41220733	41220868
193	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213892	41214026	41219418	41219536	41209695	41209933	41220733	41220868
198	"ENSG00000100243"	"CYB5R3"	chr22	-	42627604	42627688	42628151	42628281	42627303	42627389	42630881	42630988
199	"ENSG00000100196"	"KDELR3"	chr22	+	38474522	38474623	38479592	38479751	38468077	38468324	38481211	38481635
201	"ENSG00000100124"	"ANKRD54"	chr22	-	37833683	37833755	37838499	37838593	37833158	37833206	37840186	37840234
202	"ENSG00000100124"	"ANKRD54"	chr22	-	37833683	37833755	37838499	37838598	37833158	37833206	37840186	37840234
203	"ENSG00000128408"	"RIBC2"	chr22	+	45417601	45417946	45422289	45422408	45414321	45414403	45425947	45426175
204	"ENSG00000100271"	"TTLL1"	chr22	-	43069603	43069844	43075473	43075590	43068409	43068590	43079901	43079986
205	"ENSG00000100271"	"TTLL1"	chr22	-	43069635	43069844	43075473	43075590	43068409	43068590	43079901	43079986
206	"ENSG00000100271"	"TTLL1"	chr22	-	43075473	43075590	43079901	43079986	43069635	43069844	43089276	43089391
208	"ENSG00000100320"	"RBFOX2"	chr22	-	35768256	35768349	35778024	35778078	35765422	35765483	35781599	35781743
210	"ENSG00000242247"	"ARFGAP3"	chr22	-	42823655	42823702	42826939	42826999	42822269	42822409	42831548	42831636
211	"ENSG00000242247"	"ARFGAP3"	chr22	-	42834241	42834325	42835361	42835493	42831548	42831636	42840943	42841016
213	"ENSG00000138942"	"RNF185"	chr22	+	31187046	31187270	31195468	31195581	31160181	31160303	31196935	31196990
214	"ENSG00000138942"	"RNF185"	chr22	+	31192683	31192702	31196935	31196990	31187046	31187270	31201497	31201615
215	"ENSG00000138942"	"RNF185"	chr22	+	31192683	31192702	31196935	31197158	31187046	31187270	31201497	31201615
216	"ENSG00000093000"	"NUP50"	chr22	+	45168167	45168246	45170987	45171177	45163999	45164296	45171599	45171683
217	"ENSG00000093000"	"NUP50"	chr22	+	45171599	45171683	45178237	45178900	45170987	45171177	45181285	45181367
218	"ENSG00000093000"	"NUP50"	chr22	+	45181285	45181367	45183401	45183520	45178237	45178900	45184452	45184830
219	"ENSG00000186654"	"PRR5"	chr22	+	44702491	44702608	44714590	44714671	44668546	44668805	44725243	44725292
220	"ENSG00000100106"	"TRIOBP"	chr22	+	37713209	37713411	37715762	37715934	37710426	37710566	37723184	37726503
223	"ENSG00000100372"	"SLC25A17"	chr22	-	40792524	40792676	40797283	40797336	40779008	40779125	40799022	40799083
224	"ENSG00000100372"	"SLC25A17"	chr22	-	40794513	40794580	40797283	40797336	40779008	40779125	40799022	40799083
226	"ENSG00000100380"	"ST13"	chr22	-	40832568	40832671	40844838	40844909	40830839	40830956	40856430	40856616
227	"ENSG00000100380"	"ST13"	chr22	-	40832568	40832671	40850822	40850880	40830839	40830956	40856430	40856639
228	"ENSG00000100380"	"ST13"	chr22	-	40848293	40848369	40850822	40850880	40844838	40844909	40856430	40856565
235	"ENSG00000184708"	"EIF4ENIF1"	chr22	-	31468174	31468302	31471843	31471917	31463680	31463967	31488622	31488745
236	"ENSG00000100373"	"UPK3A"	chr22	+	45287171	45287451	45289060	45289143	45285940	45286096	45293180	45293313
238	"ENSG00000100354"	"TNRC6B"	chr22	+	40117054	40117128	40125771	40125862	40044816	40044998	40156114	40156182
241	"ENSG00000228315"	"GUSBP11"	chr22	-	23659864	23660000	23683724	23683867	23638486	23638942	23690235	23690356
242	"ENSG00000228315"	"GUSBP11"	chr22	-	23659864	23660000	23683724	23683867	23638486	23638942	23695172	23695517
243	"ENSG00000228315"	"GUSBP11"	chr22	-	23659864	23660000	23686837	23686995	23653183	23653352	23690235	23695512
244	"ENSG00000228315"	"GUSBP11"	chr22	-	23683724	23683867	23694118	23695517	23659864	23660000	23700725	23700845
246	"ENSG00000100325"	"ASCC2"	chr22	-	29822334	29822464	29834488	29834550	29816005	29816073	29838177	29838276
247	"ENSG00000100325"	"ASCC2"	chr22	-	29827476	29827600	29832244	29832342	29825621	29825780	29834488	29834550
248	"ENSG00000100325"	"ASCC2"	chr22	-	29827476	29827600	29833540	29833614	29825621	29825780	29834488	29834550
251	"ENSG00000241973"	"PI4KA"	chr22	-	20721297	20721418	20726487	20726541	20718692	20718822	20727229	20727397
252	"ENSG00000241973"	"PI4KA"	chr22	-	20807361	20807458	20810966	20811032	20804973	20805165	20813357	20813506
254	"ENSG00000067048"	"DDX3Y"	chrY	+	12909359	12909407	12911838	12911968	12907536	12907594	12912726	12912882
255	"ENSG00000099725"	"PRKY"	chrY	+	7341114	7341234	7356134	7356230	7325905	7326169	7367355	7367433
258	"ENSG00000131002"	"TXLNGY"	chrY	+	19587209	19587507	19589520	19589612	19567381	19567482	19590082	19590423
259	"ENSG00000131002"	"TXLNGY"	chrY	+	19587209	19587507	19589520	19589612	19567381	19567482	19591779	19591959
261	"ENSG00000114374"	"USP9Y"	chrY	+	12837910	12838052	12839863	12840614	12833687	12833861	12841009	12841133
262	"ENSG00000170949"	"ZNF160"	chr19	-	53074139	53074268	53075056	53075183	53066605	53070262	53086261	53086321
263	"ENSG00000170949"	"ZNF160"	chr19	-	53075056	53075183	53086261	53086321	53074139	53074268	53091636	53091720
264	"ENSG00000167491"	"GATAD2A"	chr19	+	19492580	19492712	19494293	19494383	19465339	19465614	19495753	19495885
265	"ENSG00000167491"	"GATAD2A"	chr19	+	19494293	19494383	19495753	19495885	19492580	19492712	19498442	19498722
266	"ENSG00000160392"	"C19orf47"	chr19	-	40326333	40326486	40328412	40328550	40324005	40324076	40333850	40333929
267	"ENSG00000160392"	"C19orf47"	chr19	-	40328412	40328550	40333850	40333929	40326333	40326486	40336109	40336224
274	"ENSG00000174652"	"ZNF266"	chr19	-	9434074	9434235	9434797	9434859	9420064	9420218	9435107	9435193
275	"ENSG00000105556"	"MIER2"	chr19	-	327863	327989	334399	334542	327132	327256	344773	344815
277	"ENSG00000160216"	"AGPAT3"	chr21	+	43903956	43904019	43959633	43959859	43865222	43865345	43967945	43968115
278	"ENSG00000160216"	"AGPAT3"	chr21	+	43903956	43904019	43959633	43959859	43867241	43867346	43967945	43968005
279	"ENSG00000089356"	"FXYD3"	chr19	+	35117256	35117378	35119167	35119251	35116261	35116359	35119362	35119416
280	"ENSG00000089356"	"FXYD3"	chr19	+	35122677	35122839	35122917	35122954	35121221	35121245	35123270	35123308
281	"ENSG00000089356"	"FXYD3"	chr19	+	35122764	35122839	35122917	35122954	35121221	35121245	35123270	35123308
282	"ENSG00000079805"	"DNM2"	chr19	+	10759737	10759811	10772478	10772628	10718054	10718403	10775702	10775906
283	"ENSG00000079805"	"DNM2"	chr19	+	10782959	10783120	10786563	10786706	10777117	10777216	10793719	10793855
284	"ENSG00000079805"	"DNM2"	chr19	+	10786563	10786706	10793719	10793855	10782959	10783120	10795371	10795439
286	"ENSG00000079805"	"DNM2"	chr19	+	10796060	10796199	10797379	10797518	10795371	10795439	10802287	10802358
287	"ENSG00000079805"	"DNM2"	chr19	+	10796060	10796199	10798485	10798572	10795371	10795439	10802287	10802358
288	"ENSG00000079805"	"DNM2"	chr19	+	10797379	10797518	10798485	10798572	10795371	10795439	10802287	10802358
289	"ENSG00000079805"	"DNM2"	chr19	+	10798485	10798572	10802287	10802358	10796060	10796199	10805915	10805967
290	"ENSG00000079805"	"DNM2"	chr19	+	10798485	10798572	10802287	10802358	10797379	10797518	10805915	10805967
291	"ENSG00000079805"	"DNM2"	chr19	+	10802287	10802358	10805915	10805967	10798485	10798572	10812263	10812300
292	"ENSG00000079805"	"DNM2"	chr19	+	10805915	10805967	10812263	10812377	10802287	10802358	10819979	10820089
293	"ENSG00000079805"	"DNM2"	chr19	+	10808568	10808580	10812263	10812377	10805915	10805967	10819979	10820089
294	"ENSG00000006015"	"REX1BD"	chr19	+	18589478	18589683	18590853	18590933	18588994	18589077	18592107	18592336
295	"ENSG00000105700"	"KXD1"	chr19	+	18562035	18562157	18564868	18565021	18557869	18557914	18567131	18567178
296	"ENSG00000064961"	"HMG20B"	chr19	+	3574369	3574586	3575501	3575660	3573691	3573800	3576260	3576307
297	"ENSG00000064961"	"HMG20B"	chr19	+	3574369	3574586	3575539	3575660	3573691	3573800	3576260	3576307
298	"ENSG00000064961"	"HMG20B"	chr19	+	3574382	3574586	3575501	3575660	3573691	3573800	3576260	3576307
299	"ENSG00000064961"	"HMG20B"	chr19	+	3574382	3574586	3575539	3575660	3573691	3573800	3576260	3576307
300	"ENSG00000064961"	"HMG20B"	chr19	+	3575501	3575660	3576260	3576307	3574369	3574586	3576552	3576625
301	"ENSG00000064961"	"HMG20B"	chr19	+	3575539	3575660	3576260	3576307	3573691	3574586	3576552	3576625
304	"ENSG00000105607"	"GCDH"	chr19	+	12891486	12891522	12891830	12891974	12891270	12891395	12892115	12892178
305	"ENSG00000105607"	"GCDH"	chr19	+	12891830	12891974	12892115	12892178	12891486	12891522	12893482	12893653
308	"ENSG00000104824"	"HNRNPL"	chr19	-	38838893	38839015	38840095	38840376	38838396	38838598	38840487	38840559
309	"ENSG00000105699"	"LSR"	chr19	+	35258944	35259064	35262545	35262692	35250314	35250659	35266358	35266532
310	"ENSG00000257103"	"LSM14A"	chr19	+	34196633	34196763	34208928	34209051	34194477	34194641	34215123	34215300
311	"ENSG00000257103"	"LSM14A"	chr19	+	34196633	34196763	34208928	34209051	34194477	34194641	34215595	34215661
313	"ENSG00000257103"	"LSM14A"	chr19	+	34219390	34219573	34219705	34219877	34215595	34215661	34221506	34221738
314	"ENSG00000104880"	"ARHGEF18"	chr19	+	7440188	7440482	7441652	7441765	7395185	7395247	7441911	7442052
315	"ENSG00000104880"	"ARHGEF18"	chr19	+	7440343	7440482	7441652	7441765	7395154	7395247	7441911	7442052
316	"ENSG00000104880"	"ARHGEF18"	chr19	+	7444203	7444454	7447042	7447168	7441911	7442052	7451148	7451266
317	"ENSG00000170889"	"RPS9"	chr19	+	54201486	54201609	54206275	54206462	54201159	54201281	54207397	54207647
319	"ENSG00000075702"	"WDR62"	chr19	+	36084652	36084744	36086686	36086812	36083062	36083188	36089037	36089105
320	"ENSG00000075702"	"WDR62"	chr19	+	36090444	36090520	36092688	36092811	36089184	36089306	36094030	36094164
321	"ENSG00000075702"	"WDR62"	chr19	+	36091199	36091311	36091401	36091465	36090444	36090520	36092688	36092811
322	"ENSG00000075702"	"WDR62"	chr19	+	36091401	36091465	36092688	36092811	36091199	36091311	36094030	36094164
323	"ENSG00000075702"	"WDR62"	chr19	+	36092688	36092811	36094030	36094164	36090444	36090520	36097026	36097079
324	"ENSG00000075702"	"WDR62"	chr19	+	36092688	36092811	36094030	36094164	36091401	36091465	36097026	36097079
325	"ENSG00000104907"	"TRMT1"	chr19	-	13115996	13116052	13116145	13116431	13115625	13115768	13116652	13116712
326	"ENSG00000104907"	"TRMT1"	chr19	-	13115996	13116052	13116145	13116340	13115625	13115768	13116652	13116740
327	"ENSG00000167644"	"C19orf33"	chr19	+	38304374	38304490	38304564	38304686	38304163	38304283	38304844	38305006
328	"ENSG00000167644"	"C19orf33"	chr19	+	38304374	38304490	38304623	38304686	38304250	38304283	38304844	38305006
329	"ENSG00000011243"	"AKAP8L"	chr19	-	15397713	15397855	15399301	15399410	15397519	15397625	15400294	15400358
330	"ENSG00000011243"	"AKAP8L"	chr19	-	15397713	15399410	15403474	15404042	15397519	15397625	15410519	15410594
331	"ENSG00000011243"	"AKAP8L"	chr19	-	15397713	15400864	15410519	15410594	15397519	15397625	15418910	15419044
332	"ENSG00000011243"	"AKAP8L"	chr19	-	15398629	15399410	15400294	15400358	15397713	15397855	15400793	15400864
333	"ENSG00000011243"	"AKAP8L"	chr19	-	15399301	15399410	15400294	15400358	15397713	15397855	15400793	15400864
334	"ENSG00000011243"	"AKAP8L"	chr19	-	15403474	15403555	15403652	15403715	15397519	15397625	15404009	15404042
335	"ENSG00000011243"	"AKAP8L"	chr19	-	15403474	15403555	15403657	15403715	15397519	15397625	15404009	15404042
337	"ENSG00000011243"	"AKAP8L"	chr19	-	15404009	15404042	15410519	15410594	15403474	15403715	15418910	15418988
338	"ENSG00000125648"	"SLC25A23"	chr19	-	6452311	6452479	6453980	6454088	6444150	6444301	6454322	6454475
339	"ENSG00000130382"	"MLLT1"	chr19	-	6226976	6227102	6230569	6230713	6222120	6222684	6262227	6262310
340	"ENSG00000130382"	"MLLT1"	chr19	-	6230569	6230713	6262227	6262310	6226976	6227102	6270578	6270759
341	"ENSG00000130382"	"MLLT1"	chr19	-	6262227	6262310	6270578	6270759	6230569	6230713	6279772	6279975
342	"ENSG00000105127"	"AKAP8"	chr19	-	15373785	15374065	15374602	15374635	15372850	15373340	15376975	15377014
343	"ENSG00000105127"	"AKAP8"	chr19	-	15374602	15374635	15376975	15377014	15373716	15374065	15379025	15379161
344	"ENSG00000186111"	"PIP5K1C"	chr19	-	3633436	3633520	3637535	3637613	3630182	3633169	3638883	3639016
345	"ENSG00000186111"	"PIP5K1C"	chr19	-	3648624	3648708	3656404	3656557	3647337	3647386	3660965	3661083
346	"ENSG00000141971"	"MVB12A"	chr19	+	17422331	17422458	17423497	17423617	17420537	17420634	17423692	17423799
