ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
14153	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39345935	39345958	39345145	39345274	39347246	39347292
14154	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39345935	39346317	39345145	39345274	39347246	39347292
14155	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39345935	39345958	39345145	39345274	39347378	39347483
14156	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39346837	39347292	39345145	39345274	39347378	39347483
14157	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39346880	39347292	39345145	39345274	39347378	39347483
14158	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39347246	39347292	39345145	39345274	39347378	39347483
14159	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39345935	39345958	39345145	39345274	39348291	39348339
14160	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39345935	39345988	39345145	39345274	39348291	39348339
14161	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39346837	39346971	39345145	39345274	39348291	39348339
14162	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39346837	39347292	39345145	39345274	39348291	39348339
14163	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39346880	39346971	39345145	39345274	39348291	39348339
14164	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39346880	39347292	39345145	39345274	39348291	39348339
14165	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39347246	39347292	39345145	39345274	39348291	39348339
14166	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39347378	39347478	39345145	39345274	39348291	39348339
14167	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39347378	39347483	39345145	39345274	39348291	39348339
14168	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39347446	39347478	39345145	39345274	39348291	39348339
14169	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39347446	39347483	39345145	39345274	39348291	39348339
14170	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39347915	39347952	39345145	39345274	39348291	39348339
14171	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345864	39347915	39347962	39345145	39345274	39348291	39348339
14172	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345934	39345935	39345958	39345145	39345274	39347378	39347483
14173	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345934	39346837	39347292	39345145	39345274	39347378	39347483
14174	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345934	39346880	39347292	39345145	39345274	39347378	39347483
14175	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345934	39347246	39347292	39345145	39345274	39347378	39347483
14176	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39346837	39347292	39345145	39345274	39347378	39347483
14177	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39346880	39347292	39345145	39345274	39347378	39347483
14178	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39346837	39347292	39345145	39345274	39347915	39347952
14179	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39346880	39347292	39345145	39345274	39347915	39347952
14180	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39347446	39347478	39345145	39345274	39347915	39347952
14181	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39347446	39347483	39345145	39345274	39347915	39347952
14182	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39346837	39346971	39345145	39345274	39348291	39348339
14183	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39346837	39347292	39345145	39345274	39348291	39348339
14184	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39346880	39346971	39345145	39345274	39348291	39348339
14185	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39346880	39347292	39345145	39345274	39348291	39348339
14186	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39347446	39347478	39345145	39345274	39348291	39348339
14187	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39347446	39347483	39345145	39345274	39348291	39348339
14188	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345958	39347915	39347962	39345145	39345274	39348291	39348339
14189	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39346837	39346971	39345145	39345274	39348291	39348339
14190	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39346837	39347292	39345145	39345274	39348291	39348339
14191	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39346880	39346971	39345145	39345274	39348291	39348339
14192	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39346880	39347292	39345145	39345274	39348291	39348339
14193	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39347246	39347292	39345145	39345274	39348291	39348339
14194	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39347378	39347478	39345145	39345274	39348291	39348339
14195	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39347378	39347483	39345145	39345274	39348291	39348339
14196	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39347446	39347478	39345145	39345274	39348291	39348339
14197	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39347446	39347483	39345145	39345274	39348291	39348339
14198	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39347915	39347952	39345145	39345274	39348291	39348339
14199	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39345988	39347915	39347962	39345145	39345274	39348291	39348339
14200	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39346837	39347292	39345145	39345274	39347378	39347483
14201	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39346880	39347292	39345145	39345274	39347378	39347483
14202	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39347246	39347292	39345145	39345274	39347378	39347483
14203	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39346837	39347292	39345145	39345274	39347915	39347952
14204	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39346880	39347292	39345145	39345274	39347915	39347952
14205	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39347446	39347478	39345145	39345274	39347915	39347952
14206	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39347446	39347483	39345145	39345274	39347915	39347952
14207	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39346837	39346971	39345145	39345274	39348291	39348339
14208	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39346837	39347292	39345145	39345274	39348291	39348339
14209	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39346880	39346971	39345145	39345274	39348291	39348339
14210	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39346880	39347292	39345145	39345274	39348291	39348339
14211	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39347246	39347292	39345145	39345274	39348291	39348339
14212	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39347378	39347478	39345145	39345274	39348291	39348339
14213	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39347378	39347483	39345145	39345274	39348291	39348339
14214	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39347446	39347478	39345145	39345274	39348291	39348339
14215	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39347446	39347483	39345145	39345274	39348291	39348339
14216	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39347915	39347952	39345145	39345274	39348291	39348339
14217	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345958	39347915	39347962	39345145	39345274	39348291	39348339
14218	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39346837	39346971	39345145	39345274	39348291	39348339
14219	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39346837	39347292	39345145	39345274	39348291	39348339
14220	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39346880	39346971	39345145	39345274	39348291	39348339
14221	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39346880	39347292	39345145	39345274	39348291	39348339
14222	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39347246	39347292	39345145	39345274	39348291	39348339
14223	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39347378	39347478	39345145	39345274	39348291	39348339
14224	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39347378	39347483	39345145	39345274	39348291	39348339
14225	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39347446	39347478	39345145	39345274	39348291	39348339
14226	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39347446	39347483	39345145	39345274	39348291	39348339
14227	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39347915	39347952	39345145	39345274	39348291	39348339
14228	"ENSG00000205581"	"HMGN1"	chr21	-	39345935	39345988	39347915	39347962	39345145	39345274	39348291	39348339
14229	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39346971	39347246	39347292	39345145	39345274	39348291	39348339
14230	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39346971	39347378	39347478	39345145	39345274	39348291	39348339
14231	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39346971	39347378	39347483	39345145	39345274	39348291	39348339
14232	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39346971	39347446	39347478	39345145	39345274	39348291	39348339
14233	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39346971	39347446	39347483	39345145	39345274	39348291	39348339
14234	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39346971	39347915	39347952	39345145	39345274	39348291	39348339
14235	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39346971	39347915	39347962	39345145	39345274	39348291	39348339
14236	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39347292	39347446	39347478	39345145	39345274	39347915	39347952
14237	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39347292	39347446	39347483	39345145	39345274	39347915	39347952
14238	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39347292	39347378	39347478	39345145	39345274	39348291	39348339
14239	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39347292	39347378	39347483	39345145	39345274	39348291	39348339
14240	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39347292	39347446	39347478	39345145	39345274	39348291	39348339
14241	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39347292	39347446	39347483	39345145	39345274	39348291	39348339
14242	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39347292	39347915	39347952	39345145	39345274	39348291	39348339
14243	"ENSG00000205581"	"HMGN1"	chr21	-	39346837	39347292	39347915	39347962	39345145	39345274	39348291	39348339
14244	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347246	39347292	39345145	39345274	39348291	39348339
14245	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347378	39347478	39345145	39345274	39348291	39348339
14246	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347378	39347483	39345145	39345274	39348291	39348339
14247	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347446	39347478	39345145	39345274	39348291	39348339
14248	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347446	39347483	39345145	39345274	39348291	39348339
14249	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347915	39347952	39345145	39345274	39348291	39348339
14250	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347915	39347962	39345145	39345274	39348291	39348339
14251	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347378	39347478	39345829	39345958	39348291	39348339
14252	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347378	39347483	39345829	39345958	39348291	39348339
14253	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347549	39347952	39345829	39345958	39348291	39348339
14254	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347549	39347962	39345829	39345958	39348291	39348339
14255	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347915	39347952	39345829	39345958	39348291	39348339
14256	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39346971	39347915	39347962	39345829	39345958	39348291	39348339
14257	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347446	39347478	39345145	39345274	39347915	39347952
14258	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347446	39347483	39345145	39345274	39347915	39347952
14259	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347378	39347478	39345145	39345274	39348291	39348339
14260	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347378	39347483	39345145	39345274	39348291	39348339
14261	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347446	39347478	39345145	39345274	39348291	39348339
14262	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347446	39347483	39345145	39345274	39348291	39348339
14263	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347915	39347952	39345145	39345274	39348291	39348339
14264	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347915	39347962	39345145	39345274	39348291	39348339
14265	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347378	39347478	39345829	39345958	39348291	39348339
14266	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347378	39347483	39345829	39345958	39348291	39348339
14267	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347549	39347952	39345829	39345958	39348291	39348339
14268	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347549	39347962	39345829	39345958	39348291	39348339
14269	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347915	39347952	39345829	39345958	39348291	39348339
14270	"ENSG00000205581"	"HMGN1"	chr21	-	39346880	39347292	39347915	39347962	39345829	39345958	39348291	39348339
14271	"ENSG00000205581"	"HMGN1"	chr21	-	39347246	39347292	39347446	39347478	39345145	39345274	39348291	39348339
14272	"ENSG00000205581"	"HMGN1"	chr21	-	39347246	39347292	39347446	39347483	39345145	39345274	39348291	39348339
14273	"ENSG00000205581"	"HMGN1"	chr21	-	39347246	39347292	39347915	39347962	39345145	39345274	39348291	39348339
14274	"ENSG00000205581"	"HMGN1"	chr21	-	39347378	39347478	39347915	39347962	39345145	39345274	39348291	39348339
14275	"ENSG00000205581"	"HMGN1"	chr21	-	39347378	39347478	39347549	39347952	39345829	39345958	39348291	39348339
14276	"ENSG00000205581"	"HMGN1"	chr21	-	39347378	39347478	39347549	39347962	39345829	39345958	39348291	39348339
14277	"ENSG00000205581"	"HMGN1"	chr21	-	39347378	39347478	39347915	39347962	39345829	39345958	39348291	39348339
14278	"ENSG00000205581"	"HMGN1"	chr21	-	39347378	39347483	39347915	39347962	39345145	39345274	39348291	39348339
14279	"ENSG00000205581"	"HMGN1"	chr21	-	39347378	39347483	39347549	39347952	39345829	39345958	39348291	39348339
14280	"ENSG00000205581"	"HMGN1"	chr21	-	39347378	39347483	39347549	39347962	39345829	39345958	39348291	39348339
14281	"ENSG00000205581"	"HMGN1"	chr21	-	39347378	39347483	39347915	39347962	39345829	39345958	39348291	39348339
14282	"ENSG00000205581"	"HMGN1"	chr21	-	39347446	39347478	39347915	39347952	39345145	39345274	39348291	39348339
14283	"ENSG00000205581"	"HMGN1"	chr21	-	39347446	39347478	39347915	39347962	39345145	39345274	39348291	39348339
14284	"ENSG00000205581"	"HMGN1"	chr21	-	39347446	39347483	39347915	39347952	39345145	39345274	39348291	39348339
14285	"ENSG00000205581"	"HMGN1"	chr21	-	39347446	39347483	39347915	39347962	39345145	39345274	39348291	39348339
14286	"ENSG00000205581"	"HMGN1"	chr21	-	39347446	39347483	39348291	39348339	39345145	39345274	39348421	39348451
14287	"ENSG00000205581"	"HMGN1"	chr21	-	39348291	39348453	39348544	39348561	39345145	39345274	39348902	39349140
14288	"ENSG00000205581"	"HMGN1"	chr21	-	39348291	39348453	39348544	39348572	39345145	39345274	39348902	39349140
14289	"ENSG00000205581"	"HMGN1"	chr21	-	39348291	39348453	39348544	39348577	39345145	39345274	39348902	39349140
14290	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348451	39348544	39348561	39348291	39348339	39348902	39349140
14291	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348451	39348544	39348572	39348291	39348339	39348902	39349140
14292	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348453	39348544	39348561	39345145	39345274	39348902	39349140
14293	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348453	39348544	39348572	39345145	39345274	39348902	39349140
14294	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348453	39348544	39348577	39345145	39345274	39348902	39349140
14295	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348453	39348544	39348561	39348291	39348339	39348902	39349140
14296	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348453	39348544	39348572	39348291	39348339	39348902	39349140
14297	"ENSG00000205581"	"HMGN1"	chr21	-	39348543	39348577	39348902	39349049	39348421	39348451	39349459	39349647
14298	"ENSG00000205581"	"HMGN1"	chr21	-	39348543	39348577	39348906	39349049	39348421	39348451	39349459	39349647
14299	"ENSG00000205581"	"HMGN1"	chr21	-	39348543	39348577	39348981	39349049	39348421	39348451	39349459	39349647
14300	"ENSG00000205581"	"HMGN1"	chr21	-	39348544	39348577	39348902	39349049	39345145	39345274	39349459	39349647
14301	"ENSG00000205581"	"HMGN1"	chr21	-	39348544	39348577	39348902	39349049	39348421	39348451	39349459	39349647
14302	"ENSG00000205581"	"HMGN1"	chr21	-	39348544	39348577	39348906	39349049	39348421	39348451	39349459	39349647
14303	"ENSG00000205581"	"HMGN1"	chr21	-	39348544	39348577	39348981	39349049	39348421	39348451	39349459	39349647
14304	"ENSG00000154727"	"GABPA"	chr21	+	25736507	25736579	25736892	25736942	25735388	25735578	25741572	25741675
14305	"ENSG00000154727"	"GABPA"	chr21	+	25736507	25736579	25740396	25740487	25735388	25735578	25741572	25741675
14306	"ENSG00000154727"	"GABPA"	chr21	+	25736507	25736942	25740396	25740487	25735388	25735578	25741572	25741675
14307	"ENSG00000154727"	"GABPA"	chr21	+	25736892	25736942	25740396	25740487	25735388	25735578	25741572	25741675
14308	"ENSG00000154727"	"GABPA"	chr21	+	25741560	25741675	25745209	25745354	25735388	25735578	25749035	25749120
14309	"ENSG00000154727"	"GABPA"	chr21	+	25741596	25741675	25745209	25745354	25735388	25735578	25749035	25749120
14310	"ENSG00000183844"	"FAM3B"	chr21	+	41345685	41345952	41346208	41346407	41338377	41338501	41347012	41347100
14311	"ENSG00000183844"	"FAM3B"	chr21	+	41345838	41345952	41346208	41346407	41345685	41345736	41347012	41347100
14312	"ENSG00000185917"	"SETD4"	chr21	-	36043400	36043651	36043781	36043956	36041806	36041888	36045581	36046011
14313	"ENSG00000185917"	"SETD4"	chr21	-	36043400	36043651	36043781	36043969	36041806	36041888	36045581	36046011
14314	"ENSG00000185917"	"SETD4"	chr21	-	36043400	36043651	36043881	36043956	36041806	36041888	36045581	36046011
14315	"ENSG00000185917"	"SETD4"	chr21	-	36043400	36043651	36043881	36043969	36041806	36041888	36045581	36046011
14316	"ENSG00000160199"	"PKNOX1"	chr21	+	43007490	43007617	43010052	43010224	43004325	43004432	43013067	43013238
14317	"ENSG00000157540"	"DYRK1A"	chr21	+	37375050	37375117	37415489	37415565	37367580	37367628	37420298	37420384
14318	"ENSG00000160218"	"TRAPPC10"	chr21	+	44032758	44032935	44033263	44033319	44032090	44032172	44037791	44037927
14319	"ENSG00000160218"	"TRAPPC10"	chr21	+	44032789	44032935	44033263	44033319	44032090	44032172	44037791	44037927
14320	"ENSG00000160214"	"RRP1"	chr21	+	43797906	43797935	43799569	43799595	43797630	43797695	43802273	43802387
14321	"ENSG00000160214"	"RRP1"	chr21	+	43800516	43800592	43802273	43802387	43799569	43799649	43803511	43805293
