ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
679	"ENSG00000105193"	"RPS16"	chr19	-	39435606	39435708	39435606	39435705	39435847	39435949
694	"ENSG00000126254"	"RBM42"	chr19	+	35633076	35633252	35633097	35633252	35632935	35633001
695	"ENSG00000126254"	"RBM42"	chr19	+	35637157	35637352	35637249	35637352	35634255	35634373
730	"ENSG00000181666"	"ZNF875"	chr19	+	37347189	37347316	37347231	37347316	37324207	37324265
738	"ENSG00000105698"	"USF2"	chr19	+	35269445	35269699	35269580	35269699	35269107	35269163
739	"ENSG00000105698"	"USF2"	chr19	+	35270717	35270805	35270758	35270805	35269580	35269699
740	"ENSG00000105698"	"USF2"	chr19	+	35278697	35279074	35278945	35279074	35271082	35271141
741	"ENSG00000105698"	"USF2"	chr19	+	35278697	35279074	35278969	35279074	35271082	35271141
742	"ENSG00000105698"	"USF2"	chr19	+	35278945	35279074	35278969	35279074	35271082	35271141
769	"ENSG00000131115"	"ZNF227"	chr19	+	44213086	44213244	44213089	44213244	44212622	44212763
770	"ENSG00000131115"	"ZNF227"	chr19	+	44228445	44228572	44228486	44228572	44213089	44213244
772	"ENSG00000104783"	"KCNN4"	chr19	-	43771999	43772135	43771999	43772103	43774191	43774619
775	"ENSG00000171574"	"ZNF584"	chr19	+	58409940	58410091	58409964	58410091	58401570	58401662
780	"ENSG00000249115"	"HAUS5"	chr19	+	35613867	35614059	35614034	35614059	35613729	35613792
795	"ENSG00000161558"	"TMEM143"	chr19	-	48360071	48360183	48360071	48360176	48363290	48363674
817	"ENSG00000188493"	"C19orf54"	chr19	-	40743914	40743981	40743914	40743975	40744066	40744196
822	"ENSG00000064545"	"TMEM161A"	chr19	-	19133129	19133357	19133129	19133210	19134783	19134916
825	"ENSG00000105726"	"ATP13A1"	chr19	-	19656659	19656916	19656659	19656766	19656993	19657149
835	"ENSG00000105393"	"BABAM1"	chr19	+	17268793	17269091	17268801	17269091	17267442	17267516
841	"ENSG00000180957"	"PITPNB"	chr22	-	27896551	27896634	27896551	27896626	27897800	27897892
850	"ENSG00000167460"	"TPM4"	chr19	+	16088026	16089120	16089044	16089120	16086422	16086540
856	"ENSG00000123136"	"DDX39A"	chr19	-	14412550	14413224	14412550	14412678	14419269	14419341
857	"ENSG00000105397"	"TYK2"	chr19	-	10368294	10368418	10368294	10368371	10378213	10378508
860	"ENSG00000130158"	"DOCK6"	chr19	-	11202583	11202715	11202583	11202709	11204080	11204095
882	"ENSG00000167658"	"EEF2"	chr19	-	3982245	3982424	3982245	3982313	3982806	3983018
884	"ENSG00000105355"	"PLIN3"	chr19	-	4852015	4852301	4852015	4852265	4861328	4861411
888	"ENSG00000130254"	"SAFB2"	chr19	-	5600129	5600260	5600129	5600172	5611119	5611630
893	"ENSG00000031823"	"RANBP3"	chr19	-	5957917	5957973	5957917	5957935	5974349	5974431
906	"ENSG00000064932"	"SBNO2"	chr19	-	1109134	1109598	1109134	1109211	1109682	1109777
909	"ENSG00000099622"	"CIRBP"	chr19	+	1270866	1271036	1270927	1271036	1266652	1266701
910	"ENSG00000099622"	"CIRBP"	chr19	+	1270866	1271036	1270927	1271036	1266797	1267165
912	"ENSG00000099622"	"CIRBP"	chr19	+	1270927	1271467	1271139	1271467	1269331	1269410
924	"ENSG00000078699"	"CBFA2T2"	chr20	+	33640340	33640531	33640343	33640531	33636639	33636708
926	"ENSG00000080845"	"DLGAP4"	chr20	+	36499587	36499676	36499602	36499676	36497446	36497602
936	"ENSG00000273154"	NA	chr20	+	63737820	63737902	63737844	63737902	63737532	63737647
937	"ENSG00000197114"	"ZGPAT"	chr20	+	63734644	63734824	63734704	63734824	63733586	63733712
942	"ENSG00000064601"	"CTSA"	chr20	+	45896964	45898109	45897716	45898109	45894993	45895133
944	"ENSG00000064601"	"CTSA"	chr20	+	45897716	45898109	45898004	45898109	45894993	45895133
945	"ENSG00000064601"	"CTSA"	chr20	+	45896964	45898109	45898004	45898109	45894993	45895138
957	"ENSG00000124201"	"ZNFX1"	chr20	-	49275778	49275887	49275778	49275879	49277929	49278041
967	"ENSG00000092758"	"COL9A3"	chr20	+	62836186	62836532	62836477	62836532	62835920	62835953
995	"ENSG00000214078"	"CPNE1"	chr20	-	35630438	35631034	35630438	35630490	35631113	35631173
997	"ENSG00000214078"	"CPNE1"	chr20	-	35658929	35659014	35658929	35658982	35664358	35664900
999	"ENSG00000214078"	"CPNE1"	chr20	-	35658929	35659014	35658929	35658982	35664878	35664932
1003	"ENSG00000131051"	"RBM39"	chr20	-	35709223	35709274	35709223	35709256	35714184	35714389
1007	"ENSG00000131051"	"RBM39"	chr20	-	35738967	35740887	35738967	35739017	35741940	35742236
1009	"ENSG00000198900"	"TOP1"	chr20	+	41092471	41097341	41097219	41097341	41084461	41084568
1015	"ENSG00000149600"	"COMMD7"	chr20	-	32728088	32728142	32728088	32728139	32742475	32742565
1019	"ENSG00000089006"	"SNX5"	chr20	-	17953995	17954223	17953995	17954117	17956932	17957037
1029	"ENSG00000125967"	"NECAB3"	chr20	-	33658721	33658834	33658721	33658816	33659496	33659732
1054	"ENSG00000149636"	"DSN1"	chr20	-	36770872	36771024	36770872	36770977	36771424	36771473
1056	"ENSG00000149636"	"DSN1"	chr20	-	36770872	36771193	36770872	36771024	36771424	36771473
1061	"ENSG00000125863"	"MKKS"	chr20	-	10412529	10413931	10412529	10412700	10420527	10420758
1067	"ENSG00000244462"	"RBM12"	chr20	-	35658929	35659014	35658929	35658982	35664801	35664889
1070	"ENSG00000254995"	"STX16-NPEPL1"	chr20	+	58673630	58673711	58673637	58673711	58671153	58671297
1105	"ENSG00000101104"	"PABPC1L"	chr20	+	44930459	44930726	44930517	44930726	44921593	44921731
1109	"ENSG00000101104"	"PABPC1L"	chr20	+	44933056	44933185	44933071	44933185	44932681	44932713
1137	"ENSG00000089057"	"SLC23A2"	chr20	-	4970792	4970919	4970792	4970915	5001405	5001510
1139	"ENSG00000171456"	"ASXL1"	chr20	+	32360709	32360806	32360793	32360806	32358965	32359851
1172	"ENSG00000088826"	"SMOX"	chr20	+	4182088	4182848	4182482	4182848	4181802	4181976
1173	"ENSG00000125898"	"FAM110A"	chr20	+	844707	846279	844710	846279	841274	841316
1180	"ENSG00000221983"	"UBA52"	chr19	+	18574869	18575241	18575056	18575241	18573661	18573748
1198	"ENSG00000238105"	"GOLGA2P5"	chr12	-	100166330	100166663	100166330	100166636	100167053	100167141
1213	"ENSG00000124357"	"NAGK"	chr2	+	71072640	71073594	71073481	71073594	71071685	71071827
1215	"ENSG00000124357"	"NAGK"	chr2	+	71075554	71076701	71076603	71076701	71072640	71073594
1231	"ENSG00000122126"	"OCRL"	chrX	+	129540743	129540823	129540747	129540823	129540274	129540478
1238	"ENSG00000126777"	"KTN1"	chr14	+	55671565	55671877	55671784	55671877	55670728	55670809
1283	"ENSG00000165280"	"VCP"	chr9	-	35068250	35068362	35068250	35068354	35071756	35072205
1305	"ENSG00000114745"	"GORASP1"	chr3	-	39100304	39100503	39100304	39100454	39100787	39101102
1310	"ENSG00000114107"	"CEP70"	chr3	-	138571265	138571356	138571265	138571353	138572858	138572984
1327	"ENSG00000161677"	"JOSD2"	chr19	-	50510285	50510448	50510285	50510445	50511074	50511159
1335	"ENSG00000039650"	"PNKP"	chr19	-	49865126	49865426	49865126	49865242	49867053	49867217
1341	"ENSG00000198755"	"RPL10A"	chr6	+	35468946	35469529	35469380	35469529	35468798	35468873
1350	"ENSG00000166896"	"ATP23"	chr12	+	57951757	57951895	57951761	57951895	57946994	57947076
1354	"ENSG00000132780"	"NASP"	chr1	+	45604916	45605016	45604935	45605016	45591222	45591270
1357	"ENSG00000133142"	"TCEAL4"	chrX	+	103585969	103586291	103586218	103586291	103585562	103585624
1358	"ENSG00000133142"	"TCEAL4"	chrX	+	103585858	103586291	103586218	103586291	103585614	103585683
1360	"ENSG00000198363"	"ASPH"	chr8	-	61638321	61638363	61638321	61638360	61643385	61643433
1361	"ENSG00000106133"	"NSUN5P2"	chr7	-	72948891	72949102	72948891	72948980	72949312	72949491
1362	"ENSG00000106133"	"NSUN5P2"	chr7	-	72948891	72949102	72948891	72948980	72949845	72949961
1364	"ENSG00000106610"	"STAG3L4"	chr7	+	67308576	67309139	67308934	67309139	67302658	67302885
1366	"ENSG00000239969"	NA	chr7	+	102365973	102366076	102366017	102366076	102364297	102364411
1378	"ENSG00000122952"	"ZWINT"	chr10	-	56359686	56360383	56359686	56359853	56361195	56361259
1384	"ENSG00000008311"	"AASS"	chr7	-	122086011	122086239	122086011	122086115	122091702	122091843
1385	"ENSG00000008311"	"AASS"	chr7	-	122086011	122086239	122086011	122086179	122091702	122091843
1410	"ENSG00000204392"	"LSM2"	chr6	-	31806074	31806142	31806074	31806121	31806754	31806966
1411	"ENSG00000250920"	NA	chr4	-	103550588	103551314	103550588	103550899	103552500	103553242
1412	"ENSG00000250920"	NA	chr4	-	103550588	103551317	103550588	103550899	103552500	103553242
1413	"ENSG00000250920"	NA	chr4	-	103550588	103551317	103550588	103551314	103552500	103553242
1421	"ENSG00000102878"	"HSF4"	chr16	+	67166319	67166395	67166323	67166395	67166046	67166070
1422	"ENSG00000102878"	"HSF4"	chr16	+	67166557	67166622	67166587	67166622	67166310	67166369
1431	"ENSG00000106123"	"EPHB6"	chr7	+	142865959	142866605	142866480	142866605	142865474	142865630
1434	"ENSG00000144161"	"ZC3H8"	chr2	-	112231837	112231947	112231837	112231945	112233259	112233371
1439	"ENSG00000105974"	"CAV1"	chr7	+	116526524	116526689	116526557	116526689	116525627	116525805
1440	"ENSG00000105974"	"CAV1"	chr7	+	116526524	116526689	116526557	116526689	116526276	116526388
1450	"ENSG00000077713"	"SLC25A43"	chrX	+	119451849	119452143	119452008	119452143	119410189	119410362
1456	"ENSG00000091140"	"DLD"	chr7	+	107904862	107905058	107904957	107905058	107904662	107904746
1485	"ENSG00000131504"	"DIAPH1"	chr5	-	141534334	141534442	141534334	141534433	141571925	141572040
1494	"ENSG00000237080"	"EHMT2-AS1"	chr6	+	31882672	31884204	31883882	31884204	31881395	31881560
1507	"ENSG00000166997"	"CNPY4"	chr7	+	100124431	100124631	100124513	100124631	100122480	100122577
1527	"ENSG00000105856"	"HBP1"	chr7	+	107179816	107180062	107179878	107180062	107169002	107169185
1544	"ENSG00000077454"	"LRCH4"	chr7	-	100577085	100577389	100577085	100577154	100577496	100577558
1550	"ENSG00000075711"	"DLG1"	chr3	-	197076585	197076685	197076585	197076682	197085579	197085756
1578	"ENSG00000165609"	"NUDT5"	chr10	-	12170716	12170908	12170716	12170770	12172764	12172866
1603	"ENSG00000153956"	"CACNA2D1"	chr7	-	81997178	81997250	81997178	81997235	82005422	82005497
1619	"ENSG00000167333"	"TRIM68"	chr11	-	4602151	4602412	4602151	4602406	4603244	4603340
1623	"ENSG00000001631"	"KRIT1"	chr7	-	92245426	92245595	92245426	92245574	92245789	92245920
1631	"ENSG00000135249"	"RINT1"	chr7	+	105542407	105542649	105542491	105542649	105536657	105536749
1635	"ENSG00000169718"	"DUS1L"	chr17	-	82060700	82060783	82060700	82060780	82060860	82060961
1642	"ENSG00000120798"	"NR2C1"	chr12	-	95028386	95028524	95028386	95028509	95049067	95049233
1649	"ENSG00000009950"	"MLXIPL"	chr7	-	73596638	73596789	73596638	73596786	73597181	73597713
1657	"ENSG00000129566"	"TEP1"	chr14	-	20371488	20371632	20371488	20371607	20372732	20372857
1666	"ENSG00000261408"	"TEN1-CDK3"	chr17	+	76000140	76001541	76001411	76001541	75986186	75986284
1681	"ENSG00000089280"	"FUS"	chr16	+	31183857	31184002	31183860	31184002	31180138	31180227
1682	"ENSG00000089280"	"FUS"	chr16	+	31183857	31184002	31183860	31184002	31182397	31182422
1686	"ENSG00000106462"	"EZH2"	chr7	-	148816683	148817391	148816683	148816778	148817876	148818117
1696	"ENSG00000016402"	"IL20RA"	chr6	-	137009316	137009492	137009316	137009426	137011273	137011452
1698	"ENSG00000016402"	"IL20RA"	chr6	-	137009316	137009492	137009316	137009426	137044640	137045180
1702	"ENSG00000111667"	"USP5"	chr12	+	6863144	6863377	6863185	6863377	6861442	6861617
1753	"ENSG00000198721"	"ECI2"	chr6	-	4117307	4119275	4117307	4117451	4125249	4126237
1760	"ENSG00000112739"	"PRPF4B"	chr6	+	4061654	4062299	4062212	4062299	4061014	4061147
1766	"ENSG00000124508"	"BTN2A2"	chr6	+	26383652	26383915	26383791	26383915	26383142	26383181
1770	"ENSG00000106785"	"TRIM14"	chr9	-	98099930	98100164	98099930	98099976	98109888	98109984
1777	"ENSG00000132424"	"PNISR"	chr6	-	99414571	99414690	99414571	99414686	99415568	99415747
1778	"ENSG00000132424"	"PNISR"	chr6	-	99414571	99414690	99414571	99414686	99416348	99416428
1787	"ENSG00000137312"	"FLOT1"	chr6	-	30730681	30731100	30730681	30730727	30740157	30740310
1789	"ENSG00000124444"	"ZNF576"	chr19	+	43597093	43597193	43597096	43597193	43596574	43596638
1801	"ENSG00000096070"	"BRPF3"	chr6	+	36225266	36225364	36225270	36225364	36217916	36218010
1804	"ENSG00000082269"	"FAM135A"	chr6	+	70475409	70475549	70475458	70475549	70452491	70452571
1806	"ENSG00000082269"	"FAM135A"	chr6	+	70524342	70526698	70524930	70526698	70522512	70522586
1808	"ENSG00000082269"	"FAM135A"	chr6	+	70524342	70526698	70525863	70526698	70523966	70524121
1809	"ENSG00000082269"	"FAM135A"	chr6	+	70524930	70526698	70525863	70526698	70523966	70524121
1810	"ENSG00000133265"	"HSPBP1"	chr19	-	55279398	55279705	55279398	55279702	55279929	55280077
1821	"ENSG00000130244"	"FAM98C"	chr19	+	38405518	38407077	38406909	38407077	38405343	38405421
1823	"ENSG00000234129"	NA	chrX	-	11055935	11056041	11055935	11056036	11106900	11106990
1837	"ENSG00000163346"	"PBXIP1"	chr1	-	154951794	154951921	154951794	154951919	154953670	154953757
1838	"ENSG00000113810"	"SMC4"	chr3	+	160404327	160404504	160404377	160404504	160399668	160399749
1840	"ENSG00000113810"	"SMC4"	chr3	+	160404327	160404504	160404377	160404504	160400821	160400965
1861	"ENSG00000109118"	"PHF12"	chr17	-	28923908	28927063	28923908	28924302	28950064	28950246
1877	"ENSG00000268895"	"A1BG-AS1"	chr19	+	58353320	58353474	58353378	58353474	58351969	58353044
1890	"ENSG00000131351"	"HAUS8"	chr19	-	17059996	17060092	17059996	17060089	17069030	17069086
1891	"ENSG00000131351"	"HAUS8"	chr19	-	17059996	17060092	17059996	17060089	17073273	17073335
1894	"ENSG00000271793"	NA	chr6	-	85612831	85612923	85612831	85612920	85622481	85622687
1896	"ENSG00000164924"	"YWHAZ"	chr8	-	100948595	100948900	100948595	100948732	100950405	100950557
1897	"ENSG00000164924"	"YWHAZ"	chr8	-	100948595	100948900	100948595	100948732	100951455	100951595
1898	"ENSG00000164924"	"YWHAZ"	chr8	-	100948595	100948900	100948595	100948732	100951928	100952619
1902	"ENSG00000180098"	"TRNAU1AP"	chr1	+	28560632	28561398	28561345	28561398	28553639	28553737
1907	"ENSG00000148356"	"LRSAM1"	chr9	+	127478933	127478963	127478938	127478963	127462251	127462373
1908	"ENSG00000148356"	"LRSAM1"	chr9	+	127478933	127478963	127478938	127478963	127467739	127467830
1913	"ENSG00000148356"	"LRSAM1"	chr9	+	127487494	127487763	127487536	127487763	127485735	127485840
1914	"ENSG00000148356"	"LRSAM1"	chr9	+	127487494	127487763	127487675	127487763	127485735	127485840
1931	"ENSG00000147133"	"TAF1"	chrX	+	71423973	71424066	71424016	71424066	71423116	71423264
1957	"ENSG00000122335"	"SERAC1"	chr6	-	158150452	158150587	158150452	158150563	158155314	158155351
1959	"ENSG00000122335"	"SERAC1"	chr6	-	158150452	158150589	158150452	158150587	158155314	158155351
1960	"ENSG00000122335"	"SERAC1"	chr6	-	158150452	158150587	158150452	158150563	158158272	158158364
1961	"ENSG00000122335"	"SERAC1"	chr6	-	158150452	158150589	158150452	158150563	158158272	158158364
1994	"ENSG00000109103"	"UNC119"	chr17	-	28548591	28548705	28548591	28548656	28552064	28552092
2000	"ENSG00000189266"	"PNRC2"	chr1	+	23960928	23961134	23960932	23961134	23959108	23959256
2003	"ENSG00000182149"	"IST1"	chr16	+	71915601	71915728	71915625	71915728	71894720	71894858
2004	"ENSG00000182149"	"IST1"	chr16	+	71915625	71915728	71915628	71915728	71895552	71895589
2005	"ENSG00000182149"	"IST1"	chr16	+	71924768	71924817	71924772	71924817	71922473	71922680
2012	"ENSG00000117632"	"STMN1"	chr1	-	25901490	25903813	25901490	25901682	25904663	25904738
2013	"ENSG00000183742"	"MACC1"	chr7	-	20170713	20170781	20170713	20170778	20184988	20185078
2014	"ENSG00000183742"	"MACC1"	chr7	-	20170713	20170781	20170713	20170778	20198524	20198670
2020	"ENSG00000029363"	"BCLAF1"	chr6	-	136268161	136268339	136268161	136268273	136269140	136269303
2026	"ENSG00000071537"	"SEL1L"	chr14	-	81506073	81506241	81506073	81506178	81527700	81527738
2027	"ENSG00000280537"	NA	chr2	-	219163387	219163555	219163387	219163503	219164232	219164338
2032	"ENSG00000066651"	"TRMT11"	chr6	+	126010924	126011417	126011252	126011417	126008391	126008472
2033	"ENSG00000066651"	"TRMT11"	chr6	+	126012969	126013101	126012974	126013101	126012770	126012852
2038	"ENSG00000137207"	"YIPF3"	chr6	-	43515888	43516190	43515888	43516095	43516495	43516614
2056	"ENSG00000146918"	"NCAPG2"	chr7	-	158655117	158655455	158655117	158655258	158656259	158656433
2061	"ENSG00000165905"	"LARGE2"	chr11	+	45922820	45923167	45923057	45923167	45922655	45922728
2070	"ENSG00000214087"	"ARL16"	chr17	-	81682033	81683126	81682033	81682675	81683535	81683594
