ID...1	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
592	ENSG00000000419	DPM1	chr20	-	50945736	50945923	50945846	50945923	50942030	50942126	592	238,242,231	29,19,21	240,232,240	6,8,14	259	149	0.0000665229097716	0.00641991094799	0.825,0.88,0.864	0.958,0.943,0.908	-0.08
627	ENSG00000214078	CPNE1	chr20	-	35664358	35664900	35664759	35664900	35658929	35658982	627	91,128,114	22,32,29	159,126,150	14,16,16	298	149	0.0000349594266665	0.00402077262576	0.674,0.667,0.663	0.85,0.797,0.824	-0.156
628	ENSG00000214078	CPNE1	chr20	-	35664358	35664900	35664759	35664900	35658929	35659014	628	91,130,114	72,112,115	156,126,150	52,72,71	298	149	0.0000337788105057	0.00394524780471	0.387,0.367,0.331	0.6,0.467,0.514	-0.165
657	ENSG00000234684	SDCBP2-AS1	chr20	+	1325420	1325782	1325420	1325529	1373077	1373178	657	2,2,1	5,2,1	1,2,1	0,0,0	298	149	0.0000000000269027022881	0.0000000243173904893	0.167,0.333,0.333	1.0,1.0,1.0	-0.722
769	ENSG00000238105	GOLGA2P5	chr12	-	100158678	100158873	100158797	100158873	100157996	100158077	769	42,24,42	62,49,66	47,46,53	50,33,44	268	149	0.000860094623404	0.042690094854	0.274,0.214,0.261	0.343,0.437,0.401	-0.144
815	ENSG00000165280	VCP	chr9	-	35059442	35059801	35059492	35059801	35059063	35059219	815	41,24,30	1495,1206,1304	19,14,21	1567,1544,1722	199	149	0.00035537447107	0.0223816167123	0.02,0.015,0.017	0.009,0.007,0.009	0.009
848	ENSG00000198755	RPL10A	chr6	+	35468419	35468873	35468419	35468439	35469380	35469529	848	18,14,8	0,1,0	9,17,11	0,3,5	298	149	0.000161444002673	0.0125132750719	1.0,0.875,1.0	1.0,0.739,0.524	0.204
918	ENSG00000172663	TMEM134	chr11	-	67467164	67467388	67467311	67467388	67465055	67465267	918	4,5,13	1,0,1	7,4,3	2,1,3	296	149	0.000925069853535	0.0449418682743	0.668,1.0,0.867	0.638,0.668,0.335	0.298
963	ENSG00000198301	SDAD1	chr4	-	75990695	75990945	75990751	75990945	75981932	75982037	963	21,26,19	305,336,284	6,2,5	196,187,140	205	149	0.0000619569116167	0.00608914045456	0.048,0.053,0.046	0.022,0.008,0.025	0.031
1067	ENSG00000177302	TOP3A	chr17	-	18308312	18308424	18308350	18308424	18306890	18306966	1067	5,5,8	31,31,55	2,0,0	34,29,33	187	149	0.0000229349190795	0.00288606725836	0.114,0.114,0.104	0.045,0.0,0.0	0.096
1121	ENSG00000105443	CYTH2	chr19	+	48474837	48474953	48474837	48474949	48478068	48478145	1121	17,14,13	139,148,157	29,18,29	114,138,106	153	149	0.000448455972073	0.026379980678	0.106,0.084,0.075	0.199,0.113,0.21	-0.086
1306	ENSG00000182149	IST1	chr16	+	71895552	71895595	71895552	71895589	71915628	71915728	1306	6,12,4	0,3,5	1,7,7	0,0,0	155	149	0.0000796246060026	0.00733151842099	1.0,0.794,0.435	1.0,1.0,1.0	-0.257
1335	ENSG00000214293	APTR	chr7	-	77695895	77696255	77696171	77696255	77685201	77685328	1335	54,95,73	3,1,6	64,42,65	0,0,0	298	149	0.000462290334265	0.0269958205479	0.9,0.979,0.859	1.0,1.0,1.0	-0.087
1338	ENSG00000121766	ZCCHC17	chr1	+	31296981	31297213	31296981	31297075	31319108	31319166	1338	23,23,20	20,11,10	28,22,39	5,6,3	287	149	0.000249286351145	0.0173896197363	0.374,0.521,0.509	0.744,0.656,0.871	-0.289
1348	ENSG00000143569	UBAP2L	chr1	+	154234590	154234792	154234590	154234759	154236565	154236611	1348	16,28,16	0,0,1	19,19,23	5,2,6	182	149	0.00000545507522764	0.000924159401991	1.0,1.0,0.929	0.757,0.886,0.758	0.176
1455	ENSG00000171365	CLCN5	chrX	+	49923406	49923741	49923406	49923482	49925170	49925314	1455	0,3,7	2,3,1	4,5,1	0,1,0	298	149	0.00000291434530952	0.000588157040657	0.0,0.333,0.778	1.0,0.714,1.0	-0.534
1482	ENSG00000068796	KIF2A	chr5	+	62352587	62352710	62352587	62352653	62353274	62353375	1482	320,413,432	334,385,381	279,345,306	405,373,480	206	149	0.000963705396826	0.0464671083787	0.409,0.437,0.451	0.333,0.401,0.316	0.082
1527	ENSG00000196262	PPIA	chr7	+	44798747	44798904	44798747	44798814	44799246	44799277	1527	108,72,78	180,177,146	150,125,173	130,142,119	239	149	0.0000000539924238652	0.0000232555153449	0.272,0.202,0.25	0.418,0.354,0.475	-0.174
1583	ENSG00000164609	SLU7	chr5	-	160418595	160419081	160419022	160419081	160417111	160417241	1583	25,30,23	115,126,154	18,11,13	138,184,135	298	149	0.000295996898148	0.0195233226438	0.098,0.106,0.069	0.061,0.029,0.046	0.046
1689	ENSG00000173486	FKBP2	chr11	+	64241664	64241994	64241664	64241747	64242383	64242558	1689	270,277,278	8,6,9	229,218,305	20,19,18	298	149	0.0000399942524465	0.00445886014459	0.944,0.958,0.939	0.851,0.852,0.894	0.081
1733	ENSG00000146007	ZMAT2	chr5	+	140703917	140704004	140703917	140703991	140704425	140704571	1733	67,58,74	3174,2776,2893	32,39,50	3167,2939,3474	162	149	0.0000402562598663	0.00447295503347	0.019,0.019,0.023	0.009,0.012,0.013	0.009
1809	ENSG00000197912	SPG7	chr16	+	89540943	89541384	89540943	89541346	89544647	89544772	1809	26,8,10	1,1,0	19,25,14	6,1,4	187	149	0.00061749945677	0.0332739400816	0.954,0.864,1.0	0.716,0.952,0.736	0.138
1820	ENSG00000197912	SPG7	chr16	+	89554485	89556085	89554485	89554563	89556886	89557173	1820	254,233,201	540,502,447	246,209,191	647,663,740	298	149	0.000242795459558	0.0170480133567	0.19,0.188,0.184	0.16,0.136,0.114	0.051
1833	ENSG00000167792	NDUFV1	chr11	+	67607298	67607616	67607298	67607324	67608395	67608478	1833	5,6,10	4,4,2	9,6,2	0,0,1	298	149	0.0000305184578888	0.00363745890654	0.385,0.429,0.714	1.0,1.0,0.5	-0.324
1878	ENSG00000003509	NDUFAF7	chr2	+	37237756	37237867	37237756	37237835	37241577	37241637	1878	223,246,177	4,7,9	223,277,296	4,1,0	181	149	0.000602294346366	0.0327683903277	0.979,0.967,0.942	0.979,0.996,1.0	-0.029
1910	ENSG00000166261	ZNF202	chr11	-	123740392	123740536	123740416	123740536	123730486	123730985	1910	4,4,3	2,0,8	1,0,0	2,6,3	173	149	0.00000545766261051	0.000924159401991	0.633,1.0,0.244	0.301,0.0,0.0	0.525
1913	ENSG00000100413	POLR3H	chr22	-	41532603	41532745	41532658	41532745	41532093	41532157	1913	92,69,49	571,528,445	56,24,67	707,596,752	204	149	0.00000295706354869	0.000593048335513	0.105,0.087,0.074	0.055,0.029,0.061	0.04
1919	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26192577	26192494	26192577	26189665	26190460	1919	1900,2010,2109	72,66,49	981,1022,1139	7,12,7	298	149	0.00000000000878030981255	0.00000000853778701273	0.93,0.938,0.956	0.986,0.977,0.988	-0.042
1922	ENSG00000122566	HNRNPA2B1	chr7	-	26191055	26192577	26192494	26192577	26189940	26190460	1922	1725,1921,1977	72,66,49	920,997,1093	7,12,7	298	149	0.00000000000336852767902	0.00000000360303334761	0.923,0.936,0.953	0.985,0.976,0.987	-0.045
1927	ENSG00000122566	HNRNPA2B1	chr7	-	26196556	26197017	26196806	26197017	26195846	26195909	1927	57,51,46	0,0,0	20,20,27	4,2,1	298	149	0.000328050841111	0.0209694410657	1.0,1.0,1.0	0.714,0.833,0.931	0.174
1972	ENSG00000187098	MITF	chr3	+	69937821	69938049	69937821	69937881	69939097	69939181	1972	34,30,25	0,2,6	16,17,22	1,0,0	298	149	0.000648384897263	0.0346184671811	1.0,0.882,0.676	0.889,1.0,1.0	-0.11
2001	ENSG00000067829	IDH3G	chrX	-	153790795	153790851	153790809	153790851	153790194	153790292	2001	3,1,6	6,0,3	2,0,0	3,4,4	163	149	0.000373734224728	0.0231740496042	0.314,1.0,0.646	0.379,0.0,0.0	0.527
2052	ENSG00000174562	KLK15	chr19	-	50826877	50827161	50826995	50827161	50826620	50826757	2052	1,1,0	2,0,3	1,2,2	2,0,0	267	149	0.000133651484922	0.0108163320906	0.218,1.0,0.0	0.218,1.0,1.0	-0.333
2076	ENSG00000179818	PCBP1-AS1	chr2	-	70086221	70086273	70086251	70086273	70085546	70085624	2076	1,0,1	1,4,6	1,2,3	0,3,0	179	149	0.0000162196664567	0.0021914305983	0.454,0.0,0.122	1.0,0.357,1.0	-0.594
2199	ENSG00000105854	PON2	chr7	-	95416171	95416297	95416241	95416297	95415147	95415272	2199	198,281,314	13,13,12	254,273,223	5,4,3	219	149	0.000223223081119	0.0159707777893	0.912,0.936,0.947	0.972,0.979,0.981	-0.046
2354	ENSG00000157212	PAXIP1	chr7	-	154947831	154948003	154947902	154948003	154946678	154946813	2354	0,1,0	71,59,52	2,5,9	53,45,73	220	149	0.0000682745578866	0.00656082484587	0.0,0.011,0.0	0.025,0.07,0.077	-0.054
2379	ENSG00000165195	PIGA	chrX	-	15331215	15331992	15331589	15331992	15325913	15326046	2379	20,24,29	8,9,3	21,32,24	0,2,2	298	149	0.000278419898842	0.0186515175866	0.556,0.571,0.829	1.0,0.889,0.857	-0.263
2412	ENSG00000135838	NPL	chr1	+	182806144	182806531	182806144	182806232	182812155	182812213	2412	12,11,11	24,51,38	2,2,3	46,22,19	298	149	0.000181297785273	0.0136120857927	0.2,0.097,0.126	0.021,0.043,0.073	0.095
2425	ENSG00000139620	KANSL2	chr12	-	48681381	48681641	48681570	48681641	48679654	48679833	2425	293,356,413	9,9,9	260,237,242	2,4,0	298	149	0.0010194622085	0.0485356277114	0.942,0.952,0.958	0.985,0.967,1.0	-0.033
2431	ENSG00000013375	PGM3	chr6	-	83169062	83169323	83169241	83169323	83166129	83166466	2431	11,11,16	9,15,20	7,3,6	24,14,19	298	149	0.000998124250436	0.0477678001642	0.379,0.268,0.286	0.127,0.097,0.136	0.191
2465	ENSG00000203875	SNHG5	chr6	-	85678497	85678748	85678693	85678748	85678135	85678188	2465	269,291,262	379,368,266	170,160,212	302,295,350	298	149	0.000924985740567	0.0449418682743	0.262,0.283,0.33	0.22,0.213,0.232	0.07
2481	ENSG00000137200	CMTR1	chr6	+	37475320	37475916	37475320	37475412	37476125	37476194	2481	24,34,30	146,147,158	32,36,66	134,117,125	298	149	0.00105721334809	0.0499622835349	0.076,0.104,0.087	0.107,0.133,0.209	-0.061
2509	ENSG00000143207	COP1	chr1	-	176163814	176163891	176163826	176163891	176149005	176149074	2509	21,36,39	0,2,1	27,20,34	3,10,4	161	149	0.0000498222986841	0.00512411163886	1.0,0.943,0.973	0.893,0.649,0.887	0.162
2571	ENSG00000075292	ZNF638	chr2	+	71331765	71331875	71331765	71331865	71334500	71334596	2571	9,10,8	0,0,0	2,2,2	2,2,8	159	149	0.0000000000156656909667	0.000000014570681872	1.0,1.0,1.0	0.484,0.484,0.19	0.614
2634	ENSG00000071553	ATP6AP1	chrX	+	154429047	154431657	154429047	154429174	154431829	154431904	2634	16,9,15	119,87,124	2,6,3	114,79,89	298	149	0.000190094928225	0.0141311593646	0.063,0.049,0.057	0.009,0.037,0.017	0.035
2646	ENSG00000127483	HP1BP3	chr1	-	20780344	20780540	20780349	20780540	20779811	20779911	2646	730,817,860	82,49,85	733,820,820	38,48,37	154	149	0.0000937379272566	0.00821833190922	0.896,0.942,0.907	0.949,0.943,0.955	-0.034
2705	ENSG00000162923	WDR26	chr1	-	224431476	224431581	224431524	224431581	224424517	224424719	2705	19,11,11	0,0,0	11,10,6	2,2,3	197	149	0.0000562778301628	0.00563454337965	1.0,1.0,1.0	0.806,0.791,0.602	0.267
2718	ENSG00000130713	EXOSC2	chr9	+	130695491	130695606	130695491	130695593	130699328	130699394	2718	11,13,11	0,2,0	8,5,13	6,1,6	162	149	0.0000178143498958	0.00235241056227	1.0,0.857,1.0	0.551,0.821,0.666	0.273
2873	ENSG00000135506	OS9	chr12	+	57718145	57718421	57718145	57718376	57718992	57719182	2873	9178,8190,7459	834,757,725	6537,6294,7692	922,905,1149	194	149	0.000000475593435301	0.000126647966379	0.894,0.893,0.888	0.845,0.842,0.837	0.05
2946	ENSG00000132676	DAP3	chr1	+	155689090	155689243	155689090	155689174	155709772	155709824	2946	282,265,293	1298,1314,1210	186,177,225	1227,1186,1376	218	149	0.000478044449907	0.0276890421134	0.129,0.121,0.142	0.094,0.093,0.101	0.035
2947	ENSG00000132676	DAP3	chr1	+	155689090	155689243	155689090	155689174	155717005	155717128	2947	107,89,111	11,11,9	75,79,86	13,18,27	218	149	0.000496483647218	0.0283054525213	0.869,0.847,0.894	0.798,0.75,0.685	0.126
2991	ENSG00000156463	SH3RF2	chr5	+	146055980	146056231	146055980	146056213	146078459	146081791	2991	8,9,11	0,0,1	3,2,3	2,3,5	167	149	0.000000035265944387	0.0000160515071839	1.0,1.0,0.908	0.572,0.373,0.349	0.538
3047	ENSG00000174720	LARP7	chr4	+	112644667	112644871	112644667	112644768	112646350	112646451	3047	1426,1263,1369	365,334,331	1163,1088,1397	198,212,256	252	149	0.000772801253553	0.0395818563841	0.698,0.691,0.71	0.776,0.752,0.763	-0.064
3182	ENSG00000176393	RNPEP	chr1	+	201996146	201996409	201996146	201996263	201997318	201997554	3182	20,18,14	243,155,228	33,25,33	159,200,209	295	149	0.00076168394263	0.039156891349	0.04,0.055,0.03	0.095,0.059,0.074	-0.034
3196	ENSG00000127914	AKAP9	chr7	+	92070029	92070206	92070029	92070182	92070904	92071009	3196	254,355,357	43,87,87	157,223,173	75,78,74	173	149	0.00000582016962913	0.00097271100596	0.836,0.778,0.779	0.643,0.711,0.668	0.124
3218	ENSG00000003393	ALS2	chr2	-	201746565	201746748	201746627	201746748	201744257	201744429	3218	36,41,53	6,2,2	41,44,42	0,0,1	211	149	0.000429562389004	0.025583890042	0.809,0.935,0.949	1.0,1.0,0.967	-0.091
3239	ENSG00000131778	CHD1L	chr1	+	147270931	147271113	147270931	147271005	147272170	147272281	3239	42,21,38	308,309,323	33,38,74	253,250,279	257	149	0.000746749612946	0.0385552292116	0.073,0.038,0.064	0.07,0.081,0.133	-0.036
3242	ENSG00000131778	CHD1L	chr1	+	147272170	147272630	147272170	147272281	147275353	147275468	3242	17,41,25	487,451,470	43,43,53	347,352,420	298	149	0.00000456942975569	0.000810089208373	0.017,0.043,0.026	0.058,0.058,0.059	-0.03
3256	ENSG00000084072	PPIE	chr1	+	39745374	39748767	39745374	39745498	39748902	39749088	3256	27,35,34	100,95,109	18,8,10	82,78,88	298	149	0.000245075401838	0.0171892940588	0.119,0.156,0.135	0.099,0.049,0.054	0.069
3281	ENSG00000084754	HADHA	chr2	-	26210544	26210814	26210694	26210814	26209779	26209889	3281	10,4,17	3,2,2	4,7,3	0,0,0	298	149	0.0000135365153058	0.00189266436336	0.625,0.5,0.81	1.0,1.0,1.0	-0.355
3313	ENSG00000104853	CLPTM1	chr19	+	44954590	44955085	44954590	44954701	44961962	44962075	3313	11,15,10	2,3,5	7,10,3	0,1,0	298	149	0.0000411714643582	0.0045477815286	0.733,0.714,0.5	1.0,0.833,1.0	-0.295
3317	ENSG00000182134	TDRKH	chr1	-	151779950	151780140	151780050	151780140	151779102	151779242	3317	686,681,611	22,17,35	509,583,598	6,11,6	249	149	0.00000976206928027	0.00145359703063	0.949,0.96,0.913	0.981,0.969,0.984	-0.037
3423	ENSG00000095059	DHPS	chr19	-	12680149	12680325	12680160	12680325	12679800	12679922	3423	24,19,17	445,474,390	31,26,39	330,272,352	160	149	0.0000222776525244	0.00281439548437	0.048,0.036,0.039	0.08,0.082,0.094	-0.044
3469	ENSG00000124333	VAMP7	chrX	+	155889457	155889633	155889457	155889608	155895622	155895680	3469	1,5,5	4,0,3	7,3,15	0,0,0	174	149	0.0000773286338774	0.00719896060691	0.176,1.0,0.588	1.0,1.0,1.0	-0.412
3485	ENSG00000132436	FIGNL1	chr7	-	50449117	50449723	50449499	50449723	50448180	50448289	3485	48,36,62	4,5,3	21,39,30	0,0,0	298	149	0.0000120032590887	0.00171566405019	0.857,0.783,0.912	1.0,1.0,1.0	-0.149
3506	ENSG00000182853	VMO1	chr17	-	4785936	4786052	4785956	4786052	4785284	4785659	3506	1,1,0	1,0,1	0,3,1	1,0,1	169	149	0.00100506176933	0.0480281825542	0.469,1.0,0.0	0.0,1.0,0.469	0
3556	ENSG00000229212	NA	chr15	-	85209385	85209574	85209472	85209574	85209024	85209115	3556	4,5,0	0,1,2	0,1,1	3,8,2	236	149	0.000356594652563	0.0224364460956	1.0,0.759,0.0	0.0,0.073,0.24	0.482
3601	ENSG00000115282	TTC31	chr2	+	74483321	74483563	74483321	74483410	74490024	74490473	3601	16,11,12	143,145,181	14,22,22	82,112,80	298	149	0.0000603653643265	0.00598192464708	0.053,0.037,0.032	0.079,0.089,0.121	-0.056
3602	ENSG00000115282	TTC31	chr2	+	74483321	74483563	74483321	74483410	74490243	74490473	3602	13,12,13	47,50,58	18,24,26	26,25,48	298	149	0.0000385158009105	0.00434512422069	0.121,0.107,0.101	0.257,0.324,0.213	-0.155
3645	ENSG00000249915	PDCD6	chr5	+	306601	306760	306601	306754	311292	311402	3645	899,709,818	117,95,92	748,701,807	130,150,140	155	149	0.000522706500543	0.0292720201443	0.881,0.878,0.895	0.847,0.818,0.847	0.047
3752	ENSG00000112715	VEGFA	chr6	+	43780731	43780803	43780731	43780785	43784540	43784562	3752	52,62,35	1,3,0	18,18,18	2,10,0	167	149	0.000842300330188	0.0420898808986	0.979,0.949,1.0	0.889,0.616,1.0	0.141
3820	ENSG00000141279	NPEPPS	chr17	+	47619277	47619495	47619277	47619372	47619736	47619784	3820	10,11,15	5,2,3	3,6,14	0,1,1	272	149	0.000842645956089	0.0420898808986	0.523,0.751,0.733	1.0,0.767,0.885	-0.215
3884	ENSG00000048991	R3HDM1	chr2	+	135641535	135641790	135641535	135641604	135645378	135645527	3884	60,64,56	29,31,34	60,123,96	14,27,23	298	149	0.0000437184037458	0.00469183277123	0.508,0.508,0.452	0.682,0.695,0.676	-0.195
3942	ENSG00000108654	DDX5	chr17	-	64500548	64502069	64502009	64502069	64498256	64500326	3942	9204,8555,8743	416,415,387	8178,7748,9286	654,679,800	298	149	0.0000000000103748121205	0.00000000993767637996	0.917,0.912,0.919	0.862,0.851,0.853	0.061
3944	ENSG00000108654	DDX5	chr17	-	64501260	64502069	64502009	64502069	64500548	64500773	3944	2891,2650,3381	5867,5121,5145	1634,1727,1920	6663,7387,8484	298	149	0	0	0.198,0.206,0.247	0.109,0.105,0.102	0.112
3960	ENSG00000129187	DCTD	chr4	-	182916285	182916539	182916418	182916539	182915880	182915888	3960	4,3,4	2,2,1	1,3,1	0,0,0	282	149	0.000284669677775	0.0189909001149	0.514,0.442,0.679	1.0,1.0,1.0	-0.455
4074	ENSG00000143702	CEP170	chr1	-	243185778	243186422	243186258	243186422	243172696	243172846	4074	86,101,118	30,28,33	59,96,68	6,8,15	298	149	0.00100990756948	0.0481862001306	0.589,0.643,0.641	0.831,0.857,0.694	-0.17
4084	ENSG00000117650	NEK2	chr1	-	211671168	211671284	211671201	211671284	211670280	211670393	4084	0,2,1	3,2,2	2,2,1	0,0,0	182	149	0.000000000534606692248	0.00000038988015555	0.0,0.45,0.29	1.0,1.0,1.0	-0.753
4246	ENSG00000164211	STARD4	chr5	-	111512384	111512535	111512390	111512535	111507328	111507442	4246	210,272,209	41,39,60	245,223,214	22,15,30	155	149	0.0000447218534877	0.0047676318792	0.831,0.87,0.77	0.915,0.935,0.873	-0.084
4259	ENSG00000102317	RBM3	chrX	+	48575560	48576083	48575560	48575667	48576313	48576419	4259	33,35,40	863,773,774	14,24,16	763,695,781	298	149	0.000621121618248	0.0334410420254	0.019,0.022,0.025	0.009,0.017,0.01	0.01
4269	ENSG00000187091	PLCD1	chr3	-	38008457	38009158	38009041	38009158	38008234	38008367	4269	44,30,30	0,0,0	34,23,30	0,4,4	298	149	0.000145248411083	0.0115223822968	1.0,1.0,1.0	1.0,0.742,0.789	0.156
4310	ENSG00000116521	SCAMP3	chr1	-	155258790	155258892	155258825	155258892	155257497	155257657	4310	0,0,0	8,10,15	2,2,4	4,8,13	184	149	0.0000550991320444	0.0055337981177	0.0,0.0,0.0	0.288,0.168,0.199	-0.218
4388	ENSG00000138380	CARF	chr2	+	202913033	202913114	202913033	202913102	202917876	202918043	4388	1,1,6	0,10,3	7,7,2	0,0,1	161	149	0.0000901720243912	0.00798202759911	1.0,0.085,0.649	1.0,1.0,0.649	-0.305
4409	ENSG00000164548	TRA2A	chr7	-	23522120	23522432	23522131	23522432	23521706	23521840	4409	88,101,78	25,17,13	66,56,81	24,33,30	160	149	0.000842755145218	0.0420898808986	0.766,0.847,0.848	0.719,0.612,0.715	0.138
4452	ENSG00000188186	LAMTOR4	chr7	+	100149498	100149579	100149498	100149565	100153399	100153517	4452	1804,1320,1510	72,69,71	1633,1596,1732	40,29,49	163	149	0.000002302531108	0.000479771230254	0.958,0.946,0.951	0.974,0.981,0.97	-0.023
4485	ENSG00000152056	AP1S3	chr2	-	223777688	223777869	223777690	223777869	223775900	223776009	4485	6,18,11	45,70,70	3,3,1	32,48,42	151	149	0.000466496143868	0.0271426319356	0.116,0.202,0.134	0.085,0.058,0.023	0.095
4517	ENSG00000163161	ERCC3	chr2	-	127293856	127294145	127294053	127294145	127293512	127293718	4517	53,28,66	1357,1715,1298	8,34,26	1248,1424,1675	298	149	0.000184916054984	0.0138231842425	0.019,0.008,0.025	0.003,0.012,0.008	0.01
4580	ENSG00000197713	RPE	chr2	+	210003437	210003468	210003437	210003457	210009656	210009736	4580	7,5,10	3,0,6	2,6,10	0,1,0	160	149	0.000116110511422	0.00973512894285	0.685,1.0,0.608	1.0,0.848,1.0	-0.185
4582	ENSG00000147548	NSD3	chr8	-	38281466	38281583	38281499	38281583	38279539	38279681	4582	62,80,94	77,90,150	21,33,14	76,91,57	182	149	0.000000245582800762	0.0000744059194491	0.397,0.421,0.339	0.184,0.229,0.167	0.192
4603	ENSG00000119185	ITGB1BP1	chr2	-	9412067	9412405	9412268	9412405	9408112	9408205	4603	7,11,15	155,109,110	2,4,1	166,118,130	298	149	0.00000651422908315	0.00104515919967	0.022,0.048,0.064	0.006,0.017,0.004	0.036
4685	ENSG00000159267	HLCS	chr21	-	36947332	36948287	36948165	36948287	36938831	36938994	4685	3,2,7	2,4,4	1,0,0	3,1,5	298	149	0.0000162104105057	0.0021914305983	0.429,0.2,0.467	0.143,0.0,0.0	0.318
4760	ENSG00000269893	SNHG8	chr4	+	118278708	118279137	118278708	118278792	118279388	118279431	4760	1628,1399,1558	104,140,58	839,802,1108	160,127,169	298	149	0.00000000000000599520433298	0.00000000000955803187275	0.887,0.833,0.931	0.724,0.759,0.766	0.134
4792	ENSG00000115392	FANCL	chr2	-	58198578	58198662	58198593	58198662	58194228	58194273	4792	3,0,0	17,17,5	6,1,4	10,3,7	164	149	0.000135936540635	0.0109735841111	0.138,0.0,0.0	0.353,0.232,0.342	-0.263
4801	ENSG00000163166	IWS1	chr2	-	127526382	127526489	127526410	127526489	127523675	127523791	4801	5,9,4	3,2,2	3,4,0	4,8,6	177	149	0.000915845662178	0.0446288740027	0.584,0.791,0.627	0.387,0.296,0.0	0.44
4803	ENSG00000110200	ANAPC15	chr11	-	72111411	72111496	72111441	72111496	72111156	72111281	4803	544,417,540	13,12,27	431,449,521	3,9,7	179	149	0.000241104372012	0.0169478152055	0.972,0.967,0.943	0.992,0.976,0.984	-0.023
4845	ENSG00000109339	MAPK10	chr4	-	86194308	86194407	86194335	86194407	86159297	86159467	4845	3,1,1	2,0,0	1,0,0	0,2,1	176	149	0.0000394227884577	0.004430886681	0.559,1.0,1.0	1.0,0.0,0.0	0.52
