ID...1	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...14	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
513	ENSG00000130813	SHFL	chr19	+	10087250	10087300	10089110	10089208	10086786	10087052	10089306	10089378	513	196,212,167	30,38,30	205,181,194	10,8,7	199	247	0.000000000414781431424	0.0000000968539273101	0.89,0.874,0.874	0.962,0.966,0.972	-0.087
516	ENSG00000063244	U2AF2	chr19	+	55668669	55668792	55669082	55669181	55668506	55668586	55669443	55669692	516	306,280,308	461,483,446	332,239,304	604,624,698	272	248	0.000493649684447	0.011802611695	0.377,0.346,0.386	0.334,0.259,0.284	0.077
520	ENSG00000245680	ZNF585B	chr19	-	37195880	37196019	37198938	37199054	37190023	37190150	37207039	37207254	520	1,10,5	0,2,4	2,18,6	0,0,0	265	288	0.00171311087482	0.0307596488877	1.0,0.845,0.576	1.0,1.0,1.0	-0.193
530	ENSG00000076928	ARHGEF1	chr19	+	41897314	41897326	41897945	41898113	41896376	41896482	41898441	41898587	530	0,0,0	2,5,8	2,3,1	5,4,4	161	317	0.00000813163028024	0.000445589769414	0.0,0.0,0.0	0.441,0.596,0.33	-0.456
549	ENSG00000105053	VRK3	chr19	-	50009235	50009385	50016023	50016163	50007568	50007826	50020584	50020647	549	169,134,170	337,358,306	228,223,279	299,288,335	289	299	0.00000718175970493	0.000404822287588	0.342,0.279,0.365	0.441,0.445,0.463	-0.121
572	ENSG00000105483	CARD8	chr19	-	48218870	48219012	48221729	48221855	48215339	48215384	48230437	48230697	572	7,9,15	47,61,42	2,2,4	35,49,39	275	291	0.0011019034386	0.021857086246	0.136,0.135,0.274	0.057,0.041,0.098	0.116
653	ENSG00000105186	ANKRD27	chr19	-	32646458	32646615	32658913	32659045	32644324	32644479	32675070	32675169	653	325,436,505	199,250,224	179,242,217	128,186,163	281	306	0.00327444512486	0.0499220847464	0.64,0.655,0.711	0.604,0.586,0.592	0.075
669	ENSG00000196705	ZNF431	chr19	+	21143550	21143643	21166334	21166461	21142023	21142186	21167570	21167666	669	3,4,9	24,27,18	17,8,9	12,14,16	242	276	0.00319492767478	0.0490367775171	0.125,0.145,0.363	0.618,0.395,0.391	-0.257
711	ENSG00000123159	GIPC1	chr19	-	14482688	14483006	14491655	14491743	14480592	14480778	14492856	14492912	711	476,444,428	1902,1770,1707	460,498,560	1384,1360,1567	237	467	0.000232667923515	0.00668986630274	0.33,0.331,0.331	0.396,0.419,0.413	-0.079
712	ENSG00000123159	GIPC1	chr19	-	14482688	14483006	14491655	14491743	14480592	14480778	14496036	14496132	712	306,290,276	1918,1781,1737	396,357,450	1390,1375,1588	237	467	0.0000000117007211697	0.00000186426433599	0.239,0.243,0.238	0.36,0.338,0.358	-0.112
756	ENSG00000104885	DOT1L	chr19	+	2191083	2191240	2193688	2193783	2189731	2189795	2194514	2194577	756	0,1,1	23,42,36	3,8,4	27,49,35	306	244	0.000107739900909	0.00360131883671	0.0,0.019,0.022	0.081,0.115,0.084	-0.08
798	ENSG00000124214	STAU1	chr20	-	49151581	49151747	49153932	49154071	49135832	49135931	49174194	49174269	798	104,118,116	1183,1142,1078	47,45,57	841,934,973	288	315	0.00000196757681348	0.000140570208013	0.088,0.102,0.105	0.058,0.05,0.06	0.042
822	ENSG00000101333	PLCB4	chr20	+	9453346	9453462	9457413	9457489	9444177	9444243	9468570	9468672	822	644,766,598	19,21,31	581,552,628	43,55,52	265	225	0.0000000757564088127	0.00000979909147992	0.966,0.969,0.942	0.92,0.895,0.911	0.05
824	ENSG00000101333	PLCB4	chr20	+	9459634	9459810	9468570	9468672	9457413	9457489	9472789	9472847	824	748,727,722	171,183,180	517,550,521	164,164,222	325	251	0.00137440040641	0.0259730500485	0.772,0.754,0.756	0.709,0.721,0.644	0.069
835	ENSG00000131051	RBM39	chr20	-	35738967	35739017	35740524	35740597	35731940	35732135	35740823	35740887	835	709,698,834	6649,7410,6355	367,366,363	8047,7915,8854	222	199	0	0	0.087,0.078,0.105	0.039,0.04,0.035	0.052
848	ENSG00000101160	CTSZ	chr20	-	58997854	58997954	58999234	58999580	58997602	58997753	59001464	59001644	848	4,7,5	4,0,2	1,1,1	7,1,3	495	249	0.000150678202697	0.00472641078313	0.335,1.0,0.557	0.067,0.335,0.144	0.449
862	ENSG00000089006	SNX5	chr20	-	17956932	17957037	17961139	17961326	17955364	17955475	17962108	17962192	862	12,14,8	533,490,519	10,31,13	383,403,415	336	254	0.00221189155139	0.037290723864	0.017,0.021,0.012	0.019,0.055,0.023	-0.016
898	ENSG00000125885	MCM8	chr20	+	5972006	5972037	5972575	5972726	5967829	5968025	5973055	5973196	898	94,92,66	10,9,6	95,95,95	3,0,6	180	300	0.00113801796568	0.0224058325368	0.94,0.945,0.948	0.981,1.0,0.963	-0.037
923	ENSG00000124222	STX16	chr20	+	58659622	58659634	58667200	58667318	58652072	58652087	58667489	58667597	923	170,150,229	2,6,7	147,145,172	8,12,12	161	267	0.00231229391214	0.0385863801268	0.993,0.976,0.982	0.968,0.952,0.96	0.024
958	ENSG00000101363	MANBAL	chr20	+	37297295	37297534	37298762	37298879	37289662	37289686	37301207	37301413	958	33,68,58	176,178,206	41,45,61	87,99,119	388	266	0.00104040310869	0.0209371275339	0.114,0.208,0.162	0.244,0.238,0.26	-0.086
998	ENSG00000101452	DHX35	chr20	+	38988792	38988917	38991453	38991515	38983698	38983776	38992355	38992425	998	8,5,11	19,20,24	1,6,0	33,17,25	274	211	0.000736376725837	0.0160653019108	0.245,0.161,0.261	0.023,0.214,0.0	0.143
1048	ENSG00000100997	ABHD12	chr20	-	25317047	25317078	25319051	25319155	25309445	25309575	25320198	25320318	1048	5,7,5	8,7,11	1,0,0	5,1,6	253	180	0.0000102071055398	0.000536588084062	0.308,0.416,0.244	0.125,0.0,0.0	0.281
1060	ENSG00000141644	MBD1	chr18	-	50273563	50273863	50274185	50274353	50272823	50272955	50274976	50275045	1060	43,45,55	185,203,232	19,22,21	184,139,187	317	449	0.000269282504441	0.00748949027064	0.248,0.239,0.251	0.128,0.183,0.137	0.097
1089	ENSG00000238105	GOLGA2P5	chr12	-	100167549	100167639	100168451	100168633	100167335	100167443	100168923	100169199	1089	79,76,119	264,331,297	48,51,41	330,299,372	331	239	0.0000000204223414846	0.0000030839304178	0.178,0.142,0.224	0.095,0.11,0.074	0.088
1090	ENSG00000238105	GOLGA2P5	chr12	-	100167549	100167639	100168923	100169199	100167335	100167443	100170564	100170667	1090	179,219,209	263,344,330	130,125,174	326,276,382	425	239	0.00039310092377	0.00990622389442	0.277,0.264,0.263	0.183,0.203,0.204	0.071
1104	ENSG00000103222	ABCC1	chr16	+	16009775	16009901	16033108	16033170	16007815	16007992	16036471	16036603	1104	5,5,7	23,32,24	0,1,0	19,20,21	275	211	0.0000042580220222	0.000268247713285	0.143,0.107,0.183	0.0,0.037,0.0	0.132
1120	ENSG00000126777	KTN1	chr14	+	55663954	55664041	55667240	55667330	55661521	55661612	55670728	55670809	1120	482,483,553	3766,3825,3340	323,317,362	3556,3081,3685	236	239	0.00010650227846	0.00356723617756	0.115,0.113,0.144	0.084,0.094,0.09	0.035
1153	ENSG00000147202	DIAPH2	chrX	+	96758153	96758258	96763099	96763120	96738585	96738762	96881578	96881718	1153	6,14,16	1,2,5	11,6,8	2,0,0	254	170	0.00272617081288	0.0435416649766	0.801,0.824,0.682	0.786,1.0,1.0	-0.16
1170	ENSG00000108848	LUC7L3	chr17	+	50737286	50737479	50738136	50738199	50736959	50737026	50740305	50740345	1170	769,985,1056	32,26,28	875,999,1016	13,11,21	342	212	0.000461801315018	0.011201046157	0.937,0.959,0.959	0.977,0.983,0.968	-0.024
1190	ENSG00000285756	NA	chrX	-	3818656	3818703	3822373	3822580	3818441	3818500	3825087	3825231	1190	10,9,12	4,6,2	26,22,15	3,0,1	356	196	0.00057461478156	0.013267400927	0.579,0.452,0.768	0.827,1.0,0.892	-0.307
1191	ENSG00000285756	NA	chrX	-	3818656	3818703	3822072	3822285	3818441	3818500	3828505	3829392	1191	22,16,14	5,10,3	24,24,34	3,0,3	362	196	0.00104626231096	0.02103401027	0.704,0.464,0.716	0.812,1.0,0.86	-0.263
1218	ENSG00000132780	NASP	chr1	+	45591222	45591270	45604935	45605016	45584044	45584205	45606481	45606591	1218	1016,1072,1197	8929,8987,8031	988,838,979	9354,9204,11480	197	230	0.000476265100738	0.0114726089177	0.117,0.122,0.148	0.11,0.096,0.091	0.03
1219	ENSG00000132780	NASP	chr1	+	45594693	45594773	45600384	45600457	45591222	45591270	45602254	45602365	1219	84,93,80	335,310,340	36,38,51	259,221,282	229	222	0.000956965046481	0.0195949606039	0.196,0.225,0.186	0.119,0.143,0.149	0.065
1220	ENSG00000132780	NASP	chr1	+	45594693	45594773	45600384	45600457	45591222	45591270	45604935	45605016	1220	24,21,20	71,54,88	3,5,3	48,41,44	229	222	0.0000083644885458	0.000456013601853	0.247,0.274,0.181	0.057,0.106,0.062	0.159
1233	ENSG00000132780	NASP	chr1	+	45607320	45608337	45613168	45613248	45606481	45606591	45614095	45614181	1233	26224,26557,24915	13392,13049,10477	35512,36439,42849	12333,10832,14350	1166	229	0.00000605003590703	0.000352970225446	0.278,0.286,0.318	0.361,0.398,0.37	-0.082
1235	ENSG00000132780	NASP	chr1	+	45613168	45613248	45614095	45614181	45607320	45608337	45614292	45614366	1235	1265,1208,1138	1449,1272,1461	1835,1876,2313	1296,1166,1493	229	235	0.0000000000845816749973	0.0000000246002548588	0.473,0.494,0.444	0.592,0.623,0.614	-0.139
1251	ENSG00000198363	ASPH	chr8	-	61643385	61643433	61643944	61644001	61638321	61638363	61644599	61644632	1251	2052,2536,2408	943,1077,1182	1731,1852,1868	1201,1309,1332	206	197	0.000000710230431578	0.000061842261122	0.675,0.692,0.661	0.58,0.575,0.573	0.1
1252	ENSG00000198363	ASPH	chr8	-	61643385	61643433	61643944	61644001	61642887	61642920	61644599	61644632	1252	2052,2534,2408	1945,2300,2307	1733,1852,1871	2135,2365,2396	206	197	0.000488369125341	0.0117125189646	0.502,0.513,0.5	0.437,0.428,0.428	0.074
1276	ENSG00000122591	FAM126A	chr7	-	22978268	22978448	22983948	22984045	22977340	22977421	22991060	22991139	1276	7,7,12	2,7,8	8,14,15	2,0,3	246	329	0.00130485583787	0.0249600928428	0.824,0.572,0.667	0.843,1.0,0.87	-0.217
1286	ENSG00000116698	SMG7	chr1	+	183547102	183547252	183549207	183549288	183545965	183546337	183549763	183549923	1286	6,17,18	111,106,102	5,8,6	141,143,111	299	230	0.000451543025075	0.011009272972	0.04,0.11,0.12	0.027,0.041,0.04	0.054
1360	ENSG00000255152	MSH5-SAPCD1	chr6	+	31753300	31753439	31753566	31753629	31747386	31747432	31758164	31758293	1360	20,10,24	21,15,11	3,1,4	10,9,9	288	212	0.00116240184499	0.0227767741227	0.412,0.329,0.616	0.181,0.076,0.247	0.284
1442	ENSG00000075711	DLG1	chr3	-	197085295	197085756	197090911	197091026	197081050	197081117	197104902	197105005	1442	288,345,397	134,190,189	284,292,265	185,207,206	264	610	0.00135112799113	0.0256318001343	0.832,0.808,0.829	0.78,0.765,0.748	0.059
1464	ENSG00000183856	IQGAP3	chr1	-	156556532	156556693	156560933	156561021	156554234	156554392	156561837	156562001	1464	144,195,188	66,75,85	115,119,119	37,29,28	237	310	0.0022877429629	0.0382871739378	0.741,0.773,0.743	0.803,0.843,0.848	-0.079
1509	ENSG00000127990	SGCE	chr7	-	94599696	94599723	94600645	94600857	94598774	94598963	94603289	94603452	1509	1,1,1	1,0,0	2,1,1	1,2,3	361	176	0.000314718643182	0.00841593866806	0.328,1.0,1.0	0.494,0.196,0.14	0.499
1565	ENSG00000170632	ARMC10	chr7	+	103086868	103086937	103092476	103092653	103086629	103086764	103097276	103097348	1565	14,4,9	102,83,131	18,14,29	89,68,77	218	326	0.0000302856800923	0.00130011531317	0.17,0.067,0.093	0.232,0.235,0.36	-0.166
1594	ENSG00000106635	BCL7B	chr7	-	73543547	73543644	73552166	73552242	73537933	73538013	73557486	73557671	1594	506,600,425	6,8,13	390,459,533	21,29,7	225	246	0.000313443963981	0.00840060586781	0.989,0.988,0.973	0.953,0.945,0.988	0.021
1667	ENSG00000288721	NA	chr6	-	41907015	41907287	41916784	41916939	41891793	41891875	41921004	41921139	1667	173,227,196	49,57,65	107,136,121	53,49,63	304	421	0.00268001991576	0.0429791252592	0.83,0.847,0.807	0.737,0.794,0.727	0.075
1732	ENSG00000074582	BCS1L	chr2	+	218660036	218660245	218660938	218661307	218659682	218659743	218661405	218661545	1732	539,582,490	149,139,134	815,962,1154	122,89,139	358	518	0.00000000000415112388907	0.00000000158538727452	0.84,0.858,0.841	0.906,0.94,0.923	-0.077
1733	ENSG00000198721	ECI2	chr6	-	4119185	4119275	4125249	4126237	4117307	4117451	4127761	4127831	1733	110,74,86	43,54,29	75,63,89	77,89,74	1137	239	0.0000306794167315	0.0013135761068	0.35,0.224,0.384	0.17,0.13,0.202	0.152
1754	ENSG00000132424	PNISR	chr6	-	99408080	99408271	99414571	99414690	99406030	99406168	99425214	99425329	1754	397,456,474	6152,7170,6343	225,252,236	4762,5129,5917	268	340	0.0000229532580455	0.00103696828374	0.076,0.075,0.087	0.057,0.059,0.048	0.025
1958	ENSG00000122335	SERAC1	chr6	-	158148864	158148954	158150452	158150587	158146781	158146913	158158272	158158364	1958	0,1,2	29,37,33	2,3,4	14,24,18	284	239	0.00190027042043	0.0332931712619	0.0,0.022,0.049	0.107,0.095,0.158	-0.096
1960	ENSG00000184465	WDR27	chr6	-	169659085	169659207	169659450	169659518	169658275	169658358	169660662	169660766	1960	10,14,13	58,73,74	4,4,3	50,44,64	217	271	0.00218416454234	0.0369182392537	0.177,0.193,0.18	0.091,0.102,0.055	0.101
2002	ENSG00000111832	RWDD1	chr6	+	116580294	116580360	116584726	116584857	116574057	116574171	116588841	116588985	2002	23,9,21	1909,1729,1667	21,29,49	1869,1701,2125	215	280	0.00278922616399	0.0443183557907	0.015,0.007,0.016	0.014,0.022,0.029	-0.009
2038	ENSG00000105963	ADAP1	chr7	-	919967	920050	926552	926644	905059	905172	935374	935505	2038	44,62,48	249,235,224	20,18,34	211,170,247	241	232	0.000119041587221	0.00389045953236	0.145,0.203,0.171	0.084,0.092,0.117	0.075
2079	ENSG00000174891	RSRC1	chr3	+	158123865	158123991	158203071	158203245	158122102	158122298	158298038	158298075	2079	709,808,805	3062,3096,2655	553,528,515	2665,2767,3168	275	323	0.0000915931013166	0.00316490383762	0.214,0.235,0.263	0.196,0.183,0.16	0.058
2082	ENSG00000174891	RSRC1	chr3	+	158203071	158203245	158225656	158225733	158123865	158123991	158298038	158298075	2082	4842,5053,4597	73,86,78	4282,4338,4911	34,25,61	323	226	0.0000057622142392	0.000340625515934	0.979,0.976,0.976	0.989,0.992,0.983	-0.011
2086	ENSG00000174891	RSRC1	chr3	+	158203071	158203269	158225656	158225733	158123865	158123991	158298038	158298075	2086	2384,2508,2458	73,86,78	2013,1984,2270	34,25,61	347	226	0.000105565965135	0.00354190026231	0.955,0.95,0.954	0.975,0.981,0.96	-0.019
2088	ENSG00000174891	RSRC1	chr3	+	158225656	158225733	158298038	158298075	158203071	158203245	158354856	158354908	2088	78,104,111	3253,3325,2868	50,34,69	2933,2995,3333	226	186	0.000000706755680868	0.0000615942588328	0.019,0.025,0.031	0.014,0.009,0.017	0.012
2089	ENSG00000174891	RSRC1	chr3	+	158225656	158225733	158298038	158298075	158203071	158203245	158460934	158461003	2089	82,97,107	540,497,514	51,27,64	438,456,484	226	186	0.000010650940926	0.000554288723489	0.111,0.138,0.146	0.087,0.046,0.098	0.055
2090	ENSG00000174891	RSRC1	chr3	+	158225656	158225733	158354856	158354908	158203071	158203245	158460934	158461003	2090	82,97,107	176,157,167	51,27,64	132,155,175	226	201	0.00011596146107	0.00381172930428	0.293,0.355,0.363	0.256,0.134,0.245	0.125
2093	ENSG00000174891	RSRC1	chr3	+	158298038	158298075	158354856	158354908	158225656	158225733	158460934	158461003	2093	27,16,18	165,140,146	12,5,11	124,147,163	186	201	0.00163084649431	0.0296015501236	0.15,0.11,0.118	0.095,0.035,0.068	0.06
2103	ENSG00000135535	CD164	chr6	-	109370410	109370467	109376073	109376112	109366517	109369017	109377899	109377971	2103	47,34,64	117,117,173	15,22,17	102,93,75	188	206	0.00199161522939	0.0344388242758	0.306,0.242,0.288	0.139,0.206,0.199	0.097
2115	ENSG00000121766	ZCCHC17	chr1	+	31338956	31339048	31346639	31346818	31337174	31337275	31348828	31348974	2115	368,299,373	7,7,3	311,287,379	7,17,15	241	328	0.00144879475307	0.0270025999409	0.986,0.983,0.994	0.984,0.958,0.972	0.016
2170	ENSG00000112186	CAP2	chr6	+	17462995	17463073	17507168	17507312	17426589	17426690	17542836	17542960	2170	20,22,12	6,2,9	31,22,24	1,1,2	227	293	0.000191037461254	0.00574140283278	0.811,0.934,0.632	0.976,0.966,0.939	-0.168
2193	ENSG00000206341	HLA-H	chr6	+	29889327	29889604	29889706	29889823	29888466	29888742	29890263	29890296	2193	924,171,250	19,14,22	252,220,290	23,15,38	426	266	0.000163468573404	0.00504234125417	0.968,0.884,0.876	0.872,0.902,0.827	0.042
2202	ENSG00000131876	SNRPA1	chr15	-	101284966	101285060	101285725	101285801	101281513	101281782	101286907	101287010	2202	102,56,65	617,550,479	48,27,39	544,455,586	225	243	0.0000102950367246	0.000539192264384	0.151,0.099,0.128	0.087,0.06,0.067	0.055
2206	ENSG00000155749	FLACC1	chr2	-	201330735	201330833	201344169	201344263	201330469	201330522	201346541	201346675	2206	8,8,23	14,18,21	0,0,3	3,16,10	243	247	0.0000164758865696	0.000796694930571	0.367,0.311,0.527	0.0,0.0,0.234	0.324
2225	ENSG00000046651	OFD1	chrX	+	13763744	13763855	13767126	13767284	13762343	13762444	13768053	13768224	2225	202,156,153	1355,1399,1119	108,96,88	990,989,1172	260	307	0.00166410967587	0.0300609470089	0.15,0.116,0.139	0.114,0.103,0.081	0.036
2253	ENSG00000228649	SNHG26	chr7	+	22856972	22857016	22858570	22858976	22856521	22856556	22860546	22860638	2253	23,27,27	8,3,9	71,66,81	4,5,7	193	555	0.00116384722642	0.0228005511041	0.892,0.963,0.896	0.981,0.974,0.971	-0.058
2331	ENSG00000197343	ZNF655	chr7	+	99561887	99561973	99571259	99571379	99560532	99560695	99571687	99571792	2331	16,34,28	3,5,8	7,10,5	6,4,9	235	269	0.00292047360724	0.0458114055263	0.859,0.886,0.8	0.572,0.741,0.389	0.281
2339	ENSG00000197603	CPLANE1	chr5	-	37243012	37243119	37244374	37244607	37239712	37239869	37245478	37245598	2339	0,13,7	1,8,2	6,6,3	0,2,0	382	256	0.00100296208417	0.0203629059575	0.0,0.521,0.701	1.0,0.668,1.0	-0.482
2343	ENSG00000158402	CDC25C	chr5	-	138319218	138319374	138326020	138326054	138291969	138292116	138328483	138328529	2343	19,12,23	567,567,492	19,38,26	377,431,444	183	305	0.000364645467879	0.00940502261645	0.053,0.034,0.072	0.077,0.128,0.089	-0.045
2344	ENSG00000158402	CDC25C	chr5	-	138325814	138325904	138326020	138326054	138319218	138319374	138328483	138328529	2344	19,12,23	404,412,319	19,37,28	277,307,377	183	239	0.0017341396316	0.0310523979146	0.058,0.037,0.086	0.082,0.136,0.088	-0.042
2346	ENSG00000164172	MOCS2	chr5	-	53102096	53102224	53107076	53107221	53100410	53100534	53108521	53108643	2346	178,159,181	16,10,8	176,153,207	2,9,3	294	277	0.001924327701	0.0335829857935	0.913,0.937,0.955	0.988,0.941,0.985	-0.036
2349	ENSG00000071626	DAZAP1	chr19	+	1418203	1418370	1418665	1418731	1417499	1417540	1421147	1421258	2349	1001,873,1037	734,671,590	737,721,811	656,682,738	316	215	0.00192200883378	0.0335549053026	0.481,0.47,0.545	0.433,0.418,0.428	0.072
2410	ENSG00000079819	EPB41L2	chr6	-	130876673	130876775	130880143	130880206	130870327	130870381	130885095	130885268	2410	51,61,63	35,36,36	32,35,36	54,36,49	212	251	0.000129395800849	0.00416651935744	0.633,0.667,0.674	0.412,0.535,0.465	0.187
