ID...1	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
642	ENSG00000104886	PLEKHJ1	chr19	-	2233153	2234061	2233153	2233905	2233997	2234061	642	37,47,37	256,273,196	43,50,84	235,183,238	241	149	0.00187835966203	0.0443164027307	0.082,0.096,0.105	0.102,0.145,0.179	-0.048
666	ENSG00000099622	CIRBP	chr19	+	1271980	1273172	1271980	1272051	1272426	1273172	666	479,490,483	247,260,241	339,342,388	278,238,290	298	149	0.00025858154396	0.0105703541459	0.492,0.485,0.501	0.379,0.418,0.401	0.093
707	ENSG00000000419	DPM1	chr20	-	50945736	50945923	50945736	50945762	50945846	50945923	707	7,16,11	216,231,229	1,2,7	200,222,211	233	149	0.000406854251662	0.0146727316209	0.02,0.042,0.03	0.003,0.006,0.021	0.021
714	ENSG00000101276	SLC52A3	chr20	-	760079	761824	760079	761238	761700	761824	714	7,4,4	54,35,83	6,12,14	27,39,34	298	149	0.0000755775610916	0.00429572619647	0.061,0.054,0.024	0.1,0.133,0.171	-0.088
736	ENSG00000131051	RBM39	chr20	-	35738967	35740887	35738967	35739017	35740823	35740887	736	1668,1721,1642	3039,3263,2938	1436,1516,1586	5312,5015,5568	298	149	0.0000000000000350830475782	0.000000000055353125592	0.215,0.209,0.218	0.119,0.131,0.125	0.089
758	ENSG00000088836	SLC4A11	chr20	-	3229094	3229452	3229094	3229263	3229345	3229452	758	2,5,0	11,11,6	0,0,0	15,7,11	231	149	0.00220603500935	0.0494072189339	0.105,0.227,0.0	0.0,0.0,0.0	0.111
846	ENSG00000141644	MBD1	chr18	-	50268845	50271540	50268845	50269818	50271468	50271540	846	463,423,326	201,172,188	370,402,452	117,111,156	298	149	0.00076236393462	0.022740564524	0.535,0.551,0.464	0.613,0.644,0.592	-0.1
847	ENSG00000141644	MBD1	chr18	-	50276661	50276998	50276661	50276744	50276831	50276998	847	20,33,28	99,86,106	7,11,6	66,67,58	236	149	0.00075006071773	0.0225301578161	0.113,0.195,0.143	0.063,0.094,0.061	0.078
852	ENSG00000075336	TIMM21	chr18	+	74155144	74155403	74155144	74155207	74155305	74155403	852	103,107,85	256,247,197	85,85,114	325,298,369	247	149	0.0021392164129	0.0482515904421	0.195,0.207,0.207	0.136,0.147,0.157	0.056
905	ENSG00000165280	VCP	chr9	-	35059492	35060923	35059492	35059801	35060800	35060923	905	42,53,31	1,3,0	57,44,44	14,17,25	298	149	0.000000000212550976819	0.0000000994215905176	0.955,0.898,1.0	0.671,0.564,0.468	0.383
935	ENSG00000242612	DECR2	chr16	+	406345	406833	406345	406397	406735	406833	935	14,10,11	0,0,0	11,4,9	4,0,2	298	149	0.000336553221486	0.0128307275895	1.0,1.0,1.0	0.579,1.0,0.692	0.243
965	ENSG00000106133	NSUN5P2	chr7	-	72948891	72949102	72948891	72948980	72949052	72949102	965	54,41,51	2,5,5	25,69,65	0,0,0	221	149	0.0000162380844946	0.00137484054862	0.948,0.847,0.873	1.0,1.0,1.0	-0.111
972	ENSG00000197448	GSTK1	chr7	+	143264547	143265092	143264547	143264676	143264991	143265092	972	320,325,292	1388,1085,1091	310,357,400	957,831,1031	298	149	0.000202087838939	0.0087498821069	0.103,0.13,0.118	0.139,0.177,0.162	-0.042
982	ENSG00000008311	AASS	chr7	-	122098744	122101680	122098744	122098866	122101620	122101680	982	4,6,7	1,1,4	2,2,2	0,0,0	298	149	0.0000336389230144	0.00230725814993	0.667,0.75,0.467	1.0,1.0,1.0	-0.372
1000	ENSG00000128604	IRF5	chr7	+	128947022	128947535	128947022	128947056	128947229	128947535	1000	7,1,1	5,2,3	1,3,5	0,1,0	298	149	0.00000450853655765	0.000504478719998	0.412,0.2,0.143	1.0,0.6,1.0	-0.615
1112	ENSG00000120798	NR2C1	chr12	-	95057730	95058489	95057730	95057878	95058309	95058489	1112	24,39,37	57,66,75	42,45,50	44,49,28	298	149	0.00024028633957	0.0100529180747	0.174,0.228,0.198	0.323,0.315,0.472	-0.17
1118	ENSG00000133226	SRRM1	chr1	+	24646666	24649029	24646666	24646789	24648858	24649029	1118	586,650,757	1846,2023,2199	331,381,369	1897,1947,1944	298	149	0.000000000839591507429	0.000000337409358894	0.137,0.138,0.147	0.08,0.089,0.087	0.055
1147	ENSG00000089280	FUS	chr16	+	31184938	31188357	31184938	31185179	31188324	31188357	1147	607,629,675	143,169,162	733,731,887	98,75,116	298	149	0.000000000621062756778	0.000000260599759399	0.68,0.65,0.676	0.789,0.83,0.793	-0.135
1151	ENSG00000106462	EZH2	chr7	-	148816683	148818117	148816683	148817391	148817876	148818117	1151	30,11,15	371,333,365	34,23,42	258,252,274	298	149	0.00000253461496813	0.000318870430587	0.039,0.016,0.02	0.062,0.044,0.071	-0.034
1182	ENSG00000185624	P4HB	chr17	-	81843168	81845742	81843168	81844092	81845143	81845742	1182	111,206,136	6045,5919,4855	418,156,154	5911,5589,6577	298	149	0.000677938606168	0.0210313624495	0.009,0.017,0.014	0.034,0.014,0.012	-0.007
1188	ENSG00000185624	P4HB	chr17	-	81845143	81845991	81845143	81845742	81845870	81845991	1188	29,46,18	2281,1916,2196	266,29,25	1980,1920,2201	277	149	0.000000000000207278638698	0.00000000022747236146	0.007,0.013,0.004	0.067,0.008,0.006	-0.019
1189	ENSG00000185624	P4HB	chr17	-	81846428	81847068	81846428	81846629	81846946	81847068	1189	32,72,40	4063,3600,3370	239,44,51	3377,3615,4066	298	149	0.000612995740575	0.0197188359254	0.004,0.01,0.006	0.034,0.006,0.006	-0.009
1202	ENSG00000198721	ECI2	chr6	-	4117307	4119275	4117307	4117451	4119185	4119275	1202	12,8,12	71,71,69	8,2,7	119,133,129	298	149	0.0000815176014507	0.00449892015898	0.078,0.053,0.08	0.033,0.007,0.026	0.048
1224	ENSG00000137312	FLOT1	chr6	-	30730681	30731100	30730681	30730727	30730918	30731100	1224	84,89,109	1865,1468,1526	185,62,225	1453,1310,1520	298	149	0.000000163804005804	0.000033624602141	0.022,0.029,0.034	0.06,0.023,0.069	-0.022
1248	ENSG00000130244	FAM98C	chr19	+	38403337	38403694	38403337	38403486	38403559	38403694	1248	4,0,0	69,70,53	10,5,9	72,61,64	222	149	0.0000150323624978	0.00129192288901	0.037,0.0,0.0	0.085,0.052,0.086	-0.062
1252	ENSG00000204256	BRD2	chr6	+	32975383	32976464	32975383	32975521	32976030	32976464	1252	26,27,35	876,973,925	26,44,80	759,811,789	298	149	0.0000145999177866	0.00125955898118	0.015,0.014,0.019	0.017,0.026,0.048	-0.014
1255	ENSG00000204256	BRD2	chr6	+	32976561	32977570	32976561	32976936	32977441	32977570	1255	223,201,273	2097,2075,2051	225,237,326	1685,1619,1710	298	149	0.00073264739406	0.0222153327255	0.05,0.046,0.062	0.063,0.068,0.087	-0.02
1259	ENSG00000113810	SMC4	chr3	+	160412325	160412849	160412325	160412453	160412529	160412849	1259	26,41,32	0,1,0	19,31,24	5,5,0	225	149	0.0000495921444436	0.00311676796786	1.0,0.964,1.0	0.716,0.804,1.0	0.148
1317	ENSG00000156313	RPGR	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041	1317	156,177,191	472,492,445	92,125,118	470,396,519	298	149	0.000161924305076	0.00741214798153	0.142,0.152,0.177	0.089,0.136,0.102	0.048
1368	ENSG00000214087	ARL16	chr17	-	81682033	81682675	81682033	81682149	81682442	81682675	1368	47,44,65	3,3,4	64,58,69	0,0,1	298	149	0.000148675279189	0.0070382525624	0.887,0.88,0.89	1.0,1.0,0.972	-0.105
1379	ENSG00000186204	CYP4F12	chr19	+	15683492	15684882	15683492	15683763	15684815	15684882	1379	58,57,73	94,79,85	57,54,62	42,37,54	298	149	0.000622217896021	0.0198365846114	0.236,0.265,0.3	0.404,0.422,0.365	-0.13
1417	ENSG00000131876	SNRPA1	chr15	-	101285725	101287010	101285725	101285801	101286907	101287010	1417	128,137,128	207,149,142	139,161,167	108,71,117	298	149	0.0000195360630698	0.00158358661242	0.236,0.315,0.311	0.392,0.531,0.416	-0.159
1420	ENSG00000204628	RACK1	chr5	-	181241491	181242345	181241491	181241639	181242169	181242345	1420	135,100,98	8,7,4	116,128,121	1,2,3	298	149	0.00152653923466	0.0382076701601	0.894,0.877,0.925	0.983,0.97,0.953	-0.07
1455	ENSG00000122008	POLK	chr5	+	75597746	75598040	75597746	75597789	75597933	75598040	1455	3,1,10	18,5,15	0,2,1	7,17,14	293	149	0.000986551101068	0.0273329945268	0.078,0.092,0.253	0.0,0.056,0.035	0.111
1505	ENSG00000079819	EPB41L2	chr6	-	130869851	130870126	130869851	130869944	130870038	130870126	1505	20709,21799,20367	701,718,651	16137,15603,17227	828,892,1000	243	149	0.00000000214516560071	0.000000774784937786	0.948,0.949,0.95	0.923,0.915,0.914	0.032
1531	ENSG00000147140	NONO	chrX	+	71297376	71298508	71297376	71297938	71298468	71298508	1531	361,428,356	6496,6321,5374	434,499,528	5672,5283,6449	298	149	0.00176238625054	0.0423998034457	0.027,0.033,0.032	0.037,0.045,0.039	-0.01
1545	ENSG00000166598	HSP90B1	chr12	+	103943073	103943874	103943073	103943573	103943737	103943874	1545	1216,1030,981	10,9,8	1318,1207,1456	27,26,20	298	149	0.000350241270066	0.0132363366342	0.984,0.983,0.984	0.961,0.959,0.973	0.019
1588	ENSG00000090372	STRN4	chr19	-	46721985	46722340	46721985	46722072	46722241	46722340	1588	20,32,40	240,240,182	9,12,22	231,207,214	298	149	0.000165441625306	0.00749292999184	0.04,0.063,0.099	0.019,0.028,0.049	0.035
1607	ENSG00000247828	TMEM161B-AS1	chr5	+	88269467	88270585	88269467	88269687	88270525	88270585	1607	18,12,16	1,2,3	11,15,8	1,0,0	298	149	0.00187539117628	0.0443164027307	0.9,0.75,0.727	0.846,1.0,1.0	-0.156
1632	ENSG00000164609	SLU7	chr5	-	160418595	160419081	160418595	160418685	160419022	160419081	1632	26,19,24	17,30,18	11,9,9	25,27,19	298	149	0.00157778812316	0.0391293637102	0.433,0.241,0.4	0.18,0.143,0.191	0.187
1646	ENSG00000168066	SF1	chr11	-	64764605	64766155	64764605	64765518	64765950	64766155	1646	439,367,373	17,8,22	350,320,358	43,39,52	298	149	0.0000000000614229778151	0.0000000318651241091	0.928,0.958,0.894	0.803,0.804,0.775	0.133
1738	ENSG00000073584	SMARCE1	chr17	-	40631591	40636102	40631591	40632367	40635930	40636102	1738	28,34,114	1673,1395,1873	13,26,25	1249,1186,1350	298	149	0.000121751494843	0.0060946235129	0.008,0.012,0.03	0.005,0.011,0.009	0.008
1777	ENSG00000172432	GTPBP2	chr6	-	43620489	43622167	43620489	43621790	43622002	43622167	1777	156,211,185	332,345,345	73,79,96	280,277,344	298	149	0.0000000188885994623	0.00000528380792606	0.19,0.234,0.211	0.115,0.125,0.122	0.091
1782	ENSG00000087274	ADD1	chr4	+	2908514	2909431	2908514	2908604	2909338	2909431	1782	27,28,39	23,12,21	40,30,50	8,6,6	298	149	0.000039164774408	0.00263002102123	0.37,0.538,0.481	0.714,0.714,0.806	-0.282
1833	ENSG00000167792	NDUFV1	chr11	+	67606957	67607324	67606957	67607076	67607298	67607324	1833	32,14,20	4,3,2	22,31,15	1,0,0	298	149	0.0000617676873012	0.00366706723109	0.8,0.7,0.833	0.917,1.0,1.0	-0.195
1864	ENSG00000135047	CTSL	chr9	+	87728026	87728809	87728026	87728396	87728584	87728809	1864	9,15,8	88,83,112	2,1,1	106,80,106	298	149	0.0000005314396333	0.0000876506766298	0.049,0.083,0.034	0.009,0.006,0.005	0.049
1880	ENSG00000109654	TRIM2	chr4	+	153294304	153296036	153294304	153294485	153295312	153296036	1880	10,24,22	161,209,218	17,18,34	74,119,83	298	149	0.00000803603942834	0.000794655056619	0.03,0.054,0.048	0.103,0.07,0.17	-0.07
1882	ENSG00000109654	TRIM2	chr4	+	153322647	153324148	153322647	153322816	153324077	153324148	1882	17,22,32	163,251,210	41,28,43	145,174,162	298	149	0.0000668280253812	0.00391540872321	0.05,0.042,0.071	0.124,0.074,0.117	-0.051
1902	ENSG00000122566	HNRNPA2B1	chr7	-	26189926	26192338	26189926	26190460	26190992	26192338	1902	831,730,783	190,116,139	549,431,743	63,30,54	298	149	0.00000000037120628793	0.000000165494203336	0.686,0.759,0.738	0.813,0.878,0.873	-0.127
1906	ENSG00000122566	HNRNPA2B1	chr7	-	26189932	26192577	26189932	26190460	26192494	26192577	1906	2322,2411,2579	72,66,49	1364,1305,1663	7,12,7	298	149	0.0000000000000610622663544	0.0000000000810668653418	0.942,0.948,0.963	0.99,0.982,0.992	-0.037
1907	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26192577	26190992	26191128	26192494	26192577	1907	2292,2390,2562	94,94,96	1366,1297,1652	9,2,6	298	149	0	0	0.924,0.927,0.93	0.987,0.997,0.993	-0.065
1908	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26192577	26190992	26191650	26192494	26192577	1908	2809,2884,3025	169,157,147	1596,1580,1967	147,142,150	298	149	0.0000199179490648	0.00160180541888	0.893,0.902,0.911	0.844,0.848,0.868	0.049
1909	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26192577	26190992	26192338	26192494	26192577	1909	4739,5246,5454	22432,21792,16666	2759,2951,3285	8368,7910,9746	298	149	0.000262504409339	0.0106849353848	0.096,0.107,0.141	0.142,0.157,0.144	-0.033
1910	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26193694	26190992	26192577	26193250	26193694	1910	1109,968,1015	13028,11401,10153	734,604,926	4597,4285,5094	298	149	0.000000000028729907342	0.0000000167296009426	0.041,0.041,0.048	0.074,0.066,0.083	-0.031
1916	ENSG00000122566	HNRNPA2B1	chr7	-	26196806	26197461	26196806	26197017	26197314	26197461	1916	1422,1456,1505	19707,19639,18992	288,339,364	2980,2843,3376	298	149	0.0000773932315474	0.00435554452809	0.035,0.036,0.038	0.046,0.056,0.051	-0.015
1918	ENSG00000160602	NEK8	chr17	+	28737305	28737736	28737305	28737514	28737674	28737736	1918	24,16,21	6,8,3	22,21,31	3,0,1	298	149	0.000476779151966	0.0164298786752	0.667,0.5,0.778	0.786,1.0,0.939	-0.26
1933	ENSG00000084207	GSTP1	chr11	+	67584133	67585241	67584133	67584169	67585137	67585241	1933	67,76,75	0,8,2	83,53,80	22,19,18	298	149	0.0000000276555478518	0.00000723941052161	1.0,0.826,0.949	0.654,0.582,0.69	0.283
1958	ENSG00000196465	MYL6B	chr12	+	56154812	56155198	56154812	56154840	56155054	56155198	1958	429,411,291	223,173,194	613,588,626	199,202,235	298	149	0.000830896040907	0.0241671322479	0.49,0.543,0.429	0.606,0.593,0.571	-0.103
1980	ENSG00000166333	ILK	chr11	+	6608693	6609156	6608693	6608967	6609070	6609156	1980	28,40,30	454,392,400	22,13,14	331,344,446	252	149	0.00188137406406	0.0443164027307	0.035,0.057,0.042	0.038,0.022,0.018	0.019
1988	ENSG00000082898	XPO1	chr2	-	61496878	61498913	61496878	61497007	61498672	61498913	1988	14,10,11	134,176,177	5,3,1	116,141,109	298	149	0.000719201223725	0.0219946071989	0.05,0.028,0.03	0.021,0.011,0.005	0.024
2004	ENSG00000090061	CCNK	chr14	+	99500765	99502376	99500765	99500871	99502206	99502376	2004	13,21,17	0,4,3	14,16,12	13,13,8	298	149	0.000041763512217	0.00273939837721	1.0,0.724,0.739	0.35,0.381,0.429	0.434
2006	ENSG00000253649	PRSS51	chr8	-	10497711	10497971	10497711	10497772	10497883	10497971	2006	1,1,0	3,0,1	4,3,5	0,0,0	260	149	0.0000289554523832	0.002086328088	0.16,1.0,0.0	1.0,1.0,1.0	-0.613
2017	ENSG00000174562	KLK15	chr19	-	50826620	50827161	50826620	50826757	50826995	50827161	2017	2,1,0	2,0,3	5,3,1	2,0,0	298	149	0.000064341148668	0.00378524947411	0.333,1.0,0.0	0.556,1.0,1.0	-0.408
2052	ENSG00000204410	MSH5	chr6	+	31743903	31744299	31743903	31744025	31744138	31744299	2052	9,14,18	0,0,1	11,11,8	1,2,3	262	149	0.000724690077426	0.0220901770094	1.0,1.0,0.911	0.862,0.758,0.603	0.229
2077	ENSG00000100316	RPL3	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	2077	1263,1426,853	75,70,37	1418,1000,1374	42,31,40	298	149	0.00020427404066	0.00880048796419	0.894,0.911,0.92	0.944,0.942,0.945	-0.035
2152	ENSG00000213782	DDX47	chr12	+	12823202	12824016	12823202	12823319	12823869	12824016	2152	19,7,16	82,83,90	24,33,17	81,52,72	298	149	0.000960180578502	0.0268596396533	0.104,0.04,0.082	0.129,0.241,0.106	-0.083
2165	ENSG00000215126	CBWD6	chr9	-	41131355	41133570	41131355	41131840	41133504	41133570	2165	26,10,7	0,0,0	13,10,9	2,4,1	298	149	0.0000176093394837	0.00146324113703	1.0,1.0,1.0	0.765,0.556,0.818	0.287
2182	ENSG00000100897	DCAF11	chr14	+	24115325	24115749	24115325	24115392	24115514	24115749	2182	1084,1145,1155	7,5,6	1090,1194,1234	11,18,15	271	149	0.00201355104381	0.0462209589164	0.988,0.992,0.991	0.982,0.973,0.978	0.013
2187	ENSG00000137145	DENND4C	chr9	+	19336269	19336832	19336269	19336414	19336685	19336832	2187	8,16,18	388,522,646	22,14,28	263,358,328	298	149	0.0000220228284386	0.00170754718434	0.01,0.015,0.014	0.04,0.019,0.041	-0.02
2197	ENSG00000143889	HNRNPLL	chr2	-	38602437	38603036	38602437	38602600	38602856	38603036	2197	1047,831,1325	243,300,243	699,879,834	298,303,338	298	149	0.00128568483146	0.0338789218879	0.683,0.581,0.732	0.54,0.592,0.552	0.104
2201	ENSG00000196352	CD55	chr1	+	207336692	207337409	207336692	207336818	207337328	207337409	2201	50,39,60	758,689,585	80,79,65	518,444,486	298	149	0.0000000550779043484	0.0000129879160725	0.032,0.028,0.049	0.072,0.082,0.063	-0.036
2212	ENSG00000261824	LINC00662	chr19	-	27792999	27793899	27792999	27793232	27793531	27793899	2212	16,22,20	2,2,10	11,8,11	14,6,14	298	149	0.000284218258297	0.0114059065598	0.8,0.846,0.5	0.282,0.4,0.282	0.394
2259	ENSG00000134072	CAMK1	chr3	-	9757346	9757846	9757346	9757621	9757728	9757846	2259	5,4,4	3,2,4	1,0,1	13,6,16	256	149	0.0000000493125708045	0.0000119240303624	0.492,0.538,0.368	0.043,0.0,0.035	0.44
2281	ENSG00000160679	CHTOP	chr1	+	153636571	153638448	153636571	153636653	153638294	153638448	2281	119,256,232	799,780,840	110,97,101	761,704,833	298	149	0.000000047752737542	0.0000116455458144	0.069,0.141,0.121	0.067,0.064,0.057	0.048
2304	ENSG00000103168	TAF1C	chr16	-	84183075	84183328	84183075	84183149	84183243	84183328	2304	3,5,5	156,163,124	7,11,12	124,126,135	243	149	0.00205953823296	0.0467933126953	0.012,0.018,0.024	0.033,0.051,0.052	-0.027
2306	ENSG00000103051	COG4	chr16	-	70508405	70509388	70508405	70508464	70509230	70509388	2306	87,75,84	124,91,126	93,104,131	73,111,100	298	149	0.00110714221085	0.0300286014279	0.26,0.292,0.25	0.389,0.319,0.396	-0.101
2343	ENSG00000203875	SNHG5	chr6	-	85677423	85678032	85677423	85677875	85677953	85678032	2343	29,26,21	560,529,335	43,31,53	425,429,494	227	149	0.000781167381288	0.0230974599899	0.033,0.031,0.04	0.062,0.045,0.066	-0.023
2351	ENSG00000203875	SNHG5	chr6	-	85678135	85678733	85678135	85678188	85678693	85678733	2351	533,508,489	379,368,266	315,275,401	302,295,350	298	149	0.000206771691653	0.00885157704047	0.413,0.408,0.479	0.343,0.318,0.364	0.092
2356	ENSG00000103266	STUB1	chr16	+	681792	682076	681792	681880	682058	682076	2356	1546,1226,1251	50,56,58	1392,1177,1521	91,79,91	298	149	0.000554344719566	0.0181996428078	0.939,0.916,0.915	0.884,0.882,0.893	0.037
2384	ENSG00000138678	GPAT3	chr4	+	83536107	83536763	83536107	83536206	83536503	83536763	2384	10,22,18	2,3,7	3,6,9	1,0,0	298	149	0.000126706831092	0.00627660765894	0.714,0.786,0.563	0.6,1.0,1.0	-0.179
2387	ENSG00000197989	SNHG12	chr1	-	28579532	28579981	28579532	28579587	28579911	28579981	2387	127,113,102	129,83,88	188,203,242	79,47,46	298	149	0.000000000617998097141	0.000000260599759399	0.33,0.405,0.367	0.543,0.684,0.725	-0.283
2388	ENSG00000197989	SNHG12	chr1	-	28579532	28579981	28579532	28579587	28579941	28579981	2388	131,112,105	48,46,39	200,202,230	22,28,25	298	149	0.0000000000193309812602	0.0000000122571308511	0.577,0.549,0.574	0.82,0.783,0.821	-0.241
