ID...1	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1396	ENSG00000106211	HSPB1	chr7	+	76303776	76303865	76303801	76303865	76302672	76303076	1396	37,51,23	2034,1649,1512	78,62,86	1572,1507,1711	174	149	0.0000000163777919004	0.00000405304491718	0.015,0.026,0.013	0.041,0.034,0.041	-0.021
1470	ENSG00000128604	IRF5	chr7	+	128947229	128947535	128947277	128947535	128947022	128947056	1470	8,3,6	4,5,2	0,1,0	2,0,3	197	149	0.000439337001203	0.0206751279846	0.602,0.312,0.694	0.0,1.0,0.0	0.203
1504	ENSG00000077713	SLC25A43	chrX	+	119451849	119452143	119452008	119452143	119426181	119426354	1504	5,9,5	3,3,2	4,3,8	0,0,1	298	149	0.0000271066856288	0.00220083520536	0.455,0.6,0.556	1.0,1.0,0.8	-0.396
1588	ENSG00000198301	SDAD1	chr4	-	75981371	75981545	75981371	75981470	75981932	75982037	1588	126,134,120	36,26,39	32,42,42	39,39,18	224	149	0.0000551206886478	0.00390779996019	0.7,0.774,0.672	0.353,0.417,0.608	0.256
1690	ENSG00000070669	ASNS	chr7	-	97854579	97854754	97854579	97854680	97855352	97855459	1690	90,72,66	556,516,463	20,20,45	290,318,398	223	149	0.000136142960257	0.00805514111378	0.098,0.085,0.087	0.044,0.04,0.07	0.039
1745	ENSG00000106462	EZH2	chr7	-	148816683	148817391	148816683	148816778	148817876	148818117	1745	388,355,378	7,4,0	278,271,300	17,5,14	298	149	0.00000255764973522	0.000313961654402	0.965,0.978,1.0	0.891,0.964,0.915	0.058
1789	ENSG00000185624	P4HB	chr17	-	81855452	81855579	81855452	81855505	81859180	81859387	1789	369,368,306	16,6,13	375,332,387	4,3,4	223	149	0.0000942848643516	0.00606363408285	0.939,0.976,0.94	0.984,0.987,0.985	-0.034
1791	ENSG00000185624	P4HB	chr17	-	81855452	81855688	81855452	81855505	81859180	81859387	1791	436,409,374	16,6,13	429,384,470	4,3,4	298	149	0.0000893669300109	0.00581586945222	0.932,0.971,0.935	0.982,0.985,0.983	-0.037
1860	ENSG00000096070	BRPF3	chr6	+	36210200	36210528	36210215	36210528	36209786	36209915	1860	9,4,6	101,84,130	11,14,16	72,99,96	164	149	0.000843707446181	0.0335465888691	0.075,0.041,0.04	0.122,0.114,0.132	-0.071
1866	ENSG00000082269	FAM135A	chr6	+	70524342	70526698	70524930	70526698	70522512	70522586	1866	2,3,6	1,4,3	1,3,5	0,0,0	298	149	0.00000000402941502387	0.00000116855554077	0.5,0.273,0.5	1.0,1.0,1.0	-0.576
1905	ENSG00000006652	IFRD1	chr7	+	112465614	112465838	112465638	112465838	112462269	112462378	1905	1,0,1	0,3,2	4,2,4	2,0,1	173	149	0.000337276501472	0.0167918100266	1.0,0.0,0.301	0.633,1.0,0.775	-0.369
1915	ENSG00000237877	LINC01473	chr2	-	186083153	186083224	186083153	186083221	186086300	186086370	1915	2,0,0	3,11,1	0,4,6	1,0,3	152	149	0.000102462144295	0.00649500813857	0.395,0.0,0.0	0.0,1.0,0.662	-0.422
2005	ENSG00000156313	RPGR	chrX	-	38287093	38288041	38287093	38287245	38290958	38291024	2005	250,214,270	3,0,4	177,191,209	2,5,13	298	149	0.000828832159119	0.033278012516	0.977,1.0,0.971	0.978,0.95,0.889	0.044
2077	ENSG00000183742	MACC1	chr7	-	20170713	20170781	20170713	20170778	20198524	20198670	2077	4,10,16	3,3,10	7,8,9	1,0,2	152	149	0.000818274426755	0.0329690787375	0.567,0.766,0.611	0.873,1.0,0.815	-0.248
2095	ENSG00000066651	TRMT11	chr6	+	126010924	126011417	126011252	126011417	126008391	126008472	2095	7,17,12	156,149,139	14,25,24	75,100,103	298	149	0.00000867211711475	0.000888288976251	0.022,0.054,0.041	0.085,0.111,0.104	-0.061
2109	ENSG00000122507	BBS9	chr7	+	33351026	33351323	33351218	33351323	33349067	33349170	2109	1,7,0	9,12,7	0,0,0	10,3,17	298	149	0.00135887238975	0.0480953758633	0.053,0.226,0.0	0.0,0.0,0.0	0.093
2189	ENSG00000124783	SSR1	chr6	-	7301309	7301572	7301309	7301368	7303549	7303637	2189	594,572,626	4,21,15	576,633,635	6,2,2	298	149	0.00000486973544522	0.000555185735611	0.987,0.932,0.954	0.98,0.994,0.994	-0.032
2230	ENSG00000133731	IMPA1	chr8	-	81680649	81680783	81680649	81680779	81681497	81681584	2230	20,25,28	4,5,1	13,20,11	0,0,0	153	149	0.0000671247070252	0.00458492156594	0.83,0.83,0.965	1.0,1.0,1.0	-0.125
2287	ENSG00000135297	MTO1	chr6	+	73482028	73482244	73482039	73482244	73481000	73481116	2287	1,2,2	3,3,3	1,4,1	2,0,0	160	149	0.000626628754609	0.0269099498775	0.237,0.383,0.383	0.318,1.0,1.0	-0.438
2300	ENSG00000197343	ZNF655	chr7	+	99562343	99562494	99562367	99562494	99561887	99561973	2300	4,6,4	17,22,32	0,1,0	6,9,7	173	149	0.000206802005845	0.0112560936929	0.169,0.19,0.097	0.0,0.087,0.0	0.123
2301	ENSG00000197343	ZNF655	chr7	+	99562348	99562494	99562367	99562494	99561887	99561973	2301	1,6,4	17,22,32	0,1,0	6,9,7	168	149	0.000837226669361	0.0334712583106	0.05,0.195,0.1	0.0,0.09,0.0	0.085
2331	ENSG00000164172	MOCS2	chr5	-	53100410	53101509	53100410	53100534	53102096	53102224	2331	293,274,301	14,12,10	287,210,269	2,7,3	298	149	0.00106045577089	0.0398978899936	0.913,0.919,0.938	0.986,0.938,0.978	-0.044
2420	ENSG00000100211	CBY1	chr22	+	38670766	38670989	38670883	38670989	38668016	38668132	2420	173,163,172	1071,852,955	72,73,90	738,698,854	266	149	0.00000225615620864	0.000284092006071	0.083,0.097,0.092	0.052,0.055,0.056	0.036
2437	ENSG00000169567	HINT1	chr5	-	131162028	131162503	131162028	131162477	131162571	131162676	2437	4,1,6	15,19,22	1,0,1	27,7,13	175	149	0.000574326656712	0.0251053520472	0.185,0.043,0.188	0.031,0.0,0.061	0.108
2495	ENSG00000079616	KIF22	chr16	+	29804575	29805026	29804813	29805026	29803997	29804065	2495	25,27,21	233,189,205	32,27,50	163,142,178	298	149	0.000267679375375	0.0138700063616	0.051,0.067,0.049	0.089,0.087,0.123	-0.044
2516	ENSG00000128596	CCDC136	chr7	+	128806236	128806858	128806687	128806858	128805760	128805901	2516	56,68,73	23,21,23	63,54,63	4,2,11	298	149	0.0000119583894909	0.00115001291351	0.549,0.618,0.613	0.887,0.931,0.741	-0.26
2535	ENSG00000247828	TMEM161B-AS1	chr5	+	88282714	88282866	88282756	88282866	88282041	88282106	2535	80,81,64	0,2,0	56,44,54	4,3,3	191	149	0.00110896449097	0.0412646843188	1.0,0.969,1.0	0.916,0.92,0.934	0.066
2568	ENSG00000161618	ALDH16A1	chr19	+	49461618	49462036	49461883	49462036	49460821	49460899	2568	11,11,5	7,1,0	7,9,6	0,1,0	298	149	0.000298450268113	0.0152180119678	0.44,0.846,1.0	1.0,0.818,1.0	-0.177
2605	ENSG00000113194	FAF2	chr5	+	176453138	176453228	176453175	176453228	176448428	176448470	2605	19,13,17	8,23,10	17,26,29	71,69,84	186	149	0.000202364396071	0.0110664824303	0.655,0.312,0.577	0.161,0.232,0.217	0.311
2790	ENSG00000073584	SMARCE1	chr17	-	40627742	40629013	40627742	40628993	40630207	40630286	2790	107,87,60	548,510,450	90,76,103	351,314,325	169	149	0.000134247436689	0.00796574847801	0.147,0.131,0.105	0.184,0.176,0.218	-0.065
2848	ENSG00000161013	MGAT4B	chr5	-	179798927	179799175	179798927	179799121	179799505	179799636	2848	15,8,4	4,1,3	8,26,11	0,1,0	203	149	0.000021932699346	0.00186562636545	0.734,0.854,0.495	1.0,0.95,1.0	-0.289
2877	ENSG00000145495	MARCHF6	chr5	+	10415472	10415669	10415487	10415669	10414432	10414502	2877	15,10,12	37,40,44	1,2,5	38,28,31	164	149	0.000133346672094	0.00792359085041	0.269,0.185,0.199	0.023,0.061,0.128	0.147
2916	ENSG00000164941	INTS8	chr8	+	94838462	94838618	94838493	94838618	94836523	94836631	2916	39,45,51	2,0,11	29,33,30	0,0,2	180	149	0.000999315369103	0.0381012591962	0.942,1.0,0.793	1.0,1.0,0.925	-0.063
2917	ENSG00000197912	SPG7	chr16	+	89523482	89524247	89524005	89524247	89512947	89513037	2917	43,67,99	462,343,526	31,44,53	535,526,571	298	149	0.00000118978708541	0.000166037024211	0.044,0.089,0.086	0.028,0.04,0.044	0.036
2986	ENSG00000138642	HERC6	chr4	+	88398107	88398209	88398141	88398209	88396850	88396987	2986	3,7,3	40,47,32	1,0,0	20,14,19	183	149	0.000786637148546	0.0319621281346	0.058,0.108,0.071	0.039,0.0,0.0	0.066
3043	ENSG00000180902	D2HGDH	chr2	+	241743621	241743815	241743638	241743815	241742434	241742574	3043	39,41,37	9,15,13	35,29,46	4,4,3	166	149	0.000428724934422	0.0202475986586	0.795,0.71,0.719	0.887,0.867,0.932	-0.154
3072	ENSG00000112782	CLIC5	chr6	-	45914227	45914547	45914227	45914409	45941546	45941653	3072	6,8,6	22,26,24	0,0,2	15,10,13	287	149	0.0000746623822044	0.00501361678244	0.124,0.138,0.115	0.0,0.0,0.074	0.101
3081	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26191650	26190992	26191128	26192494	26192577	3081	207,191,190	94,94,96	182,162,169	9,2,6	298	149	0	0	0.524,0.504,0.497	0.91,0.976,0.934	-0.432
3083	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26192338	26190992	26191650	26192494	26192577	3083	22991,22329,17172	169,157,147	8635,8225,10081	147,142,150	298	149	0.00000000000068933747599	0.000000000542134715651	0.986,0.986,0.983	0.967,0.967,0.971	0.017
3087	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26192577	26190992	26192338	26193250	26193373	3087	15736,14467,13236	423,441,380	6113,6036,6857	105,91,88	298	149	0.000000000337096350833	0.000000129805873651	0.949,0.943,0.946	0.967,0.971,0.975	-0.025
3100	ENSG00000122566	HNRNPA2B1	chr7	-	26196556	26197017	26196556	26196658	26197621	26197732	3100	242,228,208	0,0,0	813,803,882	14,12,9	298	149	0.000604272125536	0.0261434320718	1.0,1.0,1.0	0.967,0.971,0.98	0.027
3101	ENSG00000122566	HNRNPA2B1	chr7	-	26196806	26197461	26196806	26197017	26197621	26197732	3101	32665,30328,32882	36,25,35	7612,7564,8606	734,711,797	298	149	0	0	0.998,0.998,0.998	0.838,0.842,0.844	0.157
3103	ENSG00000122566	HNRNPA2B1	chr7	-	26196556	26197017	26196556	26196658	26200571	26201301	3103	229,226,207	1,0,0	276,284,255	37,34,27	298	149	0	0	0.991,1.0,1.0	0.789,0.807,0.825	0.19
3108	ENSG00000237765	FAM200B	chr4	+	15686931	15687145	15687000	15687145	15686235	15686462	3108	6,4,10	26,32,38	2,1,1	30,21,23	218	149	0.000835012109633	0.0334156075024	0.136,0.079,0.152	0.044,0.032,0.029	0.087
3138	ENSG00000144395	CCDC150	chr2	+	196729192	196729861	196729792	196729861	196725972	196726099	3138	252,253,223	24,35,22	356,413,457	14,11,9	298	149	0.0000000000674895694885	0.0000000333147182323	0.84,0.783,0.835	0.927,0.949,0.962	-0.127
3219	ENSG00000258366	RTEL1	chr20	+	63662395	63662627	63662473	63662627	63661849	63661943	3219	6,0,4	2,6,7	1,1,0	0,0,1	227	149	0.00140913872486	0.0494034348109	0.663,0.0,0.273	1.0,1.0,0.0	-0.355
3301	ENSG00000055609	KMT2C	chr7	-	152330171	152330742	152330171	152330739	152358586	152358675	3301	2,7,3	7,1,7	1,1,0	3,2,3	152	149	0.0012499132816	0.0451340281553	0.219,0.873,0.296	0.246,0.329,0.0	0.271
3357	ENSG00000138674	SEC31A	chr4	-	82881857	82881940	82881857	82881937	82891087	82891178	3357	8,11,17	2,0,0	8,6,19	6,8,0	152	149	0.000231507005167	0.0123615150135	0.797,1.0,1.0	0.567,0.424,1.0	0.269
3451	ENSG00000105854	PON2	chr7	-	95406118	95406272	95406118	95406247	95409900	95410101	3451	9,7,3	2,0,1	3,9,9	3,5,19	174	149	0.0000745768676554	0.00501150070395	0.794,1.0,0.72	0.461,0.607,0.289	0.386
3466	ENSG00000221978	CCNL2	chr1	-	1390765	1392803	1390765	1390865	1393395	1393460	3466	366,421,459	16,17,19	231,227,253	34,49,42	298	149	0.00000000000000188737914186	0.00000000000196800628228	0.92,0.925,0.924	0.773,0.698,0.751	0.182
3518	ENSG00000274372	LINC02804	chr1	+	148024503	148024719	148024529	148024719	148021913	148021998	3518	0,0,2	15,14,7	6,3,0	8,12,10	175	149	0.00108106870272	0.0404864155568	0.0,0.0,0.196	0.39,0.176,0.0	-0.123
3585	ENSG00000123240	OPTN	chr10	+	13110179	13110476	13110273	13110476	13109111	13109288	3585	362,324,327	3759,3818,3091	166,173,175	2732,2673,3072	243	149	0.00000519611178784	0.000584765191671	0.056,0.049,0.061	0.036,0.038,0.034	0.019
3596	ENSG00000137996	RTCA	chr1	+	100268073	100268295	100268151	100268295	100266523	100266624	3596	69,66,72	378,412,425	19,21,38	405,392,445	227	149	0.0000000000833833002645	0.0000000392798834068	0.107,0.095,0.1	0.03,0.034,0.053	0.062
3604	ENSG00000168502	MTCL1	chr18	+	8818962	8819259	8819046	8819259	8812978	8813233	3604	22,41,30	0,1,0	26,32,23	5,2,3	233	149	0.0000393703333198	0.00297286059621	1.0,0.963,1.0	0.769,0.911,0.831	0.151
3714	ENSG00000175048	ZDHHC14	chr6	+	157672723	157673529	157672768	157673529	157653524	157653627	3714	12,14,19	6,12,12	29,17,35	1,1,12	194	149	0.000321731727585	0.0161478354696	0.606,0.473,0.549	0.957,0.929,0.691	-0.316
3798	ENSG00000103266	STUB1	chr16	+	682019	682076	682058	682076	681792	681880	3798	3222,2635,2538	50,56,58	2912,2440,3067	91,79,91	188	149	0.000365892844003	0.0178901937351	0.981,0.974,0.972	0.962,0.961,0.964	0.013
3823	ENSG00000170144	HNRNPA3	chr2	+	177216859	177216940	177216907	177216940	177216675	177216762	3823	988,1062,992	0,0,0	1279,1470,1637	78,0,0	197	149	0.00000103872106683	0.000148758321673	1.0,1.0,1.0	0.925,1.0,1.0	0.025
3842	ENSG00000123473	STIL	chr1	-	47312947	47313156	47312947	47313021	47314035	47314147	3842	9,2,13	2,0,0	1,1,3	2,5,0	284	149	0.000143715585827	0.00839338816609	0.702,1.0,1.0	0.208,0.095,1.0	0.466
3992	ENSG00000120690	ELF1	chr13	-	40949805	40949973	40949805	40949901	40951328	40951436	3992	3109,3633,4022	43,55,52	2102,2268,2260	12,16,12	221	149	0.0000078167862011	0.000815988068655	0.98,0.978,0.981	0.992,0.99,0.992	-0.012
4025	ENSG00000285219	HULC	chr6	+	8788821	8790434	8790271	8790434	8785116	8785217	4025	4,2,1	0,0,0	2,1,0	2,0,2	298	149	0.0000354913186753	0.00273108276792	1.0,1.0,1.0	0.333,1.0,0.0	0.556
4116	ENSG00000125676	THOC2	chrX	-	123619400	123619517	123619400	123619436	123620092	123620205	4116	213,188,215	22,27,35	150,184,235	10,4,14	230	149	0.0000036206036772	0.000428570487821	0.862,0.819,0.799	0.907,0.968,0.916	-0.104
4156	ENSG00000071054	MAP4K4	chr2	+	101859642	101859864	101859735	101859864	101855976	101856138	4156	108,141,144	3,7,8	172,220,178	22,23,39	242	149	0.00000374622663557	0.000441750094325	0.957,0.925,0.917	0.828,0.855,0.738	0.126
4188	ENSG00000131236	CAP1	chr1	+	40059333	40059458	40059336	40059458	40040881	40040965	4188	27,63,43	0,0,0	28,51,49	0,0,19	152	149	0.00002406520223	0.00200037932629	1.0,1.0,1.0	1.0,1.0,0.717	0.094
4230	ENSG00000070087	PFN2	chr3	-	149964903	149966586	149964903	149966264	149968357	149968550	4230	1084,1294,1337	510,550,565	1709,1661,1752	248,232,271	298	149	0	0	0.515,0.541,0.542	0.775,0.782,0.764	-0.241
4245	ENSG00000099330	OCEL1	chr19	+	17226974	17227199	17226993	17227199	17226692	17226869	4245	17,10,18	99,70,99	2,5,5	78,70,90	168	149	0.0000486502646523	0.00356341109729	0.132,0.112,0.139	0.022,0.06,0.047	0.085
4520	ENSG00000114867	EIF4G1	chr3	+	184320842	184320993	184320926	184320993	184320629	184320722	4520	11,11,13	136,140,160	5,3,1	134,142,115	233	149	0.0000988574996689	0.00630094346447	0.049,0.048,0.049	0.023,0.013,0.006	0.035
4691	ENSG00000129197	RPAIN	chr17	+	5425970	5426299	5426235	5426299	5422768	5422829	4691	290,275,291	14,22,15	212,191,245	28,18,34	298	149	0.000266844329136	0.0138464338981	0.912,0.862,0.907	0.791,0.841,0.783	0.089
4707	ENSG00000000460	C1orf112	chr1	+	169804074	169804240	169804111	169804240	169803168	169803309	4707	4,6,11	4,1,1	4,9,3	0,0,0	186	149	0.00086360548621	0.0341184828996	0.445,0.828,0.898	1.0,1.0,1.0	-0.276
4723	ENSG00000255717	SNHG1	chr11	-	62852810	62852993	62852810	62852839	62853074	62853115	4723	329,294,280	637,636,598	227,203,227	318,279,288	298	149	0.0000396339441224	0.00298790356007	0.205,0.188,0.19	0.263,0.267,0.283	-0.077
4830	ENSG00000104365	IKBKB	chr8	+	42320674	42320844	42320734	42320844	42319269	42319421	4830	52,49,27	9,5,9	35,23,38	15,13,20	209	149	0.00106119510018	0.0398978899936	0.805,0.875,0.681	0.625,0.558,0.575	0.201
4840	ENSG00000099204	ABLIM1	chr10	-	114447879	114448026	114447879	114448020	114451623	114451671	4840	121,196,159	316,479,431	185,173,155	210,283,297	155	149	0.000121425857274	0.0073940698207	0.269,0.282,0.262	0.459,0.37,0.334	-0.117
4841	ENSG00000099204	ABLIM1	chr10	-	114447879	114448026	114447879	114448020	114465697	114465827	4841	8,5,6	0,0,0	4,6,5	4,0,4	155	149	0.0000126007255007	0.00119812759008	1.0,1.0,1.0	0.49,1.0,0.546	0.321
4883	ENSG00000121057	AKAP1	chr17	+	57120249	57121344	57121278	57121344	57118981	57119044	4883	238,250,179	5,5,12	203,211,196	18,17,14	298	149	0.000584921175205	0.02547248001	0.96,0.962,0.882	0.849,0.861,0.875	0.073
4911	ENSG00000116353	MECR	chr1	-	29216587	29216812	29216587	29216685	29220833	29220921	4911	5,9,3	0,2,0	1,4,7	2,4,0	276	149	0.0011815605308	0.0433232636821	1.0,0.708,1.0	0.213,0.351,1.0	0.381
4926	ENSG00000042088	TDP1	chr14	+	89963107	89963673	89963224	89963673	89956577	89956800	4926	221,231,218	0,0,4	223,167,233	5,7,7	266	149	0.000220776168054	0.0118704924379	1.0,1.0,0.968	0.962,0.93,0.949	0.042
4932	ENSG00000117543	DPH5	chr1	-	101001466	101001587	101001466	101001544	101013709	101013818	4932	516,479,443	106,75,63	447,386,444	50,42,44	192	149	0.000841561127766	0.0335093746018	0.791,0.832,0.845	0.874,0.877,0.887	-0.057
4992	ENSG00000003393	ALS2	chr2	-	201715671	201715839	201715671	201715836	201716589	201716711	4992	18,32,27	0,0,5	16,15,26	4,11,9	152	149	0.0000239721647221	0.00199521509465	1.0,1.0,0.841	0.797,0.572,0.739	0.244
4995	ENSG00000003393	ALS2	chr2	-	201715671	201715839	201715671	201715836	201723042	201723120	4995	20,16,26	0,0,1	6,19,29	2,5,1	152	149	0.000834118711324	0.0334017256786	1.0,1.0,0.962	0.746,0.788,0.966	0.154
5068	ENSG00000163867	ZMYM6	chr1	-	34986164	34990311	34986164	34988935	34992233	34992387	5068	5,8,2	14,26,4	0,2,1	14,20,9	298	149	0.000452225314242	0.0211316282036	0.152,0.133,0.2	0.0,0.048,0.053	0.128
5281	ENSG00000105705	SUGP1	chr19	-	19303723	19303912	19303723	19303847	19305848	19306076	5281	92,75,73	440,409,430	33,41,47	389,402,469	214	149	0.00000193267538806	0.000248760251543	0.127,0.113,0.106	0.056,0.066,0.065	0.053
5299	ENSG00000116754	SRSF11	chr1	+	70249930	70250047	70249951	70250047	70247116	70247149	5299	369,406,293	630,666,650	360,392,379	950,992,1190	170	149	0.0000227732990311	0.00192038887455	0.339,0.348,0.283	0.249,0.257,0.218	0.082
5341	ENSG00000095059	DHPS	chr19	-	12679800	12680030	12679800	12679922	12680160	12680325	5341	78,54,69	445,474,390	86,71,90	330,272,352	257	149	0.0000777584435087	0.00518400795581	0.092,0.062,0.093	0.131,0.131,0.129	-0.048
5362	ENSG00000185359	HGS	chr17	+	81694956	81695067	81694959	81695067	81694814	81694853	5362	5,7,4	1,0,0	16,15,12	4,0,4	152	149	0.000341497344755	0.0169654651815	0.831,1.0,1.0	0.797,1.0,0.746	0.096
5496	ENSG00000077232	DNAJC10	chr2	+	182717940	182718290	182718156	182718290	182717015	182717072	5496	388,493,521	31,39,18	288,338,362	35,42,33	298	149	0.000785652421574	0.0319360998804	0.862,0.863,0.935	0.804,0.801,0.846	0.07
5514	ENSG00000125447	GGA3	chr17	-	75243062	75243258	75243062	75243166	75243446	75243570	5514	24,25,34	140,157,162	8,10,14	115,111,127	241	149	0.00137632342737	0.0486018138154	0.096,0.09,0.115	0.041,0.053,0.064	0.048
5525	ENSG00000234127	TRIM26	chr6	-	30201034	30201138	30201034	30201083	30204655	30204765	5525	90,77,98	1,0,0	68,69,59	1,4,10	204	149	0.00000711007289156	0.00075409026798	0.985,1.0,1.0	0.98,0.926,0.812	0.089
5541	ENSG00000115758	ODC1	chr2	-	10444473	10444647	10444473	10444547	10444930	10445049	5541	699,658,720	15,8,22	538,601,624	3,1,10	249	149	0.000280183244216	0.0144292815925	0.965,0.98,0.951	0.991,0.997,0.974	-0.022
5576	ENSG00000115282	TTC31	chr2	+	74490024	74490473	74490243	74490473	74483321	74483563	5576	20,13,11	0,2,2	11,11,20	6,6,8	298	149	0.000393886968558	0.0189102423467	1.0,0.765,0.733	0.478,0.478,0.556	0.329
5583	ENSG00000117360	PRPF3	chr1	+	150344375	150344547	150344433	150344547	150344161	150344261	5583	28,30,41	625,586,488	19,12,19	508,452,588	207	149	0.00141776458004	0.049587205357	0.031,0.036,0.057	0.026,0.019,0.023	0.019
5792	ENSG00000066136	NFYC	chr1	+	40770396	40771603	40770708	40771603	40769355	40769415	5792	133,140,161	129,93,130	94,61,97	122,86,123	298	149	0.000493731123429	0.0224934883242	0.34,0.429,0.382	0.278,0.262,0.283	0.109
5852	ENSG00000186448	ZNF197	chr3	+	44641899	44648471	44646490	44648471	44632472	44632599	5852	263,254,252	38,50,39	185,204,219	19,18,17	298	149	0.000609774737477	0.0263264159327	0.776,0.718,0.764	0.83,0.85,0.866	-0.096
5853	ENSG00000159363	ATP13A2	chr1	-	16992242	16992402	16992242	16992342	16992485	16992581	5853	55,86,73	6,2,5	75,63,55	1,1,0	209	149	0.000496000233624	0.0225525789715	0.867,0.968,0.912	0.982,0.978,1.0	-0.071
5869	ENSG00000141279	NPEPPS	chr17	+	47577044	47577160	47577080	47577160	47569416	47569494	5869	8,11,20	0,0,2	0,6,13	4,3,5	185	149	0.00000600984265509	0.000658471567978	1.0,1.0,0.89	0.0,0.617,0.677	0.532
6008	ENSG00000115211	EIF2B4	chr2	-	27368024	27368139	27368024	27368113	27368371	27368463	6008	65,57,62	4,7,8	61,76,79	1,0,2	175	149	0.00000747837565107	0.000784190075899	0.933,0.874,0.868	0.981,1.0,0.971	-0.092
