ID...1	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
494	ENSG00000131408	NR1H2	chr19	+	50376472	50376826	50376472	50376576	50376718	50376826	494	23,12,8	377,352,365	16,29,23	242,257,299	291	149	0.000256385057142	0.00934628180245	0.03,0.017,0.011	0.033,0.055,0.038	-0.023
564	ENSG00000130724	CHMP2A	chr19	-	58551565	58551967	58551565	58551776	58551905	58551967	564	20,17,10	512,427,348	68,17,29	463,362,485	278	149	0.00000481644671824	0.000477788034768	0.021,0.021,0.015	0.073,0.025,0.031	-0.024
587	ENSG00000064607	SUGP2	chr19	-	18994365	18995280	18994365	18994486	18995143	18995280	587	124,136,116	405,355,245	156,184,177	306,272,334	806	149	0.000437336369626	0.0139967227815	0.054,0.066,0.08	0.086,0.111,0.089	-0.029
598	ENSG00000064545	TMEM161A	chr19	-	19132351	19132754	19132351	19132433	19132656	19132754	598	23,11,28	9,6,9	12,15,19	0,2,1	372	149	0.000045457493319	0.00262765856431	0.506,0.423,0.555	1.0,0.75,0.884	-0.383
600	ENSG00000129933	MAU2	chr19	+	19344848	19345369	19344848	19344926	19345303	19345369	600	8,5,5	27,39,39	1,0,2	39,33,27	526	149	0.000633562047672	0.0182165023365	0.077,0.035,0.035	0.007,0.0,0.021	0.04
604	ENSG00000105726	ATP13A1	chr19	-	19649740	19651797	19649740	19649940	19651688	19651797	604	88,75,122	17,19,16	51,59,57	21,23,21	1897	149	0.001594144225	0.0361879602466	0.289,0.237,0.375	0.16,0.168,0.176	0.132
642	ENSG00000104886	PLEKHJ1	chr19	-	2233153	2234061	2233153	2233905	2233997	2234061	642	37,47,37	256,273,196	43,50,84	235,183,238	241	149	0.00187835966203	0.040512013925	0.082,0.096,0.105	0.102,0.145,0.179	-0.048
645	ENSG00000105426	PTPRS	chr19	-	5218419	5219467	5218419	5218532	5219309	5219467	645	8,8,6	2,0,4	2,2,16	0,0,0	926	149	0.00000615678344373	0.000569452656381	0.392,1.0,0.194	1.0,1.0,1.0	-0.471
666	ENSG00000099622	CIRBP	chr19	+	1271980	1273172	1271980	1272051	1272426	1273172	666	930,905,931	247,260,241	660,635,760	278,238,290	524	149	0.000212175238785	0.00815049505978	0.517,0.497,0.523	0.403,0.431,0.427	0.092
695	ENSG00000064601	CTSA	chr20	+	45892724	45894072	45892724	45892880	45893987	45894072	695	8,6,9	2,3,0	10,2,8	0,0,0	1256	149	0.0000172301555689	0.0012562189953	0.322,0.192,1.0	1.0,1.0,1.0	-0.495
707	ENSG00000000419	DPM1	chr20	-	50945736	50945923	50945736	50945762	50945846	50945923	707	7,16,11	216,231,229	1,2,7	200,222,211	233	149	0.000406854251662	0.013304227131	0.02,0.042,0.03	0.003,0.006,0.021	0.021
714	ENSG00000101276	SLC52A3	chr20	-	760079	761824	760079	761238	761700	761824	714	11,8,10	54,35,83	8,18,23	27,39,34	611	149	0.000105792893898	0.00486103039808	0.047,0.053,0.029	0.067,0.101,0.142	-0.06
736	ENSG00000131051	RBM39	chr20	-	35738967	35740887	35738967	35739017	35740823	35740887	736	2959,3139,3054	3039,3263,2938	2336,2513,2498	5312,5015,5568	1955	149	0	0	0.069,0.068,0.073	0.032,0.037,0.033	0.036
756	ENSG00000125967	NECAB3	chr20	-	33659884	33660395	33659884	33660058	33660258	33660395	756	23,31,32	7,5,12	26,26,52	1,3,4	349	149	0.00137219496416	0.0325185174757	0.584,0.726,0.532	0.917,0.787,0.847	-0.236
758	ENSG00000088836	SLC4A11	chr20	-	3229094	3229452	3229094	3229263	3229345	3229452	758	2,5,0	11,11,6	0,0,0	15,7,11	231	149	0.00220603500935	0.0449383325497	0.105,0.227,0.0	0.0,0.0,0.0	0.111
823	ENSG00000196756	SNHG17	chr20	-	38421005	38422368	38421005	38421098	38422290	38422368	823	99,98,75	70,80,58	123,92,143	42,61,54	1341	149	0.000882835511136	0.0231607031433	0.136,0.12,0.126	0.246,0.144,0.227	-0.078
846	ENSG00000141644	MBD1	chr18	-	50268845	50271540	50268845	50269818	50271468	50271540	846	1115,1047,805	201,172,188	881,926,1037	117,111,156	1799	149	0.00136103782779	0.0323076919587	0.315,0.335,0.262	0.384,0.409,0.355	-0.079
847	ENSG00000141644	MBD1	chr18	-	50276661	50276998	50276661	50276744	50276831	50276998	847	20,33,28	99,86,106	7,11,6	66,67,58	236	149	0.00075006071773	0.0206918294524	0.113,0.195,0.143	0.063,0.094,0.061	0.078
852	ENSG00000075336	TIMM21	chr18	+	74155144	74155403	74155144	74155207	74155305	74155403	852	103,107,85	256,247,197	85,85,114	325,298,369	247	149	0.0021392164129	0.0438271004163	0.195,0.207,0.207	0.136,0.147,0.157	0.056
905	ENSG00000165280	VCP	chr9	-	35059492	35060923	35059492	35059801	35060800	35060923	905	140,146,92	1,3,0	192,134,142	14,17,25	1148	149	0.000000000602591865295	0.000000229627673468	0.948,0.863,1.0	0.64,0.506,0.424	0.414
924	ENSG00000114745	GORASP1	chr3	-	39100304	39100877	39100304	39100454	39100746	39100877	924	7,20,11	0,2,0	20,10,12	2,4,0	441	149	0.00136007090334	0.0323076919587	1.0,0.772,1.0	0.772,0.458,1.0	0.181
935	ENSG00000242612	DECR2	chr16	+	406345	406833	406345	406397	406735	406833	935	21,15,17	0,0,0	18,7,9	4,0,2	487	149	0.000194124842199	0.00765063918892	1.0,1.0,1.0	0.579,1.0,0.579	0.281
965	ENSG00000106133	NSUN5P2	chr7	-	72948891	72949102	72948891	72948980	72949052	72949102	965	54,41,51	2,5,5	25,69,65	0,0,0	221	149	0.0000162380844946	0.00119301916415	0.948,0.847,0.873	1.0,1.0,1.0	-0.111
972	ENSG00000197448	GSTK1	chr7	+	143264547	143265092	143264547	143264676	143264991	143265092	972	998,1043,900	1388,1085,1091	1186,1191,1497	957,831,1031	464	149	0.0000000147142061868	0.00000378857669206	0.188,0.236,0.209	0.285,0.315,0.318	-0.095
982	ENSG00000008311	AASS	chr7	-	122098744	122101680	122098744	122098866	122101620	122101680	982	25,39,26	1,1,4	33,26,23	0,0,0	2903	149	0.000000486730314941	0.0000713371918001	0.562,0.667,0.25	1.0,1.0,1.0	-0.507
1000	ENSG00000128604	IRF5	chr7	+	128947022	128947535	128947022	128947056	128947229	128947535	1000	7,3,1	5,2,3	1,3,5	0,1,0	322	149	0.0000101544160412	0.000829180601307	0.393,0.41,0.134	1.0,0.581,1.0	-0.548
1009	ENSG00000102878	HSF4	chr16	+	67167119	67167599	67167119	67167222	67167474	67167599	1009	32,23,28	10,12,15	13,8,18	12,18,19	401	149	0.00102772532001	0.0260908016129	0.543,0.416,0.41	0.287,0.142,0.26	0.227
1057	ENSG00000075711	DLG1	chr3	-	197065275	197065809	197065275	197065448	197065707	197065809	1057	46,64,62	388,394,446	20,51,30	402,377,403	408	149	0.00108765482622	0.0273878193246	0.041,0.056,0.048	0.018,0.047,0.026	0.018
1112	ENSG00000120798	NR2C1	chr12	-	95057730	95058489	95057730	95057878	95058309	95058489	1112	59,68,71	57,66,75	76,87,93	44,49,28	580	149	0.000205592706169	0.00794032370582	0.21,0.209,0.196	0.307,0.313,0.46	-0.155
1118	ENSG00000133226	SRRM1	chr1	+	24646666	24649029	24646666	24646789	24648858	24649029	1118	1635,2042,2293	1846,2023,2199	781,939,944	1897,1947,1944	2218	149	0	0	0.056,0.064,0.065	0.027,0.031,0.032	0.032
1147	ENSG00000089280	FUS	chr16	+	31184938	31188357	31184938	31185179	31188324	31188357	1147	5644,6017,6103	143,169,162	5688,6068,6823	98,75,116	3294	149	0.000000897583592119	0.000117013269401	0.641,0.617,0.63	0.724,0.785,0.727	-0.116
1151	ENSG00000106462	EZH2	chr7	-	148816683	148818117	148816683	148817391	148817876	148818117	1151	40,17,24	371,333,365	48,32,55	258,252,274	634	149	0.00000082410575819	0.000111098785703	0.025,0.012,0.015	0.042,0.029,0.045	-0.021
1188	ENSG00000185624	P4HB	chr17	-	81845143	81845991	81845143	81845742	81845870	81845991	1188	29,46,18	2281,1916,2196	266,29,25	1980,1920,2201	277	149	0.000000000000207278638698	0.000000000179515863454	0.007,0.013,0.004	0.067,0.008,0.006	-0.019
1224	ENSG00000137312	FLOT1	chr6	-	30730681	30731100	30730681	30730727	30730918	30731100	1224	86,90,109	1865,1468,1526	185,66,226	1453,1310,1520	340	149	0.000000137132729727	0.0000236099603349	0.02,0.026,0.03	0.053,0.022,0.061	-0.02
1248	ENSG00000130244	FAM98C	chr19	+	38403337	38403694	38403337	38403486	38403559	38403694	1248	4,0,0	69,70,53	10,5,9	72,61,64	222	149	0.0000150323624978	0.0011159088836	0.037,0.0,0.0	0.085,0.052,0.086	-0.062
1252	ENSG00000204256	BRD2	chr6	+	32975383	32976464	32975383	32975521	32976030	32976464	1252	32,36,38	876,973,925	28,51,86	759,811,789	658	149	0.000681929411111	0.0191826206393	0.008,0.008,0.009	0.008,0.014,0.024	-0.007
1255	ENSG00000204256	BRD2	chr6	+	32976561	32977570	32976561	32976936	32977441	32977570	1255	396,396,416	2097,2075,2051	453,432,540	1685,1619,1710	654	149	0.0000475150811362	0.00270514147186	0.041,0.042,0.044	0.058,0.057,0.067	-0.018
1259	ENSG00000113810	SMC4	chr3	+	160412325	160412849	160412325	160412453	160412529	160412849	1259	26,41,32	0,1,0	19,31,24	5,5,0	225	149	0.0000495921444436	0.00279116498375	1.0,0.964,1.0	0.716,0.804,1.0	0.148
1299	ENSG00000180098	TRNAU1AP	chr1	+	28560632	28561398	28560632	28560732	28561345	28561398	1299	10,3,8	75,51,70	21,5,9	19,30,35	762	149	0.000042033535411	0.00248720174337	0.025,0.011,0.022	0.178,0.032,0.048	-0.067
1317	ENSG00000156313	RPGR	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041	1317	343,390,417	472,492,445	202,230,260	470,396,519	764	149	0.00000165332223445	0.00019937531418	0.124,0.134,0.155	0.077,0.102,0.089	0.048
1325	ENSG00000118495	PLAGL1	chr6	-	143964786	143966198	143964786	143964818	143966157	143966198	1325	11,35,52	29,34,45	9,14,17	43,42,33	1488	149	0.0000326104489492	0.00206684402492	0.037,0.093,0.104	0.021,0.032,0.049	0.044
1368	ENSG00000214087	ARL16	chr17	-	81682033	81682675	81682033	81682149	81682442	81682675	1368	66,51,87	3,3,4	85,79,96	0,0,1	442	149	0.0000854081681085	0.00415837384079	0.881,0.851,0.88	1.0,1.0,0.97	-0.119
1370	ENSG00000214087	ARL16	chr17	-	81682033	81683126	81682033	81682149	81683012	81683126	1370	102,85,126	70,41,59	119,123,124	31,37,48	1012	149	0.00115985087867	0.0287498162293	0.177,0.234,0.239	0.361,0.329,0.276	-0.105
1379	ENSG00000186204	CYP4F12	chr19	+	15683492	15684882	15683492	15683763	15684815	15684882	1379	226,250,259	94,79,85	195,203,254	42,37,54	1201	149	0.00015657069434	0.00653254079451	0.23,0.282,0.274	0.365,0.405,0.369	-0.118
1417	ENSG00000131876	SNRPA1	chr15	-	101285725	101287010	101285725	101285801	101286907	101287010	1417	434,368,357	207,149,142	376,328,427	108,71,117	1255	149	0.0000247026036538	0.0016729867593	0.199,0.227,0.23	0.292,0.354,0.302	-0.097
1420	ENSG00000204628	RACK1	chr5	-	181241491	181242345	181241491	181241639	181242169	181242345	1420	436,396,400	8,7,4	519,438,453	1,2,3	679	149	0.00100974629638	0.0257895881596	0.923,0.925,0.956	0.991,0.98,0.971	-0.046
1444	ENSG00000088970	KIZ	chr20	+	21244244	21246622	21244244	21244288	21246478	21246622	1444	65,54,61	6,2,9	24,30,36	2,0,0	2339	149	0.00101882215952	0.0259056381842	0.408,0.632,0.302	0.433,1.0,1.0	-0.364
1455	ENSG00000122008	POLK	chr5	+	75597746	75598040	75597746	75597789	75597933	75598040	1455	3,1,10	18,5,15	0,2,1	7,17,14	293	149	0.000986551101068	0.0252875609583	0.078,0.092,0.253	0.0,0.056,0.035	0.111
1481	ENSG00000197603	CPLANE1	chr5	-	37121616	37122488	37121616	37121784	37122429	37122488	1481	5,7,7	42,31,28	17,6,13	23,22,22	794	149	0.00109453544558	0.0274642871244	0.022,0.041,0.045	0.122,0.049,0.1	-0.054
1505	ENSG00000079819	EPB41L2	chr6	-	130869851	130870126	130869851	130869944	130870038	130870126	1505	20712,21817,20376	701,718,651	16139,15609,17237	828,892,1000	243	149	0.00000000212901229979	0.000000707525250326	0.948,0.949,0.95	0.923,0.915,0.914	0.032
1515	ENSG00000204271	SPIN3	chrX	-	56993786	56994949	56993786	56993888	56994722	56994949	1515	111,161,119	2,6,1	102,120,111	1,1,0	983	149	0.00230710973864	0.0465001384558	0.894,0.803,0.947	0.939,0.948,1.0	-0.081
1545	ENSG00000166598	HSP90B1	chr12	+	103943073	103943874	103943073	103943573	103943737	103943874	1545	1224,1038,990	10,9,8	1329,1212,1468	27,26,20	313	149	0.000344830081133	0.0117116270061	0.983,0.982,0.983	0.959,0.957,0.972	0.02
1588	ENSG00000090372	STRN4	chr19	-	46721985	46722340	46721985	46722072	46722241	46722340	1588	20,32,40	240,240,182	9,12,23	231,207,214	318	149	0.000244915143061	0.00906693625477	0.038,0.059,0.093	0.018,0.026,0.048	0.033
1608	ENSG00000247828	TMEM161B-AS1	chr5	+	88269467	88282106	88269467	88270585	88282041	88282106	1608	383,529,607	98,102,83	242,287,277	90,103,105	11605	149	0.0000000579636392217	0.0000111932487092	0.048,0.062,0.086	0.033,0.035,0.033	0.032
1632	ENSG00000164609	SLU7	chr5	-	160418595	160419081	160418595	160418685	160419022	160419081	1632	40,41,37	17,30,18	23,17,19	25,27,19	486	149	0.00161734817123	0.0363680650934	0.419,0.295,0.387	0.22,0.162,0.235	0.161
1646	ENSG00000168066	SF1	chr11	-	64764605	64766155	64764605	64765518	64765950	64766155	1646	634,563,549	17,8,22	504,462,555	43,39,52	581	149	0.0000000000551714229857	0.0000000255242637778	0.905,0.948,0.865	0.75,0.752,0.732	0.161
1777	ENSG00000172432	GTPBP2	chr6	-	43620489	43622167	43620489	43621790	43622002	43622167	1777	255,334,255	332,345,345	102,125,149	280,277,344	361	149	0.00000000103112030025	0.000000382719716638	0.241,0.286,0.234	0.131,0.157,0.152	0.107
1782	ENSG00000087274	ADD1	chr4	+	2908514	2909431	2908514	2908604	2909338	2909431	1782	31,32,50	23,12,21	40,30,54	8,6,6	883	149	0.000464732518493	0.0145796436647	0.185,0.31,0.287	0.458,0.458,0.603	-0.246
1820	ENSG00000197912	SPG7	chr16	+	89554485	89557747	89554485	89554563	89556886	89557747	1820	568,414,522	540,502,447	482,424,581	647,663,740	2472	149	0.000585263585543	0.0171733401179	0.06,0.047,0.066	0.043,0.037,0.045	0.016
1827	ENSG00000171503	ETFDH	chr4	+	158697558	158699130	158697558	158697670	158698986	158699130	1827	73,44,28	2,0,4	25,26,33	0,0,0	1465	149	0.000343146459416	0.0117030140932	0.788,1.0,0.416	1.0,1.0,1.0	-0.265
1833	ENSG00000167792	NDUFV1	chr11	+	67606957	67607324	67606957	67607076	67607298	67607324	1833	41,21,20	4,3,2	25,35,16	1,0,0	371	149	0.0000705553353599	0.00362674727444	0.805,0.738,0.801	0.909,1.0,1.0	-0.188
1864	ENSG00000135047	CTSL	chr9	+	87728026	87728809	87728026	87728396	87728584	87728809	1864	9,15,8	88,83,112	2,1,1	106,80,106	337	149	0.00000113626697096	0.000143692522257	0.043,0.074,0.031	0.008,0.005,0.004	0.044
1880	ENSG00000109654	TRIM2	chr4	+	153294304	153296036	153294304	153294485	153295312	153296036	1880	10,26,39	161,209,218	18,20,37	74,119,83	976	149	0.000146439526214	0.00621878404041	0.009,0.019,0.027	0.036,0.025,0.064	-0.023
1881	ENSG00000109654	TRIM2	chr4	+	153322647	153324148	153322647	153322778	153324077	153324148	1881	78,104,99	0,2,5	74,92,82	0,1,0	1448	149	0.000789931399043	0.0213386005526	1.0,0.843,0.671	1.0,0.904,1.0	-0.13
1882	ENSG00000109654	TRIM2	chr4	+	153322647	153324148	153322647	153322816	153324077	153324148	1882	19,28,39	163,251,210	44,36,54	145,174,162	1410	149	0.0000349810691858	0.00217338903767	0.012,0.012,0.019	0.031,0.021,0.034	-0.014
1902	ENSG00000122566	HNRNPA2B1	chr7	-	26189926	26192338	26189926	26190460	26190992	26192338	1902	1274,1163,1174	190,116,139	771,681,1053	63,30,54	681	149	0.000000278140180998	0.0000439184882482	0.595,0.687,0.649	0.728,0.832,0.81	-0.146
1906	ENSG00000122566	HNRNPA2B1	chr7	-	26189932	26192577	26189932	26190460	26192494	26192577	1906	17341,17542,16220	72,66,49	7959,8133,9568	7,12,7	2183	149	0.0000000000319022586126	0.0000000160957709539	0.943,0.948,0.958	0.987,0.979,0.989	-0.035
1907	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26192577	26190992	26191128	26192494	26192577	1907	16622,16844,15601	94,94,96	7603,7735,9069	9,2,6	1515	149	0	0	0.946,0.946,0.941	0.988,0.997,0.993	-0.048
1908	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26192577	26190992	26191650	26192494	26192577	1908	16283,16464,15221	169,157,147	7409,7484,8830	147,142,150	993	149	0.00000000239513497924	0.000000777874519394	0.935,0.94,0.94	0.883,0.888,0.898	0.049
1909	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26192577	26190992	26192338	26192494	26192577	1909	4833,5343,5587	22432,21792,16666	2834,3021,3357	8368,7910,9746	305	149	0.000223901899348	0.00846443952826	0.095,0.107,0.141	0.142,0.157,0.144	-0.033
1910	ENSG00000122566	HNRNPA2B1	chr7	-	26190992	26193694	26190992	26192577	26193250	26193694	1910	1156,1038,1082	13028,11401,10153	799,669,1010	4597,4285,5094	822	149	0.00000000000214372963825	0.00000000165588629895	0.016,0.016,0.019	0.031,0.028,0.035	-0.014
1916	ENSG00000122566	HNRNPA2B1	chr7	-	26196806	26197461	26196806	26197017	26197314	26197461	1916	1427,1467,1514	19707,19639,18992	294,354,382	2980,2843,3376	446	149	0.0000163869497702	0.00119779801645	0.024,0.024,0.026	0.032,0.04,0.036	-0.011
1918	ENSG00000160602	NEK8	chr17	+	28737305	28737736	28737305	28737514	28737674	28737736	1918	25,16,21	6,8,3	22,21,31	3,0,1	309	149	0.000550587139065	0.016357360119	0.668,0.491,0.771	0.78,1.0,0.937	-0.262
1933	ENSG00000084207	GSTP1	chr11	+	67584133	67585241	67584133	67584169	67585137	67585241	1933	586,523,480	0,8,2	553,471,645	22,19,18	1117	149	0.00000000222329832322	0.000000730366276754	1.0,0.897,0.97	0.77,0.768,0.827	0.167
1958	ENSG00000196465	MYL6B	chr12	+	56154812	56155198	56154812	56154840	56155054	56155198	1958	429,411,291	223,173,194	613,590,626	199,202,235	363	149	0.000733139082998	0.0203365180432	0.441,0.494,0.381	0.558,0.545,0.522	-0.103
1980	ENSG00000166333	ILK	chr11	+	6608693	6609156	6608693	6608967	6609070	6609156	1980	28,40,30	454,392,400	22,13,14	331,344,446	252	149	0.00188137406406	0.040512013925	0.035,0.057,0.042	0.038,0.022,0.018	0.019
2006	ENSG00000253649	PRSS51	chr8	-	10497711	10497971	10497711	10497772	10497883	10497971	2006	1,1,0	3,0,1	4,3,5	0,0,0	260	149	0.0000289554523832	0.00189369983778	0.16,1.0,0.0	1.0,1.0,1.0	-0.613
2017	ENSG00000174562	KLK15	chr19	-	50826620	50827161	50826620	50826757	50826995	50827161	2017	2,1,0	2,0,3	5,3,1	2,0,0	387	149	0.0000859492799312	0.00417760275584	0.278,1.0,0.0	0.49,1.0,1.0	-0.404
2045	ENSG00000055609	KMT2C	chr7	-	152152704	152154146	152152704	152152954	152154009	152154146	2045	2,0,0	1,5,4	5,2,8	3,0,3	1204	149	0.00243809046227	0.0484903447541	0.198,0.0,0.0	0.171,1.0,0.248	-0.407
2052	ENSG00000204410	MSH5	chr6	+	31743903	31744299	31743903	31744025	31744138	31744299	2052	9,14,18	0,0,1	11,11,8	1,2,3	262	149	0.000724690077426	0.0201671299054	1.0,1.0,0.911	0.862,0.758,0.603	0.229
2054	ENSG00000204410	MSH5	chr6	+	31759096	31759512	31759096	31759177	31759424	31759512	2054	84,121,111	42,49,45	114,137,101	10,28,28	396	149	0.000478836360635	0.0148590045461	0.429,0.482,0.481	0.811,0.648,0.576	-0.214
2062	ENSG00000105677	TMEM147	chr19	+	35546671	35547240	35546671	35547029	35547118	35547240	2062	2,5,3	58,56,59	10,6,7	39,35,58	238	149	0.00233143761972	0.0468582891502	0.021,0.053,0.031	0.138,0.097,0.07	-0.067
2071	ENSG00000118217	ATF6	chr1	+	161863197	161865955	161863197	161863312	161864740	161865955	2071	6,10,4	2,0,2	7,14,9	0,1,0	1577	149	0.0000913447680465	0.0043583196507	0.221,1.0,0.159	1.0,0.569,1.0	-0.396
2077	ENSG00000100316	RPL3	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	2077	1396,1545,948	75,70,37	1575,1149,1570	42,31,40	945	149	0.0000834323622144	0.00406910735851	0.746,0.777,0.802	0.855,0.854,0.861	-0.082
2110	ENSG00000224424	PRKAR2A-AS1	chr3	+	48848104	48851976	48848104	48848408	48848986	48851976	2110	10,2,0	2,0,4	1,6,3	0,0,1	727	149	0.0000416540749453	0.00247499680236	0.506,1.0,0.0	1.0,1.0,0.381	-0.292
2165	ENSG00000215126	CBWD6	chr9	-	41131355	41133570	41131355	41131840	41133504	41133570	2165	39,14,16	0,0,0	30,18,16	2,4,1	1813	149	0.0000000103109667471	0.00000288909244737	1.0,1.0,1.0	0.552,0.27,0.568	0.537
2175	ENSG00000092330	TINF2	chr14	-	24239642	24240155	24239642	24239931	24240063	24240155	2175	121,71,68	27,27,16	61,57,63	41,22,41	281	149	0.00166690250116	0.0371317797998	0.704,0.582,0.693	0.441,0.579,0.449	0.17
2181	ENSG00000187193	MT1X	chr16	+	56682469	56684196	56682469	56682568	56683957	56684196	2181	4,9,7	0,2,0	0,15,2	3,10,4	1538	149	0.000569223367035	0.0168062023036	1.0,0.304,1.0	0.0,0.127,0.046	0.71
